tweet,weight,duration
anitta,513691,120
tear,444712,360
n x f n,439785,495
minneapolis,411465,450
l dias,355271,60
beside bright,350897,255
chest almost broken e p 11,331069,285
sweet news,328644,510
Civil Guard,315155,330
lacing,293697,240
cant see st win,281451,405
shiseidoultimunex win,280228,60
marlaska,269927,105
r p,244593,300
wind pride jaehwan happy birthday,233970,270
h p p b r h j e h w n,232804,30
witzel,217284,375
fired,199865,150
candy challenge,193274,300
sa l k yakal c za,192955,105
bayern,184977,315
amy cooper,180696,510
n x fantasia,175603,15
amy cooper,156438,645
red velvet r e n e e u l g,152962,285
zle meliyekadrokarar,150934,390
c b check vishnudutt c,150267,180
viva taiwan,150091,510
ahlaks zs,146011,390
,138422,105
,131987,390
project always,129365,495
sa l k lart k,128413,240
May Plaza,125227,495
famima n e w iced coffee,121727,480
k z p v,121139,315
,116432,345
ykseyl ldeyap l,112052,420
heleno national hero,106580,150
Use AE,105520,45
monster,104275,15
sharepocket,100714,195
christian cooper,92987,60
estad,92306,240
kyuhyun 14 gyu good,91961,225
everyday meiji yoghurtx gulf,89378,90
jaibhim ujain polis,88167,270
poetry,84916,210
central park,84419,195
100 k fluke na tube,83955,165
se imse se im erken se im,82395,120
gergerlio lu yaln z de ildir,82154,90
shawwal,81547,300
physi,79801,315
dark netflix,78406,570
kimmich,77315,120
,76666,165
gove,74417,135
scum media,69403,30
rahul gandhi voice india,69194,285
,68811,360
b v b f c b,68420,255
villa azul,66850,120
,64917,135
escape shame,64768,255
jaden,64327,195
borussia,63721,315
26,62900,345
w w e raw,62741,405
test examplify,60486,150
x th win,59408,60
w c e b e g r l,56456,255
medhat pictle,55083,75
snip to congress,54950,465
ut rkistanyaln zde il,53311,225
,52978,360
,52681,225
shbbinkadroyand ekat game,49934,150
davies,49865,150
master chef,49148,495
heleno traidorda patria,48845,240
china virus,48763,135
hear,48085,210
world burned first first,47435,30
justice carolyn,46001,135
survior 2020,44915,15
,43745,180
Haaland,43300,135
carla zambelli,42762,60
human capital stock,42234,495
backtoschool,42060,450
n k r,40133,255
qnbfinansbank z rdile,39929,180
ibalik ang b c b n,39520,210
brit,39289,360
jagged edge,38723,420
laddakh,37479,645
take my hand and f e,37288,165
26 may,37238,165
slim,36894,15
kaippullastal,36174,135
ibalikangabscbn,35965,15
ekonomit k r,35669,45
silent hill,35014,195
alvorada,34464,375
feliz martes,33905,660
vladimir,33675,180
created corona,33643,360
salud edomex gracias,33383,165
25 mayo,33203,15
orbits haseul,32742,495
ali babacan,32506,15
jimmyfallonisoverparty,31992,405
sancho,31750,120
e p,30693,105
injustice productive imam imam announcement,30624,195
zdi hekim,30492,195
louis styles,30377,15
mark tuan x mentholatum,30202,45
cumhurba kan ak en,29075,360
hind al qahtani,28719,255
candy dance challenge,28660,15
candy swimming,28349,210
mohamed abdu,28344,195
sosyalyard mha,28299,165
kage chan,28173,60
louis styles,28042,195
get together tanu special,27519,135
n h l,27058,105
arewatwitter,26992,90
smail hakk karaday,26870,315
kupa sahada de il bakkalda,26336,240
seven party,26327,90
pika pureget,26261,210
always,25545,435
cyberpunk 2077 sweepstakes,25514,180
Indonesia is abnormal,25275,300
remembrance lk c martyrs day,25119,210
september entrance really,24923,195
cynthia morgan,24836,285
uncut gems,24477,495
church essential,23849,285
е в е н п р,23774,15
md girls,23756,165
Pappu's father is open,23643,270
g z e l l b c l h b r g e n,23353,270
paranagu,23064,405
Mayan carlinhos,23013,105
motor nerves,22975,300
weak mental cirus,22842,270
bryce,22807,30
michael gove,22748,75
canal 26,22148,135
lamabe ikta,21916,285
gto is pro-life,21889,105
karen strikes,21850,30
who told to kill bolsonaro,21821,210
dominic cummnings,21750,300
murat ongun,21640,60
,21605,75
central park karen,21539,120
no man's land 14,21235,165
serving humanity selflessly,21184,315
alphonso davies,21013,45
missyou arctic monkeys,20869,165
reis 2017 li yinema dur,20648,15
sa l kteknikeriharc,20615,105
press,20561,15
,20484,165
wilson witzel,19989,90
,19903,105
douglas ross,19794,210
million,19527,315
silent hill,19265,210
,19265,120
approves cultural emergency,19141,285
unblock,19100,270
normal,19041,255
fuera alich,18743,435
lewandowski,18246,45
dancing for a Dream,18154,360
africa day benefit concert,18141,30
heleno heroi national,17950,75
saitama hunting,17867,240
burningmatarbolsonaro,17755,15
brandt,17599,135
zeynep enp nari insus,17593,135
justice floyd,17490,135
moazab day,17445,90
l h e,16783,15
avegan protest unapproved,16722,240
pocket prosecutor,16687,345
dobby,16672,90
,16573,225
dortmund,16416,135
n miente,16341,165
k rtdiliyoksay lamazacunmedy,16004,225
romance tour live home,15963,90
redmi note,15928,255
que se vayan todos,15858,180
hokuto kitchen,15793,45
n n,15753,120
hoshino source ann,15589,15
tell purity row,15575,465
Channel D,15460,285
,15370,45
Modi Maharashtra,15337,90
title health waiting,14828,90
reis 2017 li yine dur,14784,45
acunilicali,14349,240
age expected atmosphere tweets,14062,885
newer,14055,105
boateng,13945,195
acorn gum,13883,150
main strike,13629,225
palace,13597,45
newer,13490,15
love victor,13289,165
l,12939,45
senna,12925,120
,12849,210
majed el mohandes,12801,105
german f x sports,12799,120
reco 1134,12780,45
,12616,90
gary bettman,12436,135
,12112,75
light mushroom,11697,225
break silence,11693,30
qnb finansbank z r dile,11603,195
Coman,11574,75
newsnight,11472,60
tunes,10917,150
season spring,10862,15
aim assist enhancement,10712,225
Good one,10550,90
my san mia,10434,105
open arms,10395,270
stevie nicks,10376,120
delena,10290,270
barreda,10078,300
