tweet,weight,duration
bhula dunga march 24,880785,270
0319 youth lalisa,401402,240
youth e p 03,378686,150
burr,360192,135
0319 youthwithlalisa,303831,15
sohna asim,277801,225
,273461,330
c h u r r p r r,270137,480
churras prior,269317,15
custodian two holy mosques,247338,330
b 19 l v e e l l,218663,780
save g,212637,45
miracles true worship,202994,285
virus chines,202215,735
h ecoming,194766,465
ywith hyunjin forever,191244,435
panelaco contra esquerda,188774,180
janta curfew,179557,375
total quarantine,173200,810
birlikte yenecegiz,162736,15
outside bolsonaro,160656,285
,159811,30
chloroquine,155032,150
outside bolsonaros,146597,75
birlikte yenece iz,145608,60
birlikteyenece iz,144780,15
kovit 19 must survive,137824,195
emergency evacuation life,131058,255
Janatkarfu,130888,30
tin selfie day,120496,135
at 21 00,115824,210
uninhabited island,110745,210
honey boo,100836,30
soka c kma yasa sart,94472,105
soka ac kmayasa sart,94334,15
n n,94162,105
selfie joel,92371,225
vaka 191,87490,225
p n g l e e n u u b e,85706,45
beyanlaruzat l,84231,345
people vs pelosi,83509,345
19 mar,83494,360
years r mixtape,81733,315
gurley,81356,180
my last situation,78756,615
success students,78678,210
three consecutive holidays,78485,315
p n g l e e n u l h w,78354,180
e w dynamite,77358,435
beyanlar uzat ls n,72306,15
inept duke,71622,225
guayaquil,71197,180
confinement jour,68926,465
woojin,68170,45
,67704,135
w l pusong f w,66294,60
game stop,66170,120
we can take care,65111,375
crocodile,63390,315
dr g le nar n yan nday z,62664,525
room n doctor photoline public summon,60762,285
case 359,59354,180
,55716,375
,55417,285
rams,54910,15
p e r hs day 19 th,53276,15
foles,52783,15
g song want listen,51997,210
,51918,240
dur 5393 aresiz,51884,405
kazz x,51192,105
22 nd march,51183,30
cuarentena obligatoria,50022,285
love lay,49891,240
u h r c h v e 20,48848,210
protect vico,48801,585
handsome jun myeon lifetime love,47709,45
first day of spring,47437,630
dear bernie,46372,135
b b b p z f l,45646,105
fallin flower,45218,180
rock bison,43591,150
,43456,420
estado de catastrofe,43105,315
19 th p e r h day,42943,15
we are responsible,42452,435
todd gurley,41723,60
beraberba ar,41689,345
slay,41596,375
king salman word,41110,195
e v e n l l n p n g,40156,30
w n n b e st win,39978,225
call,39689,165
care,39513,15
r e p e f l,39158,15
n u r u,38941,240
in quarantine I,38480,30
there is life at home,37463,210
,37099,225
je reste chez moi,36393,240
12,36372,645
san jos,35992,195
u n p r n u,35538,135
sa l kc lar n alk sl,35154,285
v gala,34920,150
quarantine six words,34915,660
respect first lady,34875,315
pinamar,34674,30
sean payton,33754,180
al presidente lo apoyo,33162,240
Happy Thursday,33072,165
persona global album,33000,195
modiji bakwas band car,32084,120
doorawards,32004,600
ron johnson,31749,15
rd 08,31636,330
simulacro vital,31411,165
k n z b,31406,300
national newspaper,31173,60
united pandemics,30203,135
p nar fidan,29894,555
hikawa sayahina birthday 2020,29760,225
save workers,29325,75
,28706,45
saveworkers,28447,315
mulanand colourpop,28248,270
matteo 12,28135,195
Nirbhaya Case,28080,90
Juice broken plaque,27746,285
thejuanssirangplaka,27509,15
namigawadani night play,27238,15
festa lider,26786,360
alcaldes gobernadores,26493,15
bonner,26407,105
venezuela pueblo heroico,25910,270
bbbaelimina,25838,15
b b b elimina,25756,195
duque renuncie,25727,315
b b fight monsta x,25686,150
mocha uson,25641,225
hope aguirre,25499,45
feliz dia del padre,25145,495
stay home,24964,75
j c e n r g e r h w,24750,30
social distanacing,24443,540
,24352,150
shy,24352,60
,23930,120
survivor,23476,375
is in in is,23412,45
,23224,15
big online par,23218,360
encantadia,22983,210
not evdezamangec,22978,105
eduardo bananinha,22930,345
snap,22726,420
denise,22666,15
encantadia,22614,15
colombia en emergencia,22424,135
d d 100,21504,105
healthy static converting,21397,510
fight,21263,30
dr fauci,21258,30
ббцят,21217,210
debt repayment r,21209,180
next week,21176,15
lower,21071,255
konular kald rma nav ertele,20914,285
