tweet,weight,duration
h b dearest thala j h,4749230,690
n r bday fest begins,2880366,285
beyonc,992534,240
flynn,947415,420
insarin,750106,495
happy birthday rohit,703454,150
direita raiz e bolsonaro,681595,435
n b h e n nd win,553568,390
,540781,165
l v e j,499833,420
whindersson,473198,30
rishi kapoor,455749,480
direita raiz bolsonaro,371351,495
f vergonha nacional,322960,75
god kabir quran,270599,390
nicki,210504,60
0430 youth l,209574,240
handsome sukjin kim contest,202628,570
always happy b,180503,465
frozen,167453,390
novgorod,166232,120
k e e z,152306,255
savageremix,143160,120
respect b jin,143139,495
general flynn,140307,30
happy day,136535,315
islamic republic b b c,124691,270
say remix,124311,150
free fire cute b yx ohm fluke,123980,210
avianca,123967,60
balloon mask,118371,180
and n f l v eep,108104,165
h b dearest thala jl h,107467,45
18 March Finance Barrier,106348,195
heautifulharries,106246,585
riprishikapoor,106228,30
asks india,101378,240
j e n b e b,101211,225
infinite radio,100274,315
rezilsin c h p,94297,180
direita quer impeachment,90202,375
seokjin purple,88007,255
wonder wonder art,86979,570
b 19 joshvs justin,86890,75
29 abr,84311,15
assassins creed valhalla,83500,600
ask e and z,82884,15
,78137,300
,78017,270
dia del nino,76146,120
love n 400 k,76124,180
league,75829,150
raw manma,74239,240
uncle phil,73788,225
may,69585,240
rahul shows way,69250,420
children day,67774,330
,66137,165
road to kingdom,65891,165
compensation request,65063,300
r l yx war,64530,180
hirotaro shiga,64171,330
h b c u l,63461,465
altayl r yor madam g l yor,62856,45
joe biden joe biden,62371,285
Apr 30,60352,135
delhi police jawab,59804,240
j q u n e n r z e,59038,150
b love,58396,225
w e n n l v e,55595,345
six n e th anniversary,54578,285
All 19 joshvsjustin,54386,15
v gala 11,53064,150
maltepe cezaevinde neleroluyor,52243,120
maltepecezaevindeneleroluyor,50233,15
tropic thunder,50075,120
h e e,50029,435
,49851,210
w r h l n n k,49184,195
h n k u n g,48923,195
the eskiyacan,48771,90
ask g barr,48340,45
partner strong strong,46730,60
,46124,315
,44957,90
love always change,44674,180
in y e n,44656,390
new song good,44213,345
hercules,43956,180
ben shapiro,43608,255
united better,42669,240
u u e e c u l p,42476,150
michigan protest,42348,150
scar ch vez,42182,60
urashima sakata ship baton,41809,330
calcinha preta,41156,135
,40723,165
aqui na band,40444,195
ykstarihimedokunma,40276,105
update n dance break,40086,195
elsa,39731,300
chanyeol kingof huya v,39395,75
amaia,39203,315
