tweet,weight,duration
angel jennie day,1128195,495
light kim jenny happy birthday,947507,60
newborn x,891249,480
newborn x,886605,15
new born x,865469,75
master second look,796057,390
r u n,754191,435
dem debate,661520,525
weverse,514333,45
years spinning g,460581,450
erirang let walk together jongdae,408764,480
taekook,338570,105
,300705,45
jennie deserves better,297822,75
parnas,273671,375
certainly free,224228,345
america needs yang,215058,540
conquest of istanbul,207966,300
yovanovitch,189187,255
save,187113,585
love island,179147,45
democratic debate,165272,75
e x,156668,90
alwayswith e x,155381,315
hyde,140670,150
15 ene,133453,495
portfolio day,131395,240
make work,126111,180
vote b 19 th w,117241,165
crisis infinite earths,116267,525
carat vitamin seungwanah happy birthday,114001,75
dems affair ayatollahs,111720,300
tarragona,109187,60
har shah shahin bag,107768,360
vote l good x,102298,240
maddow,97280,135
happy sungjin day,93085,270
traitors sharm karo,89606,345
luke kuechly,87059,420
never warren,85099,660
connect bts berlin,84420,15
la isla de las tentaciones,84108,285
luke kuechly,82844,15
v e r h r,82184,120
forever g f r e n,81052,30
b otiful b oday,80122,390
c n n e c b b e r l n,79662,135
faith key hand,79231,165
klobuchar,78906,165
twilight wings,78011,285
one year huening kai,76975,240
army day,75942,645
taeyeon dear,74498,360
du un ev,72269,180
shiny girlfriend shiny th anniversary,70963,30
monsta x world tour 2020,69716,75
monstaxworldtour 2020,67363,30
women bernie,67071,315
corned beef,66964,330
u ambassador,66738,315
c n nis trash,65777,405
directo 15 e,64075,705
demi coming,63721,90
42 l l n,63615,75
happy makar sankranti,59777,315
vanessa hudgens,59160,60
Cf.,57732,15
happy e u n g k w n day,57506,60
your home is your destiny,57120,150
c h u u,57011,135
leanne,56611,30
pueblo heroico vencedor,51283,90
strawberry day,51159,345
happy pongal,50530,255
islam berjaya kembali,50104,240
,49175,330
feliz miercoles,47898,615
years g f r e n,46578,180
save capo every color,46331,285
b mez l ocuklar,43836,240
e e n,43657,60
h e x lneed chen e x,43033,90
alex cora,42934,255
already dying,42734,420
susan collins,41580,120
,41348,360
guess,39935,210
red,39563,120
qatar,38315,210
adult cream pie,38213,210
ezra miller,36972,270
p year 2019,36444,90
vincent apple,35594,210
tom steyer,35006,150
,34482,435
aaron hernandez,33913,600
heartache,33619,375
pete buttigieg,32931,165
naz hikmet,32497,435
,32282,30
n e c p n h,31383,15
robert hyde,31337,120
Jorge Ramos,31180,300
p g,30693,240
tonight,30112,195
water bomb thailand,30080,150
impeachment trial,30044,210
pi era culiao,29850,285
national hat day,29386,495
killer bride killer ghost,29072,180
pongal,28986,90
da c e,28961,210
justice prison,28960,60
ask performance needs,28756,135
,27090,255
rocky johnson,26390,90
snap,26141,315
,25887,825
red sox,25701,15
emre akbaba,25429,375
roma next conquest,25410,15
palmeiras,25043,120
kokkoro,24426,15
nies king drama,23871,345
welcome azad,23621,165
odell,22914,15
us,22646,435
vidal quebro b,22630,165
joe brady,22511,165
n e u n l,22382,15
nijigasaki,22188,180
left coup,21958,105
jeopardy g,21865,195
nationalhatday,21778,15
u n w l,21636,285
ninjaskin,21628,120
,21548,240
w g pit,21487,480
homma big v,21182,180
chappelle endorses are,20987,45
gallant,20980,405
Big leopard,20957,135
Juventus Udine,20900,255
ba bs kald r ls n,20895,315
c n nis garbage,20773,420
,20531,180
love iand,20132,75
donaldson,20070,270
view man,19427,555
ramo,19381,45
carsamba,19092,300
mayor pete,18986,255
happy seung kwan day,18772,15
ismael,18707,30
little mix brasil,18484,270
saudi arabia syria,18460,150
braves,17963,135
wikipedia,17818,600
e disbanded,17808,300
5816 kalks n kemalizm bitsin,17659,405
al ittihad olympic safi,17032,30
armed forces remembrance day,16911,450
sahipsiz eh,16565,165
beltran,16385,120
stupid questions introverts,16373,330
drew pearson,16354,360
lapupaeilsecchione,16216,165
bigil premiere sun v,16000,30
ninja skin,15893,150
mayor pete,15343,15
senator sanders,15329,105
twenty eight percent experience experienced,15316,300
tanaka,15284,30
al pin parental,15100,210
japan academy award,15073,90
ken jennings,14993,330
,14991,855
ken jennings,14903,15
penn state,14829,90
,14784,120
zul 88 eso,14651,150
al fahd almardasi,13717,165
shame kejriwal,13674,120
bundleofjoy,13388,420
,13231,75
nogizaka 46 n n,13199,195
r with j o h n,13044,225
etiqueta negra,12804,210
eso si calienta,12735,285
ziyahocamailemizikavu,12677,195
president elizabeth warren,12603,105
zul 88 eso,12587,15
brandon williams,12470,105
indo promoter,12459,90
one gesture,12442,15
qahtan ah camels,12434,165
,12335,120
,12268,75
c c awards,12163,240
,12079,60
inter cagliari,12065,45
fans,12046,15
great gatsby,12046,75
things know 18,11876,375
,11626,180
senator warren,11393,45
laura zapata,11248,150
devil blade character sort,11185,345
thanks vilanueva,10891,30
wonho unbeatable,10764,15
walls friday,10734,180
,10728,150
,10670,120
van jones,10294,165
first confirmation,10139,60
keep pounding,10058,240
