tweet,weight,duration
black lives matter,849010,330
j u n k e r r r b l l n w,804832,465
suriya bday festin 50 days,694404,195
cancel exams promote students,658941,210
john boyega,599487,255
justice for adama,596520,135
50,492882,165
white lives matter,402048,480
rosenstein,389816,210
anomymousbrasil,328973,615
anomymousbrasil,326914,15
father modern tamilnadu,310183,420
sandra bland,297431,195
esper,291100,240
deep knowlegde god kabir,289202,180
gala 12,286573,210
days left kabir prakat diwas,278870,120
blue lives matter,260529,165
,258130,150
keke,245283,420
candy st win,227911,375
chaco,220780,30
drew brees,215218,360
trina,214851,615
steve king,212876,450
ekki soi 31 x brightwin,192650,180
phone 11,191533,225
keith ellison,179766,45
assa traore,169011,30
dominicans,163029,675
blacklifematters,161380,135
manhattan bridge,149044,225
david dorn,145715,525
sutopuri th anniversary,139557,225
Emma Watson,130261,360
comments going bed x nuea rama,124275,15
happy fluke day 2020,123618,195
lincoln memorial,117597,240
ni una menos,117431,615
million tumcial,117394,255
find clues find way v,116441,180
real estate,116356,45
p qs,107565,315
alexandre e n u,105494,180
alexandre lied,102601,315
19 e,100994,135
takeobamalive,99388,285
madeleine mc cann,99198,270
e h g e x u l,99179,75
r p humanity,98455,585
tacha pepper,96189,120
n b,94396,195
tachathepepper,93920,15
melania,90983,195
olive garden,88382,30
nycprotests,86878,180
george w bush,86503,165
Mercy Away Hot Tatasi,84863,90
l police commission,83066,45
sa l k yatekkalemzaml maa,82763,150
french,82422,105
k z p onlineparty,82041,135
,81600,285
c n c e l n l e v 2020,81402,315
elephant,77925,480
old lao jik st sens,77830,45
cyclone nisarga,73620,150
total block,70249,390
full block,70120,105
toon comb handle,70062,105
,67823,150
saints,67056,150
anneyekalkanellerk r l,66810,600
mass testing p h,66656,15
evan peters,65417,210
masked,63666,300
porto,62033,75
logan paul,61852,435
p u,61327,180
,57197,60
harry potter,57181,135
david dorn,57115,45
cantwait,55550,315
I feel better at home,54725,345
ufotable,54519,345
channel j,53829,195
world bicycle day,53033,690
,52516,270
gokusen 2002 special edition,52469,330
j loonyo,52370,660
al corralito de pi era,52230,510
say nkoca binyet,52127,135
million love taytawan,51684,240
b b naija reunion,51682,75
contingency without violence,51611,255
p e f l n e x u l e,51191,255
,50199,180
support to the nation,48175,90
,47248,330
caio castro,46480,420
delete facebook,43896,285
caio castro,43747,15
revoke n dr kafeel,42827,15
,42584,165
I am l f e e,42469,360
Nazim Wismet Ran,42381,720
agust hot 100 76,42216,300
maddie,41916,150
,41015,615
khia,40685,345
justice barakat,40228,405
,40223,165
facha que veo facha que fancameo,39882,90
dia mundial de la bicicleta,39678,810
defend press freedom,39455,15
,38579,15
oh bye w n g,38329,135
blue lives matters,38324,15
dispatches,38056,165
vote g p,37986,270
feliz miercoles,37685,315
revoke n drkafeel,36506,75
reco 1134,35851,60
high school students,35317,75
giving love fake games e p 19,35155,120
,35112,300
,34810,15
tom cotton,34744,90
,33842,480
I want thieves prizes,33221,180
pilipinas,33036,75
jun,32901,90
asymptomatic,32378,135
,31995,150
sab yaad rakha jayega,31682,285
muhammed ali,31100,435
nacho vidal,30920,315
cyclone nisarg,30703,300
pigs,30342,15
bayonets,29881,15
pat robertson,29778,330
,29341,120
bisiklet ehrikony,28319,345
sncbailebakan biziduy,27182,30
,27046,15
h b father curruption,27044,285
villa crespo,26564,255
aprueben la dictadura,25680,135
remove china apps,24888,30
blackwater,24712,90
,24615,105
,24393,75
,24120,240
brown vinegar salt,24068,540
,23966,30
face general election,23303,165
gonzalo en r,23193,210
responsible edomex,23077,255
h e l l w r,23075,45
,23072,240
wednesdaymorning,23060,675
Jorge Jesus,22545,105
to racism,22438,15
,22262,735
evrim,22224,135
p e c,21965,15
,21665,30
w v,21608,165
livinho,21253,165
kemaliste itimehay,21030,420
save lumad schools,21026,30
cuidemos todos de todos,20731,105
June,20621,255
,20578,330
apple,20521,105
human dead,19933,45
keke palmer,19846,45
obama town hall,19709,90
lili reinhart,19648,30
brockton,18869,150
lili reinhart,18722,105
aycan,18687,210
benfica,18590,30
brockton,18526,15
edomex se queda en casa,18454,210
al sabban ejaculates women,18411,210
nogizaka 46 n n,18257,255
04,18211,45
,17897,645
dyckman,17874,105
n 10 to 10,17796,165
tvk b,17788,195
b r u r c,17718,150
hakk mveril,17655,225
,17540,105
one voice b c b n,17425,270
conte,17373,225
carsamba,17303,240
uribe es,17195,420
justice chutki,16860,225
,16686,180
md anacron pete,16655,90
,15939,315
lilly llez,15882,225
,15850,15
dami n alc zar,15845,45
john guk,15412,105
pubg oynama oynatt rma,15333,90
ata uni person specific graduation,15218,90
feenstra,15217,30
aborto es salud,15006,75
,15004,120
,14575,90
violet evergarden,14202,90
,14076,15
meb 2017 wants spouse excuse,14068,60
Ricardo Escobar,13915,225
b b n pepper dem reunion,13634,30
,13589,15
top chef,13433,165
diarrhea,13077,165
google play store,12973,285
pubgoynamaoynatt r,12731,690
,12669,240
vijay mallya,12590,255
malcolm jenkins,12517,60
j k,12511,195
corte persigue uribe,12467,60
erik prince,12454,15
v aca shore,12441,255
tokyo derby,12421,105
kpop understand unga unga,12026,180
mazatl n,12012,15
solving decree win,11911,90
b japanese debut th anniversary,11854,240
k l e e c h r r xclusive,11654,135
twitch apoia racista,11525,255
houstonprotest,11522,30
j p,11308,60
kpopstans,11305,15
,11119,105
,10833,45
michael thomas,10794,60
party chilensis jail,10692,135
whydidntireport,10470,225
r j,10290,375
troll ztrak,10269,225
aaron rodgers,10085,15
