tweet,weight,duration
14 years south india h pokiri,3236412,300
luan historia,1392753,330
thelma,978757,15
,669622,135
respect b v,630688,645
ux u g,464495,555
19 yrs classic h kushi,426481,300
b 19 e n p j u n,395317,390
yrs mighty baahubali,394175,15
emergency decree,390172,360
aim true worship,315546,135
ali erbasyanl zde ildir,299589,360
last dance,283835,330
happy birthday sachin,258060,15
tumcialcf,253578,285
pugliesi,244524,60
ali erbas is not alone,240730,750
lamb,228252,15
r,220842,390
letsbanwetmarkets,218327,135
rodman,201428,90
saffron,189331,450
chungha,173160,15
chungha,170687,315
nobel,164424,180
g e w,162361,150
u g b,159744,180
melts b l,155845,225
verify w z n w instagram,152910,240
urusee god artist,152427,585
I support Bolsonaro,137958,165
eagles,137543,15
cowboys,132226,15
buhari,129061,210
,128479,390
cb heralded meb forgot,126985,180
tabligi group,126131,405
h p p w n p l,124365,270
government heel,122423,30
way v beyond live,120258,105
raiders,115799,15
Jorge Javier,115285,375
conte,114604,150
sonia speak,114565,435
lysol,113802,15
shiseido ultimune xwin,110035,15
emicida,109906,225
emicide,109636,15
chest almost broke e p,102791,225
w l approved kiss 2020,102420,90
rodgers,102412,15
jefferson,100655,15
swift,97176,15
saints,96313,15
closed with bolsonaro,95152,585
paramedikpdcma dur,94342,180
I by by Jimin 100,94103,315
session,93874,210
dallas,93399,15
lesbian visibility day,91816,180
cudi,91165,15
sondheim 90 concert,90871,495
pistons,90718,150
,90307,210
e and z,90300,120
insecure h b,89228,420
taehyung deserves better,87870,135
mewgulf xwoodyfromhome,85307,75
eternal infinite leader kim sung gyu birthday congratulations,84188,300
h g r l,79692,240
quran,78594,255
paramedikpdcma dur,77438,15
stand arnab goswami,75365,180
senegal,74425,300
spring bloomed wonpilah happy birthday,73594,195
calmly,72994,120
country,72732,75
p kcalls shut cever,72392,105
oh,72256,195
Apr 27,71741,270
sold sold,70064,360
marcos,70021,105
bud one team live,68068,300
mondaythoughts,66689,360
key collaboration,65894,255
c v live live,64574,435
k and e z,64468,345
key collaboration,64309,15
n k and e,62300,165
jordan love,61831,15
е е р н,61793,135
broncos,60949,15
maia tem que cair,60397,195
anitta live for life,58227,285
anti hindu bhuri kaki,57102,255
Jeonghan,56796,105
sl manavukatlarg rev,56198,90
