tweet,weight,duration
ken shimura,2199775,480
manu,1788905,240
out prior,1574162,450
self portrait,1275116,60
babu,1160303,180
prior,1037346,15
l e l v e u h,902783,495
shimura,883148,480
fora manu,834179,105
Let the assembly evacuate,813292,285
get your hands on it,720078,360
dream coming,640013,810
gabigol,611173,525
comedian,496596,105
c v live live,410205,465
,386310,15
evacuation without discrimination,328485,135
bizbizeyeteriz,321472,285
team prior,318145,90
b 19 mission cebu f n l e,312422,690
benefits satsang,287210,390
bruna,280831,210
gshow,274186,105
yamiche,268012,150
,255387,15
u n g j e l 2020,248072,435
j u p,227974,135
junmyeon,225818,15
marquezine,221708,45
release asharamji bapu parole,219131,120
March 31 mass disinfectant,208839,15
fantalkwith win,205495,540
,202080,270
chapo,199873,480
mago,196534,75
ask sos,195639,120
happiness,191687,150
,186808,345
shock,183948,15
emergency conference,182088,240
team prior,180517,120
another 30,172797,285
knowledgeable online tickets,167398,60
national doctors day,162745,630
million hearts w n,162174,285
van gogh,154024,315
bright smile junhoe day,152914,435
telephone,149062,120
I had to,146480,525
f u r,145656,315
kismai,140151,165
adonis,136181,540
boninho,132462,225
mankatha,129827,270
sense crisis,127879,105
vota,126575,210
live lunchx gun,123120,255
evdekal evdekal,121866,60
mickey,121485,225
harry meghan,118524,30
governor koike,118433,105
kingdom pahlavi,117607,30
orban,116673,345
shimura animal garden,113627,195
emergency reporter meeting,109529,165
snow man,107178,165
benzema,104960,105
jorge e mateus,102713,315
urgent saudi arabia,101941,375
30 mar,98566,315
heart concerton f x,98406,390
,98067,90
iheartconcertonfox,92442,15
case 9217,90966,105
ajmer dargah money newal,88678,315
wish sky,88477,330
geanl z rdil,85175,525
Johnta,83052,315
Johnta,82136,15
reject civil emergency,79093,465
come,78765,45
pillow,78310,90
kinpuri,77619,30
hangyul dohyon unfamiliar,75319,255
love yamiche,74132,480
manu gavassi,73714,60
interview governor tokyo,72451,105
drakes,72298,375
april fool day,71203,375
hem ireli ihem irekonu,70819,60
hem ireli ihem irekonu,70486,15
retmenimisevindirmeb,70357,195
death person,70198,60
arashi,69561,30
,69372,345
entertainer,67670,15
,66903,300
kalbindekiku,66289,240
,66256,60
