tweet,weight,duration
parnas,1024477,255
fight x,799343,480
,492223,360
kim jong dae protect,480393,480
lev parnas,391811,30
smash,391167,135
k e x l n r e p r e e n e,379624,570
alwayswith e x,309584,285
ever,276912,540
f 91 st win,260106,435
barr,257355,225
Delicious Gyokukuro ps,240650,390
crescent altifaq,234508,465
,230321,15
l u c v n c f,218430,255
,197728,330
fire emblem,196825,435
nunes,192618,330
pahlavi represents iranians,186176,360
,185238,300
thank taehyung,185123,510
42 l l n,179303,240
john cena,171457,225
sakurai,167356,195
maddow,156009,420
maddow,153406,15
maddow,144531,60
mc sally,139413,435
v e r h r,120263,165
la isla de las tentaciones,117616,135
make pudding,117289,120
vote b 19 w,108626,360
great hanshin earthquake,105169,45
alwayswith chen,104246,15
odell,101945,450
fenghuaxueyue,99697,300
seduce someone four words,97233,870
votesb 19 onwma,94033,15
great hanshin awaji earthquake,92007,15
mets,90080,330
walls,89986,405
,81514,255
aaron hernandez,79752,525
b 19 l b x voting party,79462,15
,78384,375
directo 16 e,78043,825
great success face registration abolished,77923,255
susan collins,76228,255
h p p c h n,74665,75
year way v,74591,330
gesture enough,73646,60
e x ls take stance,73017,60
,71042,150
,69511,60
,69366,330
rocky johnson,68842,300
21,67296,165
good morning thursday,63600,135
,62677,180
cezaevinde nsanl k l yor,60722,270
smash direct,60088,120
cuphead,60048,300
16 ene,59195,210
altuve,59138,255
sakurai,56966,90
christopher tolkien,55486,360
koizumi hanagi birthday festival 2020,54007,255
beret,53971,225
velez,52913,60
Happy Thursday,52854,420
pre order,52345,120
stood Bernie,52097,510
meandurghost,50968,405
three houses,50158,165
killer bride ultimate attack,49924,240
lemon hall,49781,315
knew,48684,465
solarx kassy old song,48195,255
impeachment trial,47100,345
aysa,46615,135
e,45840,180
purple tour 2020,45283,240
show paper,45028,60
u c,44870,195
hyuna,43747,195
smash bra p,43321,45
maes,43206,45
welcome loona tothailand,43000,240
e w dynamite,42984,360
n e e rtheseries e p,42951,105
carat selca day,42402,345
j u g p e c h e,41894,30
k c n,41052,150
vs arashi,39930,15
,39648,315
great hanshin awaji earthquake,39615,180
left coup,39424,180
pence knew,39289,300
,38182,90
acne problems,37573,105
,36414,240
fire emblem,35981,45
c e p survey,35685,390
w e b e l n gin b k k,35389,60
national hat day,34873,90
peten hair,34838,15
,34438,120
asmpsg,31764,30
p g,31606,90
lev speaks,31481,330
,30772,15
years lay,28126,150
appreciate dragon day,27962,420
,27695,60
u f c 246,26736,180
w w e n x,25457,180
g p r,25262,315
wwenxt,24827,15
vision,23771,45
respect p,23733,330
bicycle ranger security,23720,135
,23665,195
,23594,195
,23032,210
,23019,15
h e,22992,120
,22961,15
pre orders,22821,195
mark kelly,22599,150
travel history,22561,15
president pelosi,22407,270
munwol,22367,15
u n w l,22318,135
stream rare,22237,180
f e character,22187,210
fe character,21864,15
genre people knowing chinese sentence,21717,435
fighter pass,21715,60
p j c k,21517,75
juve udinese,21329,60
,20274,165
peruzzi,20262,105
,19754,90
kasarani,19668,75
support jokowi clean b u n,19388,240
,18996,30
,18648,150
,18517,315
silk friends,18456,210
remain strong wonho,18147,30
,17530,210
kamera dari shopee,16910,405
,16299,105
banjo,16103,45
al pin parental,16023,45
get well soon,16018,375
,15940,75
Who are you aware of yourself,15729,300
enlascallesmandaelpueblo,15078,15
teague,15004,30
deep fried followers,15002,540
la melih la,14885,330
sanjay raut,14794,135
shaheen bagh truth,14375,195
in the streets the people rule,14134,165
thank dhoni,14002,45
,13916,75
gochi 21,13885,180
ark knights,13864,15
eso si calienta,13762,30
peruzzi,13455,15
,13371,135
tardelli,13358,225
fourth class,13288,90
listed,13205,105
kentman,13188,135
balance ton post,13187,120
brandon williams,12991,30
getwellsoonthe,12895,15
ббцят,12882,75
urge gave,12829,765
matrimonio igualitario,12612,150
fbi incezavak,12506,165
thursday alones,12487,255
nihat zdemir,12324,15
,12303,105
,12026,210
fiers,12012,75
,11937,30
face registration,11641,75
,11606,450
marry woman one stranger,11598,270
pineapple jubilate,11537,195
binary number,11484,90
biryolvar,11450,330
,11261,315
subaru kun,11216,150
keiji kenji,11214,165
corrin,11180,150
1975,11162,45
jeff teague,10942,195
woman forensic research,10862,165
aaron gordon,10847,180
,10652,330
fa ist c h p,10604,210
b 69,10540,15
b single today,10464,15
organspende,10416,330
wangzhuochengfminbkk,10396,15
andy park,10301,15
cyberpunk 2077,10287,375
,10246,165
marth,10235,135
anthony joshua,10222,15
anthony joshua,10131,135
gochi new member forecast,10114,135
