tweet,weight,duration
agust,2902756,30
g y,2660669,510
daechwita,2223377,15
pikachu,1076757,360
g u c n g,994660,300
bad blow,958933,30
rain,872417,675
b 19 e j u n e n p,780989,90
,648527,105
detective pikachu,552877,30
p e c kx little lady,484604,420
rain,473237,105
global live f,434213,360
,376927,225
n g c u l,318081,525
I support Bolsonaro,313655,240
e c h w u n w,303936,75
aint black,290548,510
year r c p mass victory,268657,165
miss,260288,300
bastard prayut,249042,240
great entertainment mum x muglov,241596,30
,229523,360
ford,225769,135
,223815,285
heleno ja ta na hora,220568,420
w e l v e u n l l,214875,780
more,211073,420
bolsonaro reelected,185594,75
koh lanta,181451,210
jinkook,181149,15
muslim saviours,181116,360
planecrash,175622,585
celso de mello,173374,375
more 18,171346,165
,152717,60
g u b c k,151320,15
shipper e p,143719,255
queremos mentiras,139730,45
savethedatefor k,137638,150
mouth,136223,420
maharashtra anti b j p,133020,435
detective pikachu,128749,690
erdo k syi erteler,122720,270
noacf,119243,855
all for impeachment,116101,75
without spoiler years,115517,375
saturday holidays,113982,555
e p,110470,60
l q,107989,390
rabies,107046,435
buono home,107046,420
,106315,75
gunna,104785,360
friday road show,102414,45
chromatica,99346,60
gabieuacreditoemvc,98445,555
davido,98197,15
c h c e h e c e r,97748,300
bin alawi tamer saudiia,94577,315
weintraub,93634,120
klobuchar,90133,270
epic alborth,88701,195
l v edas n v r,85438,75
army going jail party,85197,270
ek of c,84630,420
metamon,82101,45
battling prayer on the island,81847,180
Save Maharashtra,81302,315
parallel universe,79189,450
pomemekontenjan,78956,150
special friends,75133,150
hem ireninhakk n v,74763,255
jin jungkook,74209,75
crescent shawwal,74177,270
four gods one hundred years,74115,105
jerry sloan,72138,375
rain music video,71101,315
x is c,70560,15
c e h e c e r,67934,15
fushigidane,66735,15
regis,66103,15
vacation,65582,135
seal sanctuary,64882,210
super uribe,64837,585
22 may,64799,180
adelius,63913,15
v gala 14,62667,210
fall fall train team lisa,61478,240
edomex at red traffic light,60564,375
ezan k rm z izgimizdir,59811,300
joe biden racist,57641,270
and n e,57586,480
nice pride child,56721,195
globe,53436,180
r n live themask,53286,135
argona premium,52412,60
matarife la serie,51806,210
na nu mi n n g,50731,195
threat,50393,75
ferrugem,49611,450
national newspaper,47955,15
n u e 12 th w n,47739,165
b v p education,47312,285
dubbing,47126,15
g n,46238,30
even better at home,46219,90
charizard,45900,15
nijigasaki,45356,180
е е ф р е е,43232,30
kind of,43107,135
hourly response,42727,150
seungcheol,42398,60
damares,41832,90
banu zdemiryaln zde il,41763,525
evolution sexy zone,41409,120
station,40842,165
young,40372,75
tony montana,40370,15
august,40257,75
henry ford,40189,135
jamal khashoggi,40112,75
money low,39791,90
seungcheol,39587,165
jin jungkook,39351,15
years coup,38527,15
ya nhakikat,38479,300
admk sterlite murders,37386,120
canal 22,37210,105
inep,36985,105
p plane crash,36886,90
anitta inside the house,36682,225
ars x coco first collaboration,36553,210
g z e l l u e,36469,60
buy daechwita oni tunes,36087,45
vizcarra,36044,165
deserve safety,35995,150
beyblade r,35767,330
1975,35733,15
cole preston,35555,225
provocation on the island,34678,465
king eternal monarch,34290,255
name pika,34240,135
р е н е,34181,165
p r,34179,45
f f 14 free,33785,225
bonner,33591,75
hearts beside n e w w e e,33533,45
charlamagne,32920,135
b j l e,32769,135
c l e p r e n,32632,30
environment,32490,105
haikyu postponement,31971,195
education minister,31890,135
tuca,31797,225
biodiversity day,31560,465
,31467,255
new east st commemorative night,31420,15
sunday holiday,31239,120
andr felipe arias,30716,30
dojacatisoverparty,30448,120
barriyard,30280,15
scared daughter marzouqa,30156,300
maenarcisista,30145,210
cordobazo,30017,195
n r u b l e rd v n,29886,15
geckouga,29791,15
w h h e k n g,29389,90
n b katchup,28182,210
coco,28002,30
ricardo salles,27815,135
l v e n u n p p l,27801,90
mc loma,27786,420
porn live home,27692,210
q v documental,27668,120
mc loma,27605,15
congratulations second anniversary kimpuri debut,27560,240
lahore,27494,30
c loma,27427,15
victory almeria,27313,60
candy,27289,45
global friday service,27020,135
datena,26976,120
bubble tea e p,26474,15
Paulo Guedes,26026,90
games want play galleria,25922,420
b c r n u u b e,25394,150
hidetoshi nishijima,25330,15
keeping humanity alive,25296,75
dumb eva b,25211,60
editing restaurant special c,25178,60
retirement allowance 70 million,24613,210
con aborto te voto,24494,75
ramen babaa,24389,285
nice friday,24252,240
thiadan,24188,180
Mundialito in v hits,24179,30
w u n n,23889,60
kud mmetinba kent,23858,225
χρισεβανισισόβερπαρτύ,23737,450
ludmilla,23608,30
e u l g,23307,60
k sterlite murders,22937,60
The following is Oster,22762,435
project always,22742,105
beyblade asmr,21441,15
exposed floripa,21434,255
,20868,15
hunger games,20821,45
hertha,20650,180
super electromagnetic gun,20622,150
furkan will not come to provocation,20584,135
,20169,105
pineapple dictator,20131,120
release miley's new album,19635,240
memorial day weekend,19573,435
world goth day,19306,405
dlaminizuma,18897,405
moussa,18309,15
snow,18272,90
free quds,18057,210
bolsonaro acabou,17854,30
selda bagcan,17750,30
just as you are,17590,90
hired,17585,315
k album,17476,195
Eid al-Fitr,16894,75
thank jimin love,16726,150
ame f c e x,16403,210
dell supports dictatorship,16336,240
moro,16173,105
mour,16107,30
k e u n g n n v c l,15809,15
,15751,30
freequds,15473,30
k u n,15296,30
ken watanabe,15295,15
key glock,14991,90
uribe mate bolivar,14831,105
baseball dream,14824,270
chex,14671,330
loud,14484,315
u,13968,30
the adanadaprovokasyo,13949,15
migos,13811,90
de ferias jeri,13789,30
leven,13748,15
the last supper,13185,135
dr birx,13028,15
faziletdura ndaibbkumpa,12930,105
l oes todos,12884,75
fridaymorning,12820,330
booster,12745,15
globe news,12620,15
closing 2020,12605,165
pogo,12473,165
shonen club premium,12452,120
reproduction bubble,12313,135
ruhsa l mlaoyn game,12243,150
ftr technician forgotten with 86 points,12107,45
cremated,12079,210
,11947,60
boyz 900 day debut congratulations,11771,30
Eid,11653,300
soybean noodles,11612,30
prophet yellow night,11590,105
have a nice Friday,11521,135
brave man yoshihiko,11512,30
return work shawwal,11448,225
istandbygabbie,11323,105
drugz,11083,300
with exbrasil,11040,120
Augustus Hellenus,10551,45
Good Friday,10515,375
,10487,75
rye chip,10368,45
Jumat seru shopee,10339,255
tokyo,10326,60
h b,10274,180
happy birthday eve,10165,90
standby cages,10124,105
madrugz,10022,15
