tweet,weight,duration
ask shedy,576593,405
Ramadan,502910,345
,460318,390
Happy 23 april,458953,570
moro,448753,315
tell days,443386,45
,403070,345
atat rk,357675,120
Mayan national traitor,338795,390
kumiko okae,337722,450
l r p u,304164,135
solar spit,296378,180
chromatica,251153,195
sonia goons attack arnab,229953,375
support arnab goswami,220680,60
,212952,15
g g p n k,196690,465
p r r appreciation of the police,186897,15
,185116,195
Las Vegas,173696,285
wendy,157267,285
world book day,149070,885
Day of the book,145983,615
live joelma at home,144355,105
livejoelmaemcasa,142484,15
50,140595,150
manu gavassi,139909,30
texas chicken challenge,139038,180
happy birthday sachin,139013,570
,137689,705
Saint George,129488,225
there is a holiday at home,129274,615
thiaguinho,128255,420
children ask salman,126409,390
stiklal mar,121776,300
beautiful live at home,120971,405
actress,112207,165
"April 23, 2020",110945,450
21 to,110740,690
p p x ohm fluke,110653,120
g c u n w n,110625,225
voice,108918,285
kemp,107363,270
don't vote and,93466,180
bangladeshis love sid,93408,105
rd 13,92530,300
kyoong con,90323,255
arnab attacked,87306,240
e n f l v eep,86857,150
,85832,210
v gala 10,85022,150
,84380,15
antonia maino,82944,60
v b e l v e,82545,120
h e l e r e c e r e p e,78551,345
lula na cadeia,76438,360
tkabir serbest cami yasak,73017,405
draft day,72726,375
sanchez marchate ya,71673,210
taetae,71076,90
hos geldin ya sehri ramazan,70274,165
w e e,70103,165
children day,69107,45
,68329,225
x coming back,65434,360
k 1920,62562,15
,61864,165
23 abr,61181,195
bbrighvc,60904,195
augustus,60781,375
cuidemos todos de todos,60322,345
n c r e days,60119,165
,59263,330
redfield,56952,60
ya teki ocuklar,56664,180
upata,56261,120
cyril rama billion,56174,255
n l g r f,55166,15
st georges day,55041,465
l r e b u,54676,75
,53552,45
genilson,52976,135
,51169,195
k p den nce,48638,225
home time together,48371,240
saat 21 00,47295,45
st george,47239,135
w r w l n g b,46802,135
anderson cooper,46648,60
r e r e c e r e p e,45673,240
saur,45509,30
unibenvsunilag,45332,45
jorge,44339,420
itachi,43919,255
cai fora maia,43209,90
moscow mitch,42858,255
luthiers,42122,15
e x l e x,42065,105
sant jordi,41670,30
ra ga k k b,40234,210
lulanacadeia,39630,15
selamat berpuasa,38756,45
e e,38646,15
fightfor first stage g,38044,90
chipotle,37642,90
p k ehsas telethon,35973,330
w e n,35326,75
youre shy,35236,360
dr bright,35133,60
Happy Thursday,34908,300
dua lipa b b b,34537,180
hanamaru market,34504,165
,34433,180
deductive star,33786,255
sant jordi 2020,33650,180
ho geldin ya ehri ramazan,33598,330
sahur,33269,120
z c ox k n g n e l r e f r e h,33006,195
Lopez will be remembered,32190,285
,32016,165
abdu live,31406,210
p p ox ohm fluke,31194,15
ogum,30895,15
,30691,255
e w dynamite,30573,345
yemen countries goods,30543,30
sawityowit,30367,180
alex trebek,30249,45
eunwoo,30170,120
alich big boss,30122,330
clap carers,29984,15
mustafa kemal u r k,29800,105
12 mei,29587,105
23 de abril,29481,75
gabigol,29301,45
dia internacionaldel libro,29156,135
think fourth,29058,75
level,28924,210
yarg tay mustafa l yor,28676,225
fred godson,28549,75
soweto,28498,90
dumhdurum rd win,28449,165
n n,27945,90
free download,27739,360
dstv must fall,27622,675
dia mundial del libro,27610,165
fred godson,27325,15
seismic intensity,26686,120
heechul,26680,60
big night,26555,285
samantha sin,26550,90
mitch mc connell,26420,105
emergency aid,26269,495
end time message,25938,150
memory sleeping sang sik kang,25600,105
w w e n x,25469,255
,25444,15
kpopisoverparty,25305,555
Chavismo united by the homeland,24943,285
fatih tezcan,24634,315
,24453,120
red sox,23846,90
love doctors,23696,30
,23276,120
,22553,150
bloquea el paralelo,22521,270
n l h f u r c,22394,60
arnab goswami attacked,22377,15
,22201,120
happy tokoshi day,21694,105
Bam bam 11,21446,90
ana maria,21317,30
c w 39,21281,255
clap n h,21132,255
pelinportakal,21112,555
ellen pompeo,20583,105
rage,20355,285
maskchallenge,20156,195
e f u u l c e r,19983,75
ay ld z g klerde,19656,15
viviane ara jo,19594,255
full defense for squid,19544,225
super e n beyond live image,19401,195
v,19251,195
busan,19233,15
gusazu,19175,135
whole volume present,18891,270
answer luan,18861,150
,18749,210
married first sight,18653,330
Earth day,18377,15
atam,18261,30
bound dock,18256,90
rory,17906,270
valeixo,17823,45
n c c failed kano,17668,285
,17361,150
leia em casa,17347,555
anloga junction listening,16647,120
initial,16553,105
,16436,165
jonaslivestream,16025,180
