tweet,weight,duration
daniel,1032336,240
gyan ganga book,500871,345
marcela,496999,210
lazada womens festival h,456277,255
save,451726,495
,444571,30
l z w fx mew gulf,401590,225
separator goku e p,309506,405
neo zone u n w,296212,480
kaze chan fortune,269618,285
prova anjo,236655,480
somostodosgabrielmonteiro,217598,135
w h r uep,216371,330
til b 19 pepsi v,205032,585
eternal atake,199125,510
xepa,194651,150
pit mad,192929,60
,165794,225
r e martta sa l 50 bin atama,164464,255
jhen,162535,315
quartobranco,154525,225
n th win,150761,285
lil uzi,139520,270
spotify awards,137328,495
baby pluto,129309,360
43,128898,165
greys anatomy,123026,420
rtemarttasa l 50 binatama,120105,15
perfect 10 countdown,117811,105
,115606,255
ighalo,112276,150
p r r e f,112133,75
friends 19,105767,75
aunjai x bam bam,102938,420
,101249,345
curry,99642,300
taehyung tis coming,96907,495
,93302,45
c h l b,93051,450
erdo nyan nd,91746,120
,89443,165
station,82850,270
bailey,80955,315
prices,79382,150
thank elizabeth,79263,90
oh god it's friday,78990,120
w final answer,76376,45
u n rejects c,76166,285
,75989,120
I do not kendimiaffet,75562,345
milanfinalanswer,73381,15
,72324,195
x w,72181,105
god morning friday,71306,285
ateskes,70931,240
sit,70741,90
secret inspector group,67742,135
promised saviour,65807,75
,65551,555
love,64473,435
,62645,270
ilovemeoutnow,61497,15
,60685,255
friday thoughts,58335,225
athletic,56818,105
v gala,56417,255
last us,56379,15
g f,55061,15
rooney,53549,90
yesbankcrisis,53042,705
prova lider,51695,45
babu e prior,51453,345
hez,51274,390
,50181,75
ate kes,47875,195
r 15,47809,375
,47710,15
boycott geo,45545,300
bullying fandom,43963,135
z r n r,41717,120
el montaje del p n,39848,330
z r n j g,39342,15
granada,38849,135
provadol der,38615,90
hay rl cumalar,38218,450
Dangote,38149,420
,38075,225
izzie,37869,120
hourly response,37229,165
,36812,285
,35986,255
u h c n g,35445,330
Maguva Maguva,35225,15
murat rel,34092,210
j c e n p f w r,33818,75
nathaniel woods,33221,360
krista,32287,105
,32263,195
h r c b e l l e,31644,15
entity thank hamallah,31325,315
little club,31311,15
teambabu,30661,30
manu e gizelly,29437,180
c,29285,225
como hombre,29233,450
best actor award,28965,60
prior e babu,28900,45
timeline splash festival got,28192,180
dion waiters,28111,165
feliz viernes todos,27642,585
nemesis,27474,195
master chef,26725,210
waste high school girls,26101,210
enough amir sharqia,25827,195
shonda,25639,90
sik n e n n,25402,195
disney adapt percy jackson,25226,90
rand paul,25101,15
maddow,24509,120
koias,24422,105
kemalizmi silece iz,24299,210
feat b,23805,300
woody everyone,23728,45
,23388,45
,23093,555
kingdom,23054,60
ghost 60 k,22863,150
maddow,22824,15
madero,22695,285
u h l,22550,120
pyong e daniel,22128,30
pyong e daniel,22125,30
e r u n,22011,75
young alive,21740,60
wire,21732,150
nemesis,21568,15
binational,21048,285
,20412,705
bernie warren 2020,19997,180
dub nation,19849,105
gabener jual masker mahal,19738,285
coronvirusitalia,19393,120
la casa de papel,19332,75
,19330,570
ep,19231,90
babugabigolficou,18713,105
igot selcaday,18701,240
josman,18640,75
employee appreciation day,18632,765
,17990,195
draymond,17638,105
mari e flay,17609,90
,17539,180
steph curry,17367,15
,17153,90
,17076,75
,16551,210
,16495,30
asaichi,16368,195
captain hook,16299,285
,15785,60
manager causing student killed,15458,105
paran nkral,15277,285
blood type,15082,15
justice karev,15023,90
th anniversary sorafu,14898,150
w u g,14806,240
fiat,14448,60
,14434,135
geek girls,14407,105
cry,14406,60
coutinho,14404,90
hell 2020,14380,210
yes bank collapse,14300,300
perrie,14263,225
snrteailebknatananasesol,14047,15
k u,14036,135
copa del rey,14026,30
u z r p p e,13950,75
kaza,13551,60
silly watch,13145,270
side science,12949,195
dignity square,12887,30
neo zone prambors,12765,180
watchiloveme,12706,15
,12694,135
,12599,495
sn r e aile bkn atanana ses ol,12596,120
l l mourning,12543,45
manu e v h,12541,105
manu e vh,12537,15
yi itlereya arkenhak,12530,150
voice private institution victim,12506,90
watch love,12472,135
e r f c,12053,45
antony,12031,195
,11846,585
ken buck,11766,180
,11746,45
joakim noah,11667,135
mc coy tyner,11559,255
heinze,11499,315
paulo,11474,75
,11414,60
yi itlereya arkenhak,11283,15
gifts aggari healthy tools,11188,210
chrome heart tags,11126,90
international women day 2020,11122,555
out of hand,11065,135
day dream,10892,30
mr abe,10881,225
,10829,195
amiens,10811,90
zamalek al taraji,10741,180
christian nodal,10596,180
germain,10528,105
noughts crosses,10472,90
,10401,405
musical,10330,120
amiens,10255,15
k c n,10241,120
jumat berkah,10214,405
years airplane,10179,15
neo zone 530 k pre orders,10160,195
balance ton post,10103,75
ghanaindependence,10098,285
b b c n,10048,120
,10045,105
