tweet,weight,duration
anonymous,1410243,285
david mc atee,995648,330
martial law,604977,150
justice for adama,526785,375
st john,510392,270
nickelodeon,499291,225
anonymous,461785,195
black lives matter,437859,135
p r e 2020,433946,15
p l 2630 nao,418680,885
w e l v e u 3270,366653,465
p h p,359552,60
chest almost broken e p 13,343395,375
divine play god kabir,282294,255
rose garden,263762,90
kabirparameshwar ki lila,261717,180
cinema page xsave g,249033,270
photo op,248539,75
insurrection act,246473,315
good ki sen cemal canseven,240259,135
anderson cooper,234753,330
vazaram,232608,645
chaco,215283,375
mew gulfx workpointtoday,213992,15
bye bye india bharat,208217,495
mew gulfxworkpoint,206391,75
dionysus,198007,240
tokyo alert,187533,735
calminkirkland,187412,450
c h o p p e r st e b u,183518,225
u military,177447,195
story lovex yin war,176573,150
seth rogen,167782,285
,167582,510
adama traor,156017,15
love black army,155793,60
assa traore,154085,60
Missing Shehnaz,151721,225
anonymousbrasil,147650,345
p e r aas n e,140940,150
blackoutuesday,132771,15
lafayette park,119193,45
lea michele,117457,450
nd amendment,116877,195
days left kabir prakat diwas,115017,15
tacha unveils,112539,75
h b father corruption,112122,360
services al ahly decisions,105973,45
mayday,102077,270
blake lives matter,101211,15
peaceful murat yagci,98421,165
cowardin chief,90065,165
tom cotton,89733,45
bunker,88814,105
,88738,315
vmin,88444,30
justice mohsin,87031,225
mevl zta ses olun,85337,315
,85253,90
u,84690,585
coward chief,84211,15
olive garden,84137,60
anomymousbrasil,84036,330
iddete kar evrim yan nday z,83562,15
black live matters,79657,330
siwon,79607,300
baby blind sinbiya happy birthday,79384,30
father modern tamilnadu,78871,300
shining sin b day,78751,150
cumhurba kan nav erteler,78398,330
f n st win,77590,285
happy sinb day,77250,45
turn back time with k u n,76352,150
oppose governor omura recall,74194,150
justice james scurlock,73943,120
emma watson,71559,210
tacha pepper,71210,75
yalanter r,71090,105
show must paused,70144,120
h ctor su rez,69857,540
,69143,45
whyididntreport,67312,765
support abhijat mishra,66607,330
find clues find way v,66544,165
garupa student,64864,45
30 people tokyo,64528,180
support governor omura recall,62364,120
full block,62228,480
,61760,390
l balaji insults army,59896,255
giugno,57870,375
l police commission,57843,30
illa listen to us,57467,90
atuna mashour worthy,56961,300
harry potter,56648,105
fordham,56506,360
,56227,240
tahir hussain terrorist,55868,345
vote hate,52718,180
dream,52266,165
from nuys,50381,45
jun,49685,285
c n c e l n l e v 2020,49063,180
escape shame,48784,330
winston churchill,48751,210
canal j,48331,210
george w bush,46986,45
wendys party,46851,480
support to the nation,46385,330
evan peters,45939,180
dios es gay,45279,330
w w e raw,44222,255
г в е,43963,150
dickless rapist,43752,30
on of cam,43350,210
fishtown,42796,225
halsema,41774,15
wendys,41352,120
vox spain,41158,390
practice game,41136,345
deuce spade birthday 2020,40756,270
garpa fireworks festival,40178,195
choice,38251,195
majek fashek,37276,435
made topyek nku,37022,75
look I see look I fanc,36356,390
f r e h,36355,90
b b naija reunion,36315,150
george,35119,225
Happy Tuesday,34937,810
civil code,34907,60
,34299,330
love,34273,75
opfancam,33879,15
l p g petrol loot,33790,210
piktes kpss le atand,33358,135
vmin,33352,135
,33242,165
survivorekstra,32690,105
telangana formation day,32108,390
unpredictable tacha,31956,90
high school students,31622,210
bbnaijareunion,31549,15
coloursoul,31507,225
masterchef,31103,15
master chef,31082,225
mercy eke,30477,15
the black night is coming,29978,360
virgils,29802,285
jason whitlock,29131,240
save water future,29070,120
naya,29037,255
mendikbud dicari mahasiswa,28813,540
renciev,28387,195
l v e,28277,75
kemalizm stemiyorum,27915,495
pardo,27729,75
