tweet,weight,duration
16 th kom chad luek award,757942,270
little ghost,681656,495
one dream x,510336,465
onedreamwithtxt,479339,15
b w r l n n,425507,255
super tuesday,408300,495
k c lawardx mew gulf,403050,210
x start line,395144,15
dont stop oneits,337491,135
one relay wisdom stop anyone,336164,15
,325205,480
n hot 100,295259,60
nashville,265722,435
billboardrecalculate,256157,15
billboard recalculate,254099,360
vote bernie,241531,600
welcome back scoups,233551,510
n c 127 kick,216495,60
kick v teaser,212838,420
donna,201473,30
maine turns 25,192772,450
remember rd march 1924,183537,405
The way to live a life changing book,177997,270
ahmeti ya rkiye,171844,30
x anniversary,168488,30
ekki soi 31 x muglov,167754,165
chris matthews,156213,405
fora guilherme abusivo,154519,180
donna brazile,153887,375
veto 52 voto sim aberto,144388,600
tiago,144214,165
beto,139897,360
,139674,75
b 19 b b social top 10,133472,525
,133282,705
islamo phobic indian media,128081,300
c h e l v,112560,315
b 19 unity l b v,110672,330
inspires us,106770,405
,99792,435
shopeex mew gulf,98565,270
bachelor,94306,345
fall,93583,75
hero 100 x,92764,195
f f r,92742,45
outside guilherme,91619,390
ff r,91240,15
congratulations j debut,90661,330
kpss ncesisa l 50 binat game,87024,90
hardball,86447,15
choose warren,86244,405
veto 52 sim aberto,85294,30
god morning tuesday,84969,210
hello daniel,72275,60
w past forward,69846,15
,69266,60
b b b 20,66484,180
filteron h 100 u k 100,66092,60
fans,66078,360
p e r h made day,64532,105
l v e u j n,64257,420
,63937,480
sl g rses,63417,855
filter rule chart,62834,15
,62296,585
warren endorse bernie,62120,225
Islamic caliphate,61708,15
w h u r p l,61200,60
birthday nintendo switch,61188,435
naniwa boy,61043,120
Shoppe H2,60113,135
birlikteatlataca z,59777,15
kunikida hanamaru birthday festival 2020,58928,315
,58732,135
supertuesday 2020,54316,330
world wildlife day,53403,675
visible women,52869,315
Happy Tuesday,51979,405
birthday nintendo switch,51748,90
trickle legacy e p,51392,195
k c l awx r n,50937,30
to wash,50923,30
talca,50529,180
baby pluto,49717,165
love,48983,315
f cup,48752,90
fora pyong assediador,48743,210
time want,48435,300
happy birthday camila,47531,555
c h r c,47479,75
,44215,105
benfica,41262,195
,39915,585
dean pharm memories,39435,180
kepa,39118,30
mr heaven,38506,90
f cup,37267,30
rechazo tu violencia,36857,270
pechinoexpress,36684,135
100 mfor wonho,35923,15
respect gurus,35414,30
fed,35376,75
james lipton,35359,105
ken sato,34789,195
g graces,34357,270
j debut,33771,120
mar,33498,150
foto raf n bats n,33414,120
billy gilmour,32540,165
fabinho,32431,135
thank ensemble stars,32208,330
rakuten mobile,31716,360
gelsinhilafety k ls nkemalizm,31415,285
wonho hero,31081,255
hands,30946,270
l amica geniale,30510,165
tierra de nadie,30246,165
knicks,29732,150
whats app,29376,255
vote bernie,29268,240
maintenance day put ss,28948,240
ueki law,28935,105
,28270,105
liken part yakiniku,27888,435
close v e,27867,345
,26490,15
vote warren,26262,240
fora guilheme,26177,45
california primary,25892,285
know troubles,25804,105
tiago leifert,25645,15
modi twitter,25622,390
pete amy,25188,90
nashvillestrong,25153,225
aylin brave,24519,60
dolan,24298,165
reducing millions looks,24098,150
l qv q g,23992,495
g,23859,135
high chu,23569,15
women tell,23539,120
injured citizen,23401,195
k l daro lunes yle,22922,255
tricolor cat day,22758,300
fiesta th win,22659,210
,22590,15
we shit,21891,165
merapi,21339,210
barkley,21265,75
I love him stronger than ever,21243,255
mart 1924,21158,135
sv f b,21151,375
chelsea liverpool,21107,150
next sakata 11 th anniversary,20836,105
dried potato,20280,30
dolan,20235,15
p h kiss,20116,30
spacha 30 million,19976,90
,19770,90
gines,18882,105
michael moore,18811,225
catholic,18767,15
greece turkey borders,18600,60
love continue forever,18414,165
,18364,330
fora pyong lee,18076,45
blind love,17999,180
astonishing news,17894,135
alden loans,17551,105
ken sato,17395,15
subordination,17301,90
alesp,17235,15
safaerachallege,16867,450
yurina hirate,16501,75
e series,16332,450
ikta 117 ya,15973,480
amalia granata,15826,195
merapi,15807,165
chiya,15159,375
,14952,420
04 f c b,14854,225
helmet,14709,180
04 fcb,14354,15
hipnose,14325,165
randy orton,14321,240
hedgehog,13800,45
l 39,13650,210
haken dignity,13545,90
unlikely graduate,13275,480
pronunciamiento militar ahora,12986,75
beto rourke,12857,45
back hug,12853,150
n x h e r billion views congratulations,12680,90
housework want,12680,120
pyongmatou,12501,90
nhk jsclub,12324,60
sunchol,12198,75
v tzeira,12184,75
utacon,12160,75
mike dean,12089,15
yamagata shinkansen,12056,15
mike dean,12028,30
french toast,11726,420
hypnosis,11693,15
bouye,11666,180
voted,11653,210
leydelhieloalarifadelavion,11634,210
grand mosque mecca,11412,30
secret 10,11363,75
mari e flay,11199,15
world unknown matsuko,10805,135
steve kornacki,10772,195
lahore qalandars,10764,15
c h e u n g c h e l,10684,270
leydelhieloalarifadelavion,10643,15
voice blinds,10510,300
knicks,10502,15
macri es deuda,10371,120
robinhood,10176,30
,10001,210
