tweet,weight,duration
suleyman soylu,968085,150
b 19 easter n,900168,645
sid hearts united sid,779352,600
gusttavo lima,763677,465
dear,741143,165
supreme god christianity,725454,540
We do not accept tickets,455625,240
ne var cezaevinde,407278,180
minister,355329,165
risen,310059,645
live lunchx bright,266090,510
buteco bohemia em casa,261194,360
buteco em casa,250012,75
united asim squad,235919,300
leyman soylu,235379,90
,235026,165
clark sisters,220424,480
p e r n year,215703,15
matheus e kauan,210956,60
without you noble,189812,45
unidos com bolsonaro,182754,375
lets love rd win,168581,315
z neto e cristiano,157466,315
,156086,495
mew 21 x tik tok,150705,195
reis,149610,120
matheus e kauan em casa,148706,135
matheusekauanemcasa,147655,15
gusttavo,141985,15
ester exp sito,140229,435
president,137657,15
president,137094,75
easter,136512,315
buona pasqua,119062,495
kirin comes,115474,240
leri,115440,60
b 19 anyway,109644,225
,108779,345
nijigasaki,108283,270
fora doria,108162,150
Valor,104522,30
ele vive,98956,15
live turma,95138,30
livedoturma,94702,210
live ze netoe cristiano,91287,45
Banker is not police,88074,255
Andrea Bocelli,80314,360
nitiasa,79782,120
rkhalk polisininyan nda,76110,150
month sweet night,74857,255
niji sanji strongest mahjong player deciding match,74855,705
andressa,70472,285
fimdomundo,69930,15
andressa,69730,15
lifetime,67761,15
alemanha,67208,225
Sunday,66921,405
risen,66721,60
sakura flower award,62870,165
embaixador,60472,300
luisana,59173,330
national pet day,59084,75
fluke talk,58772,210
popular music,57701,30
barda priscila senna,57508,300
,55909,180
Hey hey y,55439,240
u n b r e a k a b l e,54912,165
survivior 2020,54766,330
stray kids online concert,54633,165
kamen rider zero one,54471,165
requested live,52789,315
daysto n b h e n,52444,150
cuarentena extendida,52345,105
the seninleyizsoyl,52211,15
monbebe selca day,50031,285
yuzupon angel shosei birthday festival,49030,45
,48632,255
c h n g w l f r e,48068,30
precure,47068,135
turma,46416,15
,44573,180
feliz domingo,44487,255
,44021,75
kak,43565,60
ambassador,43534,15
e x online concert,43215,195
blood hands hannity,42604,165
trust love,41847,180
dating 99,41821,225
e q u e c e u n l f r,41506,60
coming days,41429,255
still monbebe wonho,41193,270
los danieles,40856,360
record maker v,40367,15
dear president,40303,30
devlet netmek,40164,375
u h f n e e n g,39541,165
