tweet,weight,duration
bulletproof boy scouts,2450843,60
save,2335966,690
p f h e u l,2123939,45
b comeback 2020,1993669,480
filter,803679,420
nchallenge,700858,255
time,694783,390
inner child,662915,225
,575244,60
unit formation never give,541173,345
oneits never giveup x unit,537560,30
,518332,30
b,500756,165
e,439289,15
eternal,411233,105
c n n e c b,384195,120
bulletproof,368301,300
come prima,356696,180
n feat sia,356215,210
bo bie,303225,270
mahashivratri,289445,585
Mahashivratri,279586,15
c e b c k p e c l,278591,315
rip thailand,273168,180
,260755,225
l u e r h n b b,257902,330
cat day,254173,435
n e e r,238796,15
flay,219929,315
somos todos bolsonaro,206307,90
,173355,510
cat day,168661,45
n polri peduli alam,158888,195
u r e u l e,158044,375
baby brightx hisox gulf,156345,135
joseph,155018,45
streaming party n,152741,435
,144515,360
koh lanta,139420,225
spotifyx b,139273,105
to b 19 u,135776,435
coming,131745,195
nis coming,131404,135
w h r uep,128963,285
zero clock,126840,345
,120754,330
russians,116494,30
mid summer,115221,405
,114376,75
v gala,111045,300
p n g c r l c r e n,110782,255
love pet day,110190,90
I only loved you,109300,450
atiny selca day,100574,435
e p,89190,255
,88094,165
b 19 w nner sa w n radio,87521,135
b b b b 20,84282,360
21 feb,79673,510
rtemarttasa l 50 binonay,77330,210
h e h w l k e e,73706,45
w change heart,71518,30
quaden bayles,69749,420
direct 21 f,68138,675
happy carnivals 2020,65848,120
,64902,60
atakankayalar,63493,165
nijisanji japan tour,61709,210
welcome home peck palit,60187,240
b r n g h e p n n,59616,90
russian collusion,59384,435
,52150,150
b 19 pepsi cebu,50984,90
inner child v,50959,30
,50028,240
,49976,600
,49212,30
moon jin,49150,285
g f e l p e p r r n g,48843,45
cdn screen awards,48562,75
al ahly al fateh,48400,300
nice friday,47377,435
at r,47259,270
dia 15 pelo brasil,46341,90
,46277,240
j hop part,46001,255
j c e n v e r c r u z,45191,210
young boy,43732,120
enes bebek home,43277,240
hourly response,41632,210
gone wind,40328,495
e,39068,330
quaden,37809,135
because,37518,180
westandwith quaden,36842,120
development largest field saudi arabia,36720,330
today show,36688,90
friends reunion,36418,105
paul ryan,35478,270
,35231,30
mineiro,33593,75
dont yawn till dawn,32463,615
w e w e r e n l e v e n,31692,60
g e v e r c n c p l n,30113,270
ceren vessel,28885,480
411 press con 2020,28748,105
,28068,300
rashid majid kuwait,28014,360
p u r p l e u r e c e p e c,27209,90
bts n,27111,15
mother language day,26745,510
chairman yoshiro mori,26175,255
ruben neves,26131,75
cat day,26105,15
sit r,25370,60
bongkar mega korupsi,24401,375
irans n rlar kapat ls n,23993,675
introduce favorite anime boring way,23899,420
hector,23872,90
20 world cup,23598,75
consistent prime minister reply,23514,150
planet fitness,23311,135
yulimar rojas,23237,225
nets,22929,240
sheep,22725,225
brand,22652,30
premio lo nuestro,22231,240
malcolm x,22173,450
k kv p z,22129,480
c n n town hall,21878,45
stopbullying,21846,495
national women's strike,21285,435
h e c h r e,19998,30
c c 2020 final,19930,285
feel u n w,19840,345
koias,19721,75
feliz viernes todos,19447,555
olmos,19240,150
esther,19033,210
bbcqt,18892,210
,18861,270
westworld,18772,15
,18643,165
z e r,18325,150
w h e,18293,150
,18195,315
ncesevdiklerim,18107,180
Bhishma,18081,120
east enders,17975,165
l qv,17888,420
heartbreak weather watch,17801,120
ishikawa prefecture,17770,120
r 40,17496,45
nies gabener bodong,17318,315
europa league,17003,15
chiba yudai dropping smartphone,16867,195
markieff morris,16425,210
bato resign,16376,210
p h war love,16320,30
evacuation elif,16309,60
get banned but,16269,45
rarely use really like japanese,15780,450
u sv n,15626,375
n b,15552,30
mourning black fukuzou,15397,180
searched prefectures,15367,135
cat day,14871,30
monsta x number,14804,165
county huawei,14694,240
ishere,14596,45
h e n c e b r e k,14520,90
az,14439,120
money smart,14387,210
boy luv 700,14302,120
hagi,14087,45
national pet day,13831,390
sevmekg zeldir,13647,90
l w itkwil,13552,30
krack teaser,13542,60
otero,13243,240
f c l,13014,225
mommy divine,12942,285
nada,12608,270
ontedstrike,12518,375
lauren london,12397,30
jumat berkah,12378,465
nekomura,12217,30
stay,11987,30
sanshiro n n,11939,165
Kaduna vs canoe,11860,150
blood lust,11826,105
n u n f v r,11544,15
give us need,11378,165
richie ofarril pedophile,11363,360
,11319,135
stop second section,11216,105
b l l u,11216,195
l r,10963,90
ponce,10959,15
f c b c p,10890,255
kyrie irving,10825,45
russian interference,10599,15
david ortiz,10538,90
bed b kel iye hay r,10381,315
b b b p r e b c r g z e l l,10281,15
n,10265,75
e c l v 2020,10241,285
malik en direct,10151,135
malikendirect,10111,30
demonize,10091,135
