tweet,weight,duration
ordered go parliament,1450336,345
yt bring 67 back,1204069,570
toilet paper,948365,810
,732287,570
martyrdom,424697,600
,422514,75
oneits relay protest,420353,255
n st win,375718,360
stupid love,340729,435
mehmetci inyan nd,337886,150
sehitlerimizv is,326502,240
,282989,255
seri phisut,277062,210
disney,276548,390
tissue,261419,195
mehmet inyan nd,258166,330
bad bunny,258041,255
w h r uep,236274,345
get well soon j h,226892,210
thai,224837,90
recopa,208564,30
buying,205237,270
n global party,205230,465
,186083,255
vi 2020,170680,105
,170293,60
good day forward many,167681,450
physiological supplies,160560,435
al ahly victory,155669,60
separator goku e p,148786,315
c n g p n g,145509,195
maroon,144090,450
perfect 10 countdown,142858,75
save sunny,134339,240
friday,133660,345
w w e,131997,45
f c f r e p r r,131203,285
friends 19,129767,165
Mayan scammer,128454,570
e seri e buffalo,125159,60
stand rose,123691,585
candyman,123212,30
air x x,122716,660
andalusia,122096,360
scioli,122076,150
lil baby,116094,285
erdogan,113498,195
music bank,109860,15
harden,109711,315
goldberg,108743,285
Svagala,100412,30
v gala,99951,225
live love,97525,180
delhi riot truth,97175,465
turkey,95574,345
declaration emergency,94989,450
try sufferers,94316,435
provider,94154,30
jackpot canceled acting,92835,180
stop abe,92017,405
oil shock,91891,360
cesar 2020,91269,255
concert cancellation,91126,285
f l l n g u c v e,90424,465
erdogan,86577,345
bandori day,86312,135
c sar,83146,15
childcare burden school holidays,81636,195
cobra first look,80222,180
,77480,195
temporary closed,75387,195
tokyo incidents,74368,120
good morning friday,74024,150
crown program,73774,270
stock,72881,45
tube corrupt,71042,240
38 americans,70897,480
jordan peele,70690,60
super my london,69565,45
c h e g e f k e n e w,69549,180
yonayong e buffalo,69287,180
norm,69037,180
,68502,60
drug store,68392,45
United Thalapathi Vijay,67046,15
ministry education,66571,60
station,66065,285
directo 28 f,65268,525
sharp,63875,375
Lyon station,63853,270
United Thalapati,63842,105
univers,63359,240
support tahir hussain,63279,135
fally,62833,165
maroon,62711,15
terrorist tahir hussain,61615,225
seoul,61562,30
finance minister aso,61471,210
koh lanta,61412,135
snow man,59544,45
adam levine,57087,15
resignation,56530,300
world five swords,55666,195
Lyon station,55544,15
stock market crash 2020,53704,420
barry sanders,53510,345
28 feb,53284,255
altibok,52796,15
dlip,50882,360
cubillos,49257,285
station,49129,75
toy story,48576,345
h l q l g,48200,450
new pneumonia measures,47365,60
g herbo,45988,90
dream fix,44183,180
sengoku pot,44001,150
fortress,43141,315
olympiacos,43051,30
ehidimizv,42858,15
napkin,41925,180
from 2020 x peckx nuches,41626,105
andalucia day,41361,135
r l,41283,180
wuant,41128,105
go,41091,165
c h r c,40816,75
canceled canceled,39039,270
skinny,38155,345
n p c 2019,38139,210
ren,37761,375
j star exclusive contract termination,37675,30
skinny,37650,15
We hope suriyelileriiste,36899,495
drawingwhileblack,36304,75
tube deletes views,35558,90
kejriwal snake,34791,90
n k f 100,34377,150
un suspend real atul,33986,90
army good influence praise,33619,195
diaper,33554,30
morikawa,33340,360
friday thoughts,33337,60
ratcliffe,33120,60
fiend,33036,45
rose ball,32669,135
Kanhaiya Kumar,32504,315
hourly response,32504,150
corruption general abdulaziz,31742,285
amordemae,30449,15
Mother's love,30353,240
resident,30128,330
ruggs,29844,120
adam levin,29755,495
blessed friday,29422,165
l f c,28540,135
quinta glitter friday,28178,315
tube give us views,27953,60
ballroom x big luck room,27449,45
turkish soldiers,27142,135
coup d'etat,27134,90
inspection obstruction,25715,150
l k,25461,180
governor suzuki,25395,15
president idiot,25185,345
polanski,25152,30
critical role,25072,270
childcare burden temporary suspension school,24840,105
stay away people,24612,30
heartbreak weather watch,24186,330
p n g e x p u l,23410,345
k r,22831,15
koias,22661,75
ginakm alhawia bisar gift,22017,225
j r c,21760,330
tokyo district court,21698,90
loveisblindfinale,21692,420
laylow,21485,150
,21254,120
cry,20949,300
greys anatomy,20319,285
bray,19507,45
v h r,19143,555
perfect tour naucalpan,19063,135
new profile picture,19028,195
horodol karaoke,18853,225
available paid leave,18580,135
hatay valisi,18574,30
bercy,18201,30
snap,17840,450
u n b r u,17801,30
national science day,17784,360
n,17670,210
inevitable research,17531,75
sleep,17505,30
daniel e ivy,17254,120
drag queen l p g c,17145,165
el flaco,16968,15
stabfest,16874,225
,16671,60
another sky,16655,135
anittaemamordemae,16503,45
harassment lo prestige,16135,195
uzuki,16099,60
two pushing,15969,840
timal,15892,60
pak tsui,15871,255
bobby ryan,15717,270
anti bernie,15680,75
u e ldraw,15639,135
borolavirus,15622,135
lysol,15615,30
zamalek al taraji,15416,270
still playing,15362,210
,14756,75
benedict,14609,45
love k diamonds,14543,90
please k diamond,14310,15
blessed,14270,150
h and l and r and c and r and p e,14141,150
w e l v e j p r k,14092,45
enough amir harqia,14042,105
happy friday everyone,13988,210
boy cut,13984,30
greta thunberg,13703,90
Syria,13114,15
anitta em amor de e,13056,75
atsumori 2020,12983,300
going weekend,12880,30
Good Friday,12769,315
waste high school girls,12685,165
lying liar,12637,330
tanaka ongakudo adult l v e,12577,135
j f c,12544,120
europe purple,12527,105
grim notes,12397,135
thank prince east,12317,210
juntos por los privilegios,12252,150
uhurumustgo,12024,150
p zv l q,11990,210
n,11935,90
,11613,90
chelmico,11296,60
lizard squad,11223,15
,11071,75
super electromagnetic gun,11065,60
something hurts more 28 f,10991,15
super electromagnetic gun,10908,15
by gui,10901,45
my son,10893,225
k army,10751,15
case,10731,150
toipe,10638,240
algo duele 28 f,10542,75
,10372,150
