tweet,weight,duration
anonymous,3358445,750
b l c k l v e e r,1706609,225
sarkaru vaari paata,1613752,330
anonymous,1586481,420
epstein,1293936,225
love delivery festx mew gulf,1208161,195
hearts sidharth,997500,480
b l c k l v e e r,782659,510
n p,681903,300
h l p h month begins,613334,300
somos 57 l h e,567395,360
sindh rejects bogus domiciles,553504,495
resume guj recruits,538743,90
black lives matter,536782,195
free delivery swords,535121,165
launch america,482302,60
l 24 c nx w r,460477,135
u p e r j u n r beyond l i v e,458697,495
seattle,448686,225
love delivery festx bam bam,409968,180
paulista,367217,330
love win million,366663,330
,361047,345
52 cruelities god kabir,327076,150
x,305331,285
halsey,304175,240
george floyd protests,294704,525
fascist,291277,45
protests 2020,281478,510
doug,255437,30
somos 70 porcento,253801,195
Jus Chise,239189,705
,233483,375
beverly hills,231205,360
naomi campbell,225630,375
love delivery festx peck,225014,60
kabirparameshwar k sath 52 badmashi,223882,60
jake paul,214009,675
fairfax,188974,195
p l e e f e,187775,15
boy scout,186538,150
fairfax,182623,15
black mirror,179222,360
amlo vete ya,169910,195
,169159,420
op death eaters,161307,180
tinashe,158613,180
tenimyu home,157695,135
philly,156436,30
gavi es,153685,180
sancho,140905,255
chicagoprotest,140786,30
falcon,136810,105
power nana p r k home,135370,330
hi bonzx prompayy,132318,45
b simone,131137,450
e p 10,122834,150
fora bol onaro,117324,180
year cult n g k,117018,45
contrail,113375,390
mann ki baat,112180,285
salt lake city,109513,165
brasilia,108016,180
,107179,300
world tobacco day,106065,540
polisiminyan nd,105963,120
nashville,104340,270
pay room rent,102559,225
puricone r,101866,300
30 may,101777,75
,101065,105
w e b f e,100861,210
,99437,45
sa l kl rkiye,99167,405
let expose picture drew month,98870,450
kiss webfes,95877,15
abdyan,95768,270
proud boys,95626,135
alleged,87183,15
u n c e fx r n,85825,210
l l e g e,85758,60
l stays,83981,285
amlosequeda,83270,15
c h pli nasty screen,80930,255
black mirror,80735,15
bmx u n i c e f,80611,30
g n g h,79742,195
tory lanez,79400,150
mizuki nana,78750,45
l v e day,76198,300
million live one day broadcast day,75918,15
seattleprotest,75627,105
running woollim,75546,285
gasoline for the people,75132,30
g night,74147,60
raleigh,73585,105
find clues find way v,73533,150
b n r,73228,615
n b party,72952,480
mecliss nav ert,72749,90
tired,71423,555
los angeles protest,70065,135
,69602,90
santa monica,67293,105
da baoping,66371,45
thank darul uloom b,66283,240
phillyprotest,64265,75
lady of,61371,165
mineapolis,61282,45
tory lanez,61135,15
segredo na floresta,61087,255
nitiasa,60798,105
yugyeomx king mask singer,60380,45
crew dragon,59414,105
requested live,59160,240
n e k r c k,58798,285
hard carry 100 views,58288,195
c h p,57864,510
sunday theater 999,57415,240
free rota,56698,825
u f c vegas,56501,330
Jadon Sancho,54908,60
dallas protests,54834,30
e p 13,53553,15
failed bankers,52262,180
los angelesriots,52125,135
jimena,52081,120
mavi marmara 10 ya nda,50092,60
ukraine,49074,165
neglect,48973,15
n v dance party,47811,60
,46888,195
fred,46603,195
uyajola 99 sundays,46296,225
c n n trash,45784,255
atakan lion,45257,15
laprotest,45130,15
,44166,195
amillionlittlethings,44033,210
los angeles protests,44018,30
infectadura,42516,45
ku klux klan,42078,105
,41831,180
g l msebar,41673,15
ufcvegas,40874,15
,40711,60
31 may,40605,60
obelisco,40375,180
h e r h e r e,40313,120
lemon,40225,195
Germany,40202,90
voice becomes jewel,39649,540
live baile dennis,39354,600
w n,38601,30
stone language,38477,180
sara winter,38146,150
,38014,225
chicago protests,37355,60
j r smith,37217,45
feliz domingo,36568,705
pazar,36544,555
from umar,36168,150
cocukistismar youtube,35766,480
,34234,15
woodley,33743,330
b f e 2020,33587,285
candy authorized gun,33474,195
ganjoji mitsuri birthday 2020,32609,225
sunday thoughts,31991,390
at home it's better,31495,165
marcus thuram,31337,165
,31036,225
feel u kath niel,30861,225
james reid foridentity fest,30471,90
f r c e,30287,210
u c f e,30019,330
sunday bible expo,29585,180
,29457,15
we are 70 percent,29023,240
,28510,60
uribe les volvio ganar,28208,390
orucaruoba,27933,135
yearsof c l,27461,330
,27114,435
kid,26864,150
,26834,270
huntington beach,26720,60
will get you,26576,150
l l l v e and r,26502,105
recapture abductees,26252,120
Santa i,25872,75
prop sito de v,24929,165
,24921,30
cheesecake factory,24486,90
k e c h r,24402,60
jaylen brown,24271,60
marr,23729,15
bus car modi,23662,30
se agradece,23552,360
oru aruoba,23540,390
docking,23033,45
see hyugazaka,22995,195
,22929,105
hawkeye,22796,210
tego pun,22369,120
gasolina,22319,270
slimcase,22158,210
paderborn,22001,45
chodong 70 000 breakthrough,21548,195
I march for life,21095,15
south saudi arabia,21017,225
grove,20925,75
christo,20911,15
tobacco free youth,20741,390
survivor 2020,20741,120
w e l v e n g,20640,120
,20529,15
,20212,180
b n c n p p l n e,19970,45
country,19317,45
hello illahi,18806,60
black lives matter u k,18238,60
alphaville,18221,270
flight club,17704,180
angiemotshekga,17650,285
yeah,17444,480
Saros window kuma,17341,255
bilale anlat r gibi,17269,150
date family,17074,300
sadaf kanwal,16792,450
e l e v l u,16776,105
clint eastwood,16746,330
dilsinho,16697,120
precure,16495,90
f l g h c l u b,16430,15
kirk franklin,16395,75
world day without tobacco,16361,135
roller,16126,15
the fatal flight,15896,225
wide,15748,60
asbayraklar trabzonsporl,15635,255
c p b v b,15601,150
,15596,30
,15496,60
hachioji p cup,15477,195
,15258,555
sub voice,15172,15
hachioji p cup,15136,15
n b,15115,15
the picemiyet,15075,180
tell love,14917,315
worried,14627,210
,14515,180
muratmarketkapat ls n,14457,30
e r e 2020,14233,165
we are 70 percent,14164,15
itte q,14021,210
seismic intensity,13967,45
hardik pandya,13696,330
w inds,13636,300
feat x,13597,30
k j 15,13556,105
grand rapids,13489,60
fora weintraub,13481,60
somosos 70 porcento,13153,120
,13000,105
melrose,12968,90
games,12798,120
mute aggari sound,12760,270
ф р е в е п е г р,12725,30
ahilya devi holkar jayanti,12696,15
,12383,180
p p line masks,12321,315
democracia,12245,150
corner,12070,30
terror state turkey,11916,75
account zain b 44,11904,105
flat earth,11879,30
nd anniversary white,11592,120
nashville protest,11507,45
l g b qno tedio,11497,375
pittsburghprotest,11234,45
fascists will not pass,11214,30
keyaki cannot write,11188,90
,11130,180
No,10967,45
mesa central,10845,240
world no tobacco day,10758,30
thank lampe,10705,195
par,10651,45
happy pride month,10428,165
black lives matter,10413,75
tyron,10086,45
