tweet,weight,duration
vijay face kollywood,2833383,510
separator gupta e p 11,1821444,600
believe bam bam day,1218593,435
woody homex mew gulf,1082426,375
ykstarihinedokunma,748536,600
drake,622145,480
n b h e n rd win,548704,390
jennie,425295,360
koh lanta,412344,195
,369232,315
,321159,540
workers,299151,15
,269242,600
h b dearest tha ia j h,255448,120
all by bolsonaro,241070,525
of May,238192,375
f e,211853,615
nicki,202722,45
k h c n g,197997,555
always happy b,187499,60
books,180334,375
may day,177679,150
emek,170120,45
labour day,162350,615
mind,161207,120
dia del trabajador,160754,630
ric,154400,75
markmin,149149,270
ifema,148837,30
,148816,105
believe biden,142502,570
c h r b k r lx mew gulf,139765,195
mika,138551,270
live pride festival,137634,465
r e,133928,285
say r x,131808,390
del trabajo,126824,15
live calcinha preta,126547,300
live right,125734,255
almighty god bible,120021,75
boss falls asleep g,119697,150
say,115297,60
moussa,113876,15
alexandra,112840,15
yo soy de mayo,112164,90
mithila,111638,270
otro modelo es necesario,111204,15
sarawat,107723,15
heautifulharries,107630,30
may,106095,345
elon,99638,195
pain 1993,96767,345
1975,93596,300
flags flynn,91257,105
ykstarihimedokunma,89350,375
bartlett,88638,15
michigan protest,88269,225
dia del trabajo,87789,90
nce ahlak maneviyat,87294,210
we are here,85419,90
scar ch vez,84032,315
Children's Day,83624,105
casserole 30,83398,330
may day 2020,81996,390
capitol,79263,15
n 10 to 10,78716,135
friday,77956,360
,77075,165
claude,75288,15
lockdown,75065,495
solidarity day,74882,90
Matheus,74775,105
ba aramayacaks n z,74312,315
v gala 11,74297,195
parks rec,73121,435
stuck u,72768,330
live pri alcantara,72198,120
b kx n w r,71872,120
stuckwith u,71378,15
ep,70868,60
demons,69076,180
joe biden joe biden,68833,60
b j pwith terrorists,66733,330
peppa bricklayer,66294,450
bar atay,64523,390
askfandoms,62609,315
casserole against impunity,62352,15
tamagotchi,61529,300
happy new month,60348,420
g l e,59616,30
alex jones,58562,270
filipe right,58386,180
,58330,15
w h e r e n u g v,57200,345
huntington beach,56075,120
tropic thunder,55800,75
mi casa es mi plaza,53475,150
snoop dogg,53415,345
may day,53358,150
black panties,52966,30
ep 13,52725,150
avenida brasil,51671,105
hercules,51384,105
h e e,51186,30
yasas n may,50489,15
the eskiyacan,50332,30
emek dostu k parti,49980,375
,49896,315
modi best pm ever,49772,315
,49394,180
michigan terrorists,48702,90
losses,47953,225
q u r z e l h e r f k l n n,47839,225
white privilege,47449,315
nanbar ajith,46655,135
friday feeling,46523,255
goods sales,46511,255
q u e e n teasers,45690,210
live diante trono,44798,330
bn meets rofl,44735,300
long,44726,15
years g l e,44675,225
hehe,44411,60
long,44093,360
n b katch,44028,225
breaking dawn,43251,195
r e u r e p,42640,60
international workers day,42487,210
ayrton senna,42421,135
,41342,165
May,41247,510
jill scott,41101,240
mayis emekve dayanisma gunu,40890,90
protect park jisung,40175,405
dollar,39858,420
,39640,120
r e,38430,15
ermai 2020,38116,345
fire chris hayes,37997,45
loeycon,37732,60
live n 10 years,37672,405
damola,37617,315
obrigado guedes,37223,255
labour day 2020,37197,60
wyatt,36714,210
l e c n,36703,180
h g w,36278,435
is May,35559,135
cabe netflix,35338,15
all outside bolsonaro,34894,15
demokrasiyifel etme rg,34765,30
Maharashtra day,34725,480
,34663,150
pepita,34214,150
,33946,120
universal repentance,32971,105
number card,32942,225
e v e r w h b n g n,32934,75
workers day,32738,180
ramayan,32010,105
new drake,31985,135
amstel em casa,31657,195
con los tacos si,31559,150
chris evans,31546,150
afro series,31164,75
live da pabllo,30534,105
starting story,30196,60
thank warriors,29353,240
e c r n c g z e l l,29143,120
matheus e kauan em casa,28996,30
yo soy primero de mayo,28555,30
,28488,105
criminal narrative necessary,28485,165
x wait love,28058,120
ampiyontrabzonsp,27918,135
half,27535,480
oh remix,27522,180
kayleigh mc enany,27335,120
thank youwarriors,25948,15
ramazanda cezaevinde olmak,25659,30
desires,25614,120
colesprouseisoverparty,24682,390
,24670,210
,24663,150
interdepartmental,24652,90
huge,24002,120
urias,23628,75
still standing,23620,120
99,23580,285
twittervskpop,23489,285
phone 11,23453,255
2020,22982,240
,22170,195
defour,22154,45
decode,22152,15
jennie kim,22092,45
tokyo 165,22073,45
,22002,120
,21751,75
little club,21626,195
terri j r,21541,120
espa quiere trabajar,21438,105
,21271,60
cancel rent,21084,105
paulinha,20704,150
gdragon,20276,60
splashforce 50 k,20269,135
have a nice Friday,19053,45
reni,18780,225
p r e g u n l e l r g e l l,18705,240
love to do your part,18688,105
ch x brahma live,18593,195
r e u h p p n w,18554,60
21 de balkonlarday z,18511,255
turns man on platforms,18492,90
04,18447,60
coup,18290,270
vira homem,18189,240
friday motivation,18155,45
space jam,18056,120
n v mix show,17966,195
mental age understood triangle,17891,525
band,17516,60
mental health awareness month,17212,315
,17001,210
,16833,15
anderson cooper,16626,60
chx brahma live,16489,135
time flies,16416,30
nice friday,16400,120
h p l l ypresents,16101,390
jiyong,15794,60
chicago freestyle,15718,330
,15678,240
clap carers,15525,30
tony allen,15398,270
,15352,105
the worst opposition in the world,15237,165
liked men,15179,225
anadolueczac l kmagdur,15111,75
dark lane demo tapes,14887,45
people care about the people,14702,210
r k l n e e p e,14622,285
may st,14078,105
live b,13920,195
yasser al tuwaijri liwan madiver,13748,135
cashappinbio,13598,330
spitimetin anna,13566,165
dream love,13475,120
fatihtezcanyaln zde il,13468,390
jordan peele,13465,45
drizzy,13437,525
shin chan,13432,60
taku drink,13356,150
field health collapse,13354,120
,13156,45
fafner,13099,45
oh dance video,12890,150
fridaymorning,12848,195
junhuiya thanks singing,12828,225
,12772,60
minuman,12704,150
banprespedulirakyat,12622,15
aubrey,12567,135
live murilo huff,12498,75
morning joe,12413,30
little wine,12211,135
gotel,12210,15
kaede,12127,105
2020,12087,90
ya te humilles,12069,150
g r g n,11946,15
b l blessing,11694,225
loppi,11689,150
xoror,11652,150
capybara,11632,75
propagandalive,11552,135
station,11469,15
mozzy,11445,195
burna,11417,15
need two letters,11272,555
v,11173,60
,11154,285
hakl z kazanaca z,11149,45
toosie slide,11024,60
,10979,165
,10972,30
happy birthday anushka sharma,10933,105
ayrton senna,10932,435
skol na live da c p,10695,45
gujarat day,10671,210
c n n town hall,10552,180
live jonas itaipava,10551,210
v,10371,105
asaichi,10341,90
l n e new corona national survey,10320,225
pirates of the caribbean,10269,60
