tweet,weight,duration
n c 127 beyond l v e,873554,465
learn online,551181,360
nelly,433719,450
weaver,405488,225
Flamengo,394568,240
boyscout,386090,285
watermelon sugar,312308,555
,297805,270
bar yaz 1890 send,287413,90
devil author,286907,390
bank nirbhar bharat,271244,360
graduate together,267210,435
eurovision,249421,150
obama commencement 2020,230790,195
eri amazing chemistry,226481,75
928 days,212172,120
j h,203186,120
sailormoonredraw,199100,375
weavers,197098,120
,175934,285
industry mithila,167864,285
moa heart burned night,166071,90
e p,156741,180
may vijay fans foot,141154,75
kirin comes,139649,270
darling taeyang day,138274,315
f explodes,137156,75
fred willard,136546,270
mouse from america,133013,210
patriots with bolsonaro,131697,315
nice,128441,150
18 marta ifte bayram,127174,210
kismai w e b f e,118059,375
z neto,116047,285
energetic star shehnaaz,115084,135
ze grandson,114469,15
corinthians,113032,210
z n c brahma live,111129,90
f on fire,107465,105
light sun happy birthday,106420,45
together against l g b qphobia,104821,585
,103897,210
gabigol,102895,210
author sex,100667,225
,100002,360
u f c f l,98590,555
justice tamil genocide,97668,45
almond eye,96192,450
,95587,420
ramona,94507,240
g u n e g e n h,94315,75
rich know yet,94247,120
obama better everything,94056,360
j h r eand r e,93161,105
brahma live,91379,405
b g r e,90900,15
iamyourcustomertoo,87671,225
more,85949,405
marrone,85445,450
verzuz,83667,45
tini,82877,165
cristiano,82307,15
justice apurva,81504,390
este gobierno apesta,79324,15
taylankulaco luyaln zde il,78351,360
go joe,77406,225
milyonlar,76797,225
robo,76433,165
requested live,74357,270
eight st win,74353,300
gabi brandt,73874,30
sthe,73367,75
high school musical,72844,105
bayern,67779,195
n v dance party,67232,60
yunho,65401,195
Jiyo r Ean dr E,65399,15
segredo na floresta,62884,195
end ghost,59408,210
loveislove,57805,660
,57682,105
17 may,57489,180
italo marsili ministroda saude,56736,375
Come on Taylan,56412,210
high school musical,56200,255
r e u r e w r l n n,55866,300
harry styles,55862,165
everyday kath,55622,390
l g b ifobia,55598,390
dating 99,54771,225
adanada c h p zorbal,52601,45
lay zhang,52428,30
happy shunya day,52215,210
live da lexa,52160,90
carats world tour,51884,420
frontx peck palit,50526,120
g u b e g u e g u b,49611,75
is p of fla,48753,45
date was written once,48476,60
merit block,48178,210
n b n l,47947,30
,46875,150
harris,46774,15
waiting for x unit,44923,105
around world fluke,44233,15
nitiasa,43972,45
talk boun prem,43520,45
17 2000,43271,495
,43024,195
en casa es mejor,42146,420
eric trump,42091,45
,41893,120
Mansuravasistifa,41444,225
globo hack,41434,465
sundayvibes,40863,570
gift lay zhang,40740,180
v r n c u c r n,40440,330
global sunday service,40369,165
,40112,120
fong,39683,255
cute world,39678,255
connection honduras 13,38665,135
national trump twitter blackout,38176,165
patience wins,38144,15
amagi rinne birthday 2020,38076,135
homophobia,37845,210
Happy Sunday,37681,375
h b 2020,37553,390
pi era verguenza mundial,37388,255
,37064,150
Sunday,36239,435
skol na live ws sunset,36079,210
chito,35608,60
Paulo marine,35191,105
g l baro g l avukat,34814,60
emmanuel,34453,15
sonia,33308,15
played game year,32598,525
geceye bir bah eli foto raf,32469,255
protect kathryn cost,32422,60
widena show,32367,225
dia contrala l g b ifobia,32101,30
,32085,180
yks nusaybindede yap ls n,31708,255
gourmet detective,31231,180
,30391,150
nogizaka construction,30060,210
kevin gates,29600,405
aysa,29512,45
tarih bir kere yaz ld,29490,30
nurse khaled al hussaini,29368,270
free e c,29307,45
marr,29281,240
usher,28834,210
edomex te espera,28649,120
,28402,165
pozitif,28202,90
live life 298,28097,330
to akepeliolmakd,27974,390
n c r back,27742,240
,27490,150
