tweet,weight,duration
iowa,1510573,120
c ncer,996148,75
cure cancer true worship,680113,360
rush,554000,300
iowa caucuses,522306,510
My ideal sid,450676,360
,444693,330
,441791,300
h p p j u n g,439885,15
sanremo 2020,423334,270
buttigieg,421997,405
,421299,435
,348910,300
main bhi asim ki g f,330281,120
limbaugh,300429,135
magical miracle taehyun,284265,210
happy taehyun day,282668,90
,281776,225
pink mouth,266173,90
shadow,246872,105
twitter,221738,90
caucus yang,218037,75
iowa,205515,15
rush limbaugh,201533,75
,199854,375
oneits enroute new x,188001,15
wish bus tues b 19,180857,165
caucus,179746,15
world cancer day,178741,795
b 19 billboard mainstay,176914,495
u,167531,270
f patria digna,165299,330
oscarspartyx gulf,155355,225
snow white minju day,151916,285
bonadio,146626,480
,140616,90
bachelor,136232,420
la isla de las tentaciones,128459,135
des moines,113430,225
one e x,103996,315
mayor cheat,101843,675
iowa caucus disaster,101372,435
happy jung mo day,100091,60
air canada,97267,15
ubatta sa l k lavuz,96927,225
death note,95050,240
iowa caucas,93315,240
klobuchar,92082,135
direct s,89331,915
,86376,60
world cancer day,84672,285
kural na g,83800,540
big blowout,81669,90
,79780,300
keberagaman dan persatuan,79390,180
feb,69692,195
zendaya,69478,225
p ke terrorists,66403,345
,65719,195
tuesday thoughts,64685,960
resende,62739,240
b sx zach sang,61859,60
p e r x v e r e x p u l,61551,30
moonbyulx punch,61256,240
quality control,60918,165
iowans,59037,30
india shaheenbagh,59002,180
sodium chloride,58593,465
yikes n,56525,330
hoimi,56451,435
r e sx f l,54554,195
resxfla,54226,15
,54187,300
trumps guilty,52916,90
callum,51257,30
iowa democratic party,51120,180
calm sea,49632,150
n dvs p k,49585,705
dembele,49045,180
save,48756,210
feliz martes,47197,810
handmade eye drops,45490,285
abidal,45269,255
"Roos, throb",45000,30
new hampshire,43722,165
demb l,42285,135
school 2020,41601,15
nissy,41311,30
b ky zle,40129,105
invisible chains days,40053,90
world wizkid day,39936,300
,39853,270
g gift huling martes,39193,105
r p me,39088,555
coronaviruschina,38446,180
u 19 c w c,38060,30
ja morant,37578,270
,37290,15
canceled,37049,15
classic,36995,45
,36963,90
ceza ndirimi meclis yolunda,36676,60
love island,35616,330
blood type,35606,225
sushi type diagnosis expresses,35120,225
kashmir solidarity day,35078,165
,34211,150
ben carson,34201,270
we are with you obi,33949,30
,33445,195
shaughna,33250,45
iggy,32443,450
avenida brasil,32303,225
pro uni,32203,135
jos luis cuerda,31276,390
f r b n c,30767,90
c h e n,29930,45
wonderful 101,29766,60
president bernie sanders,29526,285
boycott stateof union,29467,300
u 2020,28579,105
robby mook,28051,240
n cis corrupt,27657,135
hold chopsticks,27554,420
state union,27390,30
sushi type diagnosis,27237,105
save spinning,26916,390
l v h r,26907,210
rtept,26846,135
dnciscorrupt,26787,15
fancamsareoverparty,26678,510
tammy,26516,15
rosa parks,26514,150
hi changkyun,26281,195
ss,25612,240
f cup,25607,90
p manifesto,24889,225
pedro bial,24645,150
ganbatte may ward,24397,60
iowa caucus 2020,24380,15
iowacaucus 2020,24220,30
,23034,195
acusacion constiticional,22985,300
,22794,30
jimena baron,22440,105
b j p dirty game,22352,75
mayor pete,22206,60
,22154,450
show,21988,165
kelsey,21822,45
chapel,21385,45
pepsi entry,20664,45
joker ancam penggugat banjir,20533,225
amy klobuchar,20421,90
and l v e,20181,60
v w b v b,19989,240
,19730,180
share photos father,19632,150
b,19529,30
chavez for now forever,19524,240
,19445,75
bernie,19254,135
bdatrio,19041,240
quantum reasonable,19025,360
nhk jsclub,18820,120
tuesday,18275,405
jos de abreu,17885,180
nina turner,17770,165
2020,17718,195
try,17342,30
,17327,285
dolan,17275,240
,17177,330
this,17068,105
w w e super card,17034,75
askfandoms,16775,150
l h e r c e l c g w n,16314,90
forapretix,16212,285
ram bel,16179,150
dantonio,15977,45
ched,15972,15
c e e,15598,30
soldado,15495,30
,15295,195
opposition lawmaker,15222,30
,15000,360
,14608,30
,14549,30
tom perez resign,14544,225
,14461,135
lama ikta,14431,330
,14238,150
,14198,150
,14175,300
leotta,13955,15
steve mills,13820,180
p c x,13745,195
10,13642,150
f c n p g,13523,225
priscilla,13410,30
judgement,13385,60
,13229,195
balan geral r j,13093,240
yang upgrades america,12955,30
morumbi,12698,255
f e c h c g z e l l,12676,45
,12621,30
rayane,12294,120
describe movie badly,12294,270
caon,12269,45
downhill road,12245,285
wiggins,12097,60
angie army te cancela,12030,240
sleep time,11868,450
b,11843,15
w h director,11839,60
tiago leifert,11819,75
n c rigged,11710,15
gamze z elik,11681,180
gerson,11578,135
jimmy butler,11537,105
ziya hcm ailemiz kan l yor,11239,75
reco 1134,11072,45
jornal nacional,11034,105
,10982,60
62,10939,15
manisa earthquake,10756,285
xis safe place,10717,30
mark dantonio,10588,210
one heart wonho,10585,135
bremen,10539,75
,10493,180
av e n g,10489,135
mahmood,10380,45
batalla colosal,10331,300
medal freedom,10215,30
f b pokal,10122,60
20,10100,15
emre bel zo lu yaln z de ildir,10098,90
