tweet,weight,duration
sutopuri audience live live streaming,1351188,720
w h r uep,713750,15
,674421,375
kanye west party,534791,720
0321 youth l,498266,345
,487305,285
endurance test,330415,150
Shaheenaz will be forgotten,305577,75
kenny rogers,279254,720
government heel,272001,285
taylor told truth,265508,225
spring definitely come,230102,45
discrimination prisoners,228092,15
stay home stop infection life,217500,405
f n music special program,208131,450
remembering the caliphate,207815,270
nhk rajira,198562,330
try sufferers,196127,150
room n god god photoline public summon,195252,525
cezaevleri mezar olmas n,193803,330
babylonia,184492,105
atiny selca day,179617,390
peter alexander,175959,45
heaven ha sungwoon happy birthday,172601,285
forcing curfew,166784,930
tokyo dome,166592,285
covid 2019 r,164620,30
happy wonjin day,155930,15
cuarentena en familia,154639,90
u n e h u r r c n e,146734,225
twenty years old spring ham wonjin happy birthday,145082,210
friends 19,143513,225
kismai n n p,142814,315
b 19 l i v e,142280,390
faith 500 k,141810,330
National Police Receipt 2020,138241,105
stay at home protect your hand,137398,60
itaewon class,135000,165
short,131241,60
f g ep,124760,30
quarantine l chile,119286,225
,111250,15
cash app friday,108996,270
anisama,107911,345
koh lanta,106189,165
inline,105713,45
solomon,103612,270
h c k,103502,165
soka ac kmayasa ilanedil,102376,555
case 670,101959,225
jeffree star approved,98150,285
wonho come back home,98124,225
jumper bound bail saves us,95003,210
mirackandili,94949,615
vaka 947,92991,240
n 15 th win,89910,255
trump meltdown,88106,375
thank president trump,86689,450
happy birthday bolsonaro,86419,735
,86258,180
15 thwin,86055,15
lock itu ajaran islam,84499,15
e n f l v eep,84238,150
dybala,80107,120
mandatory isolation,78994,60
fgo ep,78779,15
pego,74654,15
21 mar,73351,285
,72642,330
save day,68913,315
stay home stay safe,68752,300
dentsu project,68382,135
friendship,68164,105
thelminhalider,65639,465
dear chen,62191,165
containment day,61969,495
alligator,60441,165
lockdownpakistan,58851,720
mother day,58849,300
janta curfew march 22,58152,690
bandori raw day,57758,435
lorenzo sanz,56825,195
trump lies people die,55684,120
free call of duty,54920,210
world poetry day,54798,825
banks deferment premiums,53466,120
c promo,52771,60
gambler,52413,120
vice pandemias,51396,120
culpade pedro sanchez,50897,180
,50643,375
selca day,50569,30
culpadepedrosanchez,50014,15
yaygin test,48256,165
love thy neighbor,48130,180
talk toey,47857,15
,46976,75
oriana,46930,15
applaud your health,46319,45
lovethyneighbor,46155,180
claude,46070,30
vicepandemias,44813,195
world mothers day,44779,210
shameon twitter india,43759,105
yaygintest,43281,45
happy Saturday,40633,390
b 19 show break marathon,40318,285
r p kenny,39845,15
corona chain scare,39733,255
j u n k u,38032,210
prova anjo,37948,240
conte,37945,75
steven universe future,37891,315
thank kiss,37735,15
