tweet,weight,duration
korat shooting,5013457,555
c u u b l l 74,1447612,525
vindman,1118427,405
dem debate,590690,525
fly saitama,519850,495
inspiration asim,314407,150
fenerbah e,292638,60
savekorat,287180,75
h p p j h n n,287084,330
p notebook x distortion report apple,243888,360
100 days fighting wonho,234171,495
kadiricinadalet,205669,780
sondland,200813,240
e is zin seoul,200584,510
b b b b 2000,189162,495
p note apologize x,185735,30
joy jungkook,184192,75
maine ruru p k,179135,435
ateezinseoul,173905,15
100 days jinado opposition,163965,30
b 19 korea e,155933,465
b 19 pepsi taste challenge,141935,120
stay selca day,138977,435
save thailand,123495,30
u r l,120222,435
penalt,102808,150
u w aep 14,101665,195
delhi election,98870,525
may god twenty,98786,195
,97044,240
kang daniel 200 days debut congratulations,95622,195
g c k,88334,150
hidden shadow love ep 14,87402,240
nhk rajira,86607,180
kaka,86238,165
bill new,85944,285
achille,85638,15
purple heart,82767,120
vote bjp co,82441,285
,81843,105
petes billionaires,81755,180
benfica,76187,90
x f l,71401,195
ali ko,70305,225
antarctica,69071,75
direct s,68504,450
orange face,68172,540
f g ep,67461,75
may ward lays p h,67393,270
saitama citizen,62339,210
mit zt rk,60379,330
Brazil Avenue,60157,60
amy klobuchar,59061,285
authentication,57429,570
Sweep the vote,53524,405
democraticdebate,50699,45
,49786,285
la pa pa pam,49575,345
yikes,48709,150
saturday thoughts,48519,330
sb 19 atkoreatte,46754,15
g u r l para sa taal,46424,195
Delhi by voting,45191,60
bugo,43487,300
bugo,42652,15
b b b,40488,420
exit polls,40258,375
,37650,225
our 10,37648,330
tom steyer,36754,240
damat stifa,36569,285
maineruruonmpk,36300,15
shiduri,36165,180
heroaca,35798,135
coffee photos,35448,525
kath nielx king queen pepsi p h,35448,150
k z u n l c kin,35264,195
x f l 2020,35108,300
fora daniel,34973,390
james carville,34882,105
happy Saturday,34717,585
south bend,34561,90
get out of chemism,33183,630
b b b,33051,90
friday night massacre,32820,300
smack,32339,345
twitter,32096,15
guilty kiss,31886,270
,31479,15
caturday,29892,315
exit poll,29828,120
,29793,120
saitama prefecture,28926,30
emre,28444,270
dragons,28207,30
bernie president,28129,330
twitterdown,27600,60
happy birthday cat,27441,360
hill v,27413,255
marinos,27403,165
Saturday,27386,540
voice teens,27347,240
f bv l,27224,375
ask lauren,26988,120
saturday morning,26598,195
,24939,45
elodie,24914,45
,24566,165
skzunlockinmia,23164,15
,22987,315
getafe,22681,195
leverkusen,22517,195
,22123,315
leverkusen,22030,15
khaled al faisal,21968,150
conviasa,21875,30
diodato,21732,60
c v,21680,135
j f 20,21636,105
,21206,270
,21185,150
delhi modi,21120,15
entrance examination,21068,195
ersun yanal,21040,105
p k,20980,285
gilkiss,20577,45
snowing,20514,585
night,20491,270
,20180,270
old net term quiz,20149,390
ferro,20038,30
,19901,75
verona juve,19837,135
kamal khill gaya delhi,19586,225
fall,19521,45
mc loma,19498,180
kismai n n p,19254,180
,19240,15
f c,19118,255
psikolojimizbozuldu nk,18880,180
the comeshome,18725,375
b 04 b v b,18689,315
Eye cutlet,18631,135
u f c 247,18507,30
seung woo suk,18005,15
chris matthews,17808,180
temptations b,17437,165
,17361,45
invest which,17174,135
support jokowi eradicate,17103,330
ligden,16979,30
fenerbahce,16854,165
goldberg,16762,120
alanya,16679,105
orson bean,16659,45
meanonthefloor,16575,45
b sin brazil 2020,16397,30
saturday vibes,16291,180
n c k,16259,255
devlet tak trabzonspor,16088,360
r ev w l,15986,330
irevwal,15796,15
wattpad tem,15727,90
aus decides,15520,300
,15239,150
,15140,195
j u n c b b u,15140,150
,14930,150
,14900,45
lufc,14845,240
may slar bizimdir,14799,270
kasukabe,14726,135
w l 2020,14647,105
saitama pose,14606,45
yusuke iseya,14562,15
,14551,240
,14477,135
vissel,14462,15
guiltykiss,14348,15
c ov e n g,14345,330
sarri,14296,105
spirit awards,14271,120
,14061,30
love football,13717,15
rare collection,13645,15
bob knight,13605,180
cem karaca,13479,435
ask meek,13349,75
,13145,45
kento shiozawa,13133,240
melfest,13119,15
melfest,13059,165
annp,13059,15
n k r,13017,150
l l h b e l n z v e r n,12935,120
c,12811,165
tcms,12713,15
askmeek,12614,60
let yang speak,12592,210
cardale jones,12441,285
vidbir 2020,12386,255
parasitic guedes,12313,270
fenerbah e ye,12257,15
e v e c r,12229,270
annkw,12204,150
five choices want told,12164,525
,12080,120
malamminggu,11849,300
k c,11816,90
,11752,90
u n p e l b,11725,45
coming party,11719,105
favorite girl drink,11536,435
game precedent,11333,255
final series of the caribbean in v e,11257,300
b j kv g f k,11209,195
zoey 101,11088,90
bugo,11039,180
,10976,30
semih zsoy,10797,60
democrats 2020,10511,150
cristina en cuba,10288,120
coach sarah team l,10235,30
purdue,10198,15
