tweet,weight,duration
asi manshi debut,757296,405
19,385740,360
see,342143,465
canakkale gecilmez,313851,30
anakkale ge ilmez,307590,660
bleach,278736,300
vanessa hudgens,254734,270
oprah,229700,465
national quarantine,226922,240
sakura blossom day,199626,360
preventif cegah covid 19,198703,75
ohm fluke forever,179410,285
sa l k personeli eksik al art,178880,210
b l e c h,177962,120
corona virus challenge,175015,330
,163609,15
panela,161308,135
e p tonight,147354,195
pad pro,145310,435
birlikte yenece iz,143404,720
taken seriously,141924,195
kevin during,140128,270
b 19 l v e j u n,138814,525
sharpay,129622,165
temptbewithmetonight,127153,15
bucs,119294,270
vico sotto,118694,450
paiz,103264,120
c h u r r p r r,101144,180
hwasa got physical,99199,360
confinementjour,94810,645
trump lied people died,94077,285
rivers,92899,30
soka ac kmayasa sart,92819,435
18 mar,87281,270
hello crown,86921,240
g r,84737,15
n 13 th win,84147,240
p n g l e e n u u b e,81969,210
,81707,375
buccaneers,81588,105
fora pyong lee,81580,285
case 191,79608,225
pop,78076,120
trump pandemic,76536,240
fica pyong lee,76304,105
pasig,74869,345
china lied people died,73108,300
tampa bay,71591,255
virus chino,71194,75
,70812,150
outside bolsonaros,69614,375
covid 19 u k,67687,375
joga joga,67283,15
j g j g,67253,240
jared leto,66476,45
comunidade hippie,65619,105
u h r c h v e 19,65591,195
,64891,420
suhoarchive 19,64357,15
wednesday wisdom,63614,285
c v 19 south africa,63373,75
panelaco contra esquerda,62521,240
ek atama takvimi gelsin,60341,225
miss u mew gulf,58131,165
amancio ortega,57871,210
gary neville,57454,300
teambabu,56838,165
tek htimal zafer,56640,105
asian americans,56407,225
dua x hwasa physical,55143,30
vaka 98,54895,105
defense production act,53988,105
w l meet j e b,53921,90
cierre total,53756,405
b 19 b b social top 12,53415,195
foles,52807,330
g zide sofi,52776,15
,51867,405
mayor vico,50366,105
respect 57 million voters,49237,495
corona avmde,48936,420
,48819,285
respect president,48558,180
shaheenbagh corona threat,48155,60
sb 19 bbsocialtop 12,47773,15
harry potter,47261,120
,46848,105
,46748,675
kung flu,46095,225
,46024,30
stay safe stay home,46022,525
edomex,45378,180
favela,43851,15
feliz miercoles,42968,345
winston,42218,120
pechinoexpress,41449,150
c v 2019 india,41325,105
asian americans,41065,15
the right one,39435,105
dear bernie,39351,345
,39278,135
,39276,105
stay at home,39118,15
c v 19 chile,39043,180
acabou bolsonaro,38902,435
lady babosa,38566,450
banks initiative,37531,270
c v 2019 chile,37182,210
play station,36851,420
f p r v c e g u,36718,60
48,36674,135
,36529,45
duque inepto,36478,315
mandetta,36401,30
set homes,36084,285
stay at home,35662,135
rand paul,35424,330
u j u n g k k,35408,285
jameis,35165,105
,34700,120
j k,33997,135
roger mayweather,33771,30
magic keyboard,33184,150
corvid 19 uk,32769,75
se babu,32597,30
j k,32368,600
tim maia,32247,120
j u h e,31834,60
cumhurba kan erdo dan,31693,300
karantinaalenenihlal,31651,45
drop bernie,31361,285
p n g e l n,31034,75
turkisin tedavisi,30782,435
edomex prevencion,30418,45
voltapyong,30128,315
kita jaga kita,29482,165
mac book air,28473,225
earthquake,28440,360
fox news lies,28270,135
ron johnson,28233,75
catastrophe status,28101,75
cuba salva,27290,225
,26875,225
,26844,180
no man's land,26775,150
nick foles,26411,45
,26405,30
c l u b w e r,25953,360
aibou,25814,270
mark cerny,25122,165
merkel,25048,135
cacerolada,24933,225
davi alcolumbre,24855,150
v r n c u p n g,24750,120
randall,24719,15
h ecoming,24408,150
mayors governors,24298,75
v da thelma,24132,210
history maker taehyung,24080,195
trumpliedpeopledied,23895,15
gochiusa rd period,23555,210
coronadebat,23309,45
,22625,630
salt lake city,22367,75
,21082,105
glastonbury,21071,30
us,20835,375
purple bangtan,20613,300
w c k,20590,255
adnet,20475,15
ilk l,20339,90
,19643,105
adnet,19606,105
bersatu cekal corona,19500,270
estado de catastrofe,19285,45
I support the president,19148,315
,19071,165
bolsonaro nao emais presidente,19040,15
,19009,150
bu akas yok,18922,270
,18477,15
33,18115,90
final exam tests tu,18010,150
wednesday thoughts,17933,450
,17891,165
,17549,360
kathy,17467,150
b e v e n c e u,17147,105
the last one,16963,15
life drill,16929,120
a levels 2020,16735,195
,16583,90
18 mart,16495,15
kalbimiz c e h nda,16474,210
,16316,90
b r n g w l,16009,735
amanda bynes,15965,225
dumb animal crossing g e,15912,345
macbook air,15693,15
home booking,15665,180
,15656,135
evde kal turkiye,15531,90
viva el rey,15391,90
schoolclosuresuk,15320,315
memudoanimalcrossinggame,15243,15
,15052,180
,14962,180
,14846,150
lipinski,14833,120
marie newman,14798,60
j k,14794,30
minakami,14576,30
londonlockdown,14575,150
2020 primaries,14565,285
p qs,14565,105
,14551,60
jobs,14504,345
c n f n e e n j u r,14483,60
pinar fidan,14438,150
p reveal,14370,210
,14352,150
,14347,375
happymotion,14324,15
50,14010,240
u n p r n u,13993,15
pyong chutou babu,13963,90
en cuarentena los mexicanos,13948,195
,13832,90
,13731,30
e l g j g j g,13656,15
feliz mi rcoles,13440,150
californialockdown,13419,330
46 n n,13317,195
,12917,90
g c it,12813,120
protect everyone,12760,195
g u b e g u e g u b,12610,15
chris harris,12594,105
people vs pelosi,12334,45
vir nedeniyle kapal z,12296,210
arimura kajun,12215,60
,12195,75
vaprocuraroquefazersenhora,12177,60
rafa 59,12141,60
mike evans,11687,120
eurovision 2020,11638,300
one million love treasure,11058,135
panelaco 18,11043,15
en casa por todos,11013,150
sonzemheri,10663,150
outside babu woman is not menu,10652,90
n c lockdown,10649,120
h c k,10619,210
eastenders,10403,75
Colombia in emergency,10244,120
chris godwin,10143,45
fora pyong danielsaidepois,10037,60
estadode catastrofe,10018,120
