tweet,weight,duration
chen,2749105,525
power asim,2011091,345
young days,1773497,450
power sid,1536696,480
happy kai day,785653,15
c n n e c b,740971,285
happiness k,728081,465
2020 k,688061,15
oscar,610124,285
chiefs,556676,30
,491590,165
bring back n e w s,486735,450
bring back news,471478,15
new adult,434344,375
new x completion,433031,45
yunha namjunui seoljungmae,377883,405
oscar noms,375415,345
,369115,15
valverde,355462,105
texans,348334,225
love island,342006,285
gala,332857,285
packers,317469,105
remember 1453,303053,390
pleaded,292045,285
joker,280385,225
oscars,267094,45
nancy pelosi fake news,263877,615
,218089,90
seahawks,208604,255
academy,205232,330
support,194548,255
parasite,191355,195
language eruption 2020,186297,720
lets make,184039,285
day six pretty 1073 days miracle,181490,255
democracia,172012,60
critics choice,170057,450
criticschoice,168960,15
astros,166767,285
highflying x oneit,163431,195
best picture,158301,315
us jongdae,157487,285
setien,153279,330
and x l,153078,150
return of caliphate,149148,60
salam shaheen bag,148316,465
thank big hit,138597,450
mahomes,136555,150
go pack go,135059,390
houston,126891,180
monday motivation,123732,375
jongdae kim,123437,360
morbius,122572,135
Madrid's aura,122533,180
adult day,120824,240
second revivalof islam,120081,15
believe jongdae,118467,300
exokai happy birthday,113623,15
texans,111607,15
nikkie,110613,270
lupita,105451,255
resiz zle meliye jde,101905,465
thankyoubighit,99291,15
quique seti n,98444,195
five years,98216,90
vertigo,98190,345
zidane,94330,15
conquest of constantinople,93751,15
shizuoka gakuen,92151,390
Zendaya,91794,90
you have to,91699,105
h uvs k c,90763,60
is avs g b,86754,165
e x radio star,86197,30
one year soobin,85155,270
jimmy johnson,84217,390
hinch,82770,165
real madrid athletic madrid,82737,150
chiefs kingdom,81017,15
n f l playoffs,80874,90
cory booker,80331,180
best leader soobin,79743,30
believe even say age 20,78513,585
e x,78057,105
mental age,76878,390
,74801,195
hasan,73839,165
hall fame,73619,120
inanmazsansevdana,72922,375
always jongdae,68268,15
greta gerwig,66627,360
courteous,66407,60
luhnow,65436,195
clemson,64785,30
b 19 n help,63912,420
trust bernie,63310,495
pray philippines,62619,255
tdel discount premiere,62554,240
world series,62138,165
pride taehyung,60548,120
Happy Monday,60485,795
p r e,59905,75
leanne,59363,120
p p p p p p p f r c h e n,58905,210
babam lu,58766,330
morbius,58222,285
l u c v n n f n c e,57176,30
ollie,56524,60
bill brien,55665,180
aomori yamada,54615,60
speed violation,53716,255
antonio brown,52967,285
miss tharn type,52128,150
cora,50854,120
emojibzh,50732,765
r eden ek 40 bin,50674,45
impeached life,50551,165
color sense test age vary,50008,465
2020,49117,90
green bay,48241,390
discussion,48090,135
adams,47419,180
make b l character,46917,525
100 000 yen,46733,210
aaron rodgers,46364,15
kansas city,46343,165
aaron rodgers,46182,300
answer,45782,165
n f c championship,45076,75
patrick mahomes,44594,30
kim jongin,44033,30
touken ranbu th anniversary,43701,165
13 ene,43531,195
kelce,43329,165
direct 13 e,43226,660
r h,43146,435
,42489,255
rome juve,42399,150
vurgun g kya fatura e tye,41934,15
russell wilson,41797,270
marshawn lynch,41516,135
sefirin kizi,41434,30
,39484,270
mohammed bin salman,38601,90
happy lohri,38548,510
p g,37580,105
klaus,37423,120
monaco,35145,30
Monday,34950,405
,34120,240
