tweet,weight,duration
team lisa youth,1246146,390
j e n mx e w g u l f g n g,888083,300
al khidr allah kabir,694644,420
screens houses,639879,300
mutlu llar cemal,535014,135
bolsonaro trabalha pelo povo,474912,810
h nee 12 years shining,464731,615
eid mubarak,450300,180
boris johnson,420138,165
st,374656,240
12 years h nee,357817,30
,342610,150
minal,323528,165
boyscout,311017,270
namjin,310891,315
39 day,235036,375
see Dr. Jart,226486,300
beautiful red moon night 0525,222430,15
witness h e r e n,219934,180
,219325,45
v x q beyond l v e,211233,405
always h nee,209183,90
alberto,205501,330
witness r e n,199655,15
,190243,495
w e l v e u z n,180888,870
history maker v,173915,135
,172029,30
e p,165602,180
,154054,75
mistine xisting x ohm fluke,148054,165
ak nc belgesel,145698,315
anitta latinos unidos,140899,390
v e r z u z,140650,390
happy eid,137061,90
e w n,135906,555
buddhism vs brahmanism,131142,165
vogue conversation b b,130580,135
kirin comes,123443,285
iyibayramlar,121505,375
vai trabalhar vagabundo,119021,435
pontoon manpo,118980,165
w e b f e,117765,330
cynthia morgan,114575,735
say pseudo secularism,111894,300
corona measures,109759,300
e c c l u c v n,109382,120
23 may,105629,30
together special,104193,180
Support Tajinder Bagga,103001,390
bihar rojgar,98464,300
b j p migrants,98239,345
promote students save future,91758,105
my festive message,85917,45
dominiccummimgs,84277,480
gracias iran,83861,330
beenie,82250,225
935 days,80847,270
axel,80536,195
monsta x,79576,75
tiger,75933,30
barnard castle,74807,180
happy eid mubarak,74244,15
,74202,525
vaitrabalharvagabundo,72575,135
i support weintraub,66259,495
trump death toll 100 k,66069,465
dating 99,65881,210
jamaican,65333,195
marr,65267,270
segredo na floresta,63570,255
failed bankers,63395,15
c h pli ekrem al yor,63384,30
cyrilramaphosa,62649,360
n v dance party,61388,60
,61250,30
marr,59932,30
sorry doja,59562,615
,58815,330
trump golfs die,58269,285
,58199,60
u r r c r v,57824,165
national technology move,57685,75
joo yoonbal kawangeun kang seungyoon,57490,195
civil service,56873,90
peyton,56866,45
hay rl bayramlarreis,56644,60
maiarae maraisa brahma live,56557,465
inkigayo,56238,15
tower gibbons glowing e p 12,56128,45
,55958,240
match,54081,255
friends brahma live,53961,210
nitiasa,53353,90
,53147,15
,53068,225
claudia leitte live saudade,51540,105
darren 19 th birthday concert,51259,90
inkigayo,50277,15
ludmilla,50124,105
,49468,210
ns 10 v 10,48967,15
n 10 to 10,48905,105
,47947,135
rain streaming party,45927,165
,45726,420
save dehing patkai,45434,90
war,44992,285
ann coulter,44238,405
ace lee spring group special program,43303,240
boris johnson,43214,120
daily briefings,43176,255
lockdown house party,43143,60
dia de vasco,41236,375
l,41166,30
peston,41094,45
trump golf syoudie,40592,15
,40469,75
r f e n r f,39536,30
sackcummimgs,39088,150
sundayvibes,38566,225
iban,38169,345
kicillof,38101,225
tear ahmad ghalia,38054,210
24,37899,180
,37546,30
feliz domingo,37198,360
doja party,36923,195
memorialdayweekend 2020,36762,750
requested live,36755,270
cardi b coming,36744,60
e p lab online,36683,315
survivor 2020,36171,120
,35546,270
no,35088,105
canal 24,34794,30
nogizaka construction,34769,240
greetings,34675,135
larreta,34451,75
turn gyro,33822,195
appointed vizin,33593,90
bayram mesaj,33352,375
,33218,255
desaparecido en democracia,32926,60
h r l b r l r,32904,225
lenin chao,32252,240
dilge zg r olmal,32241,210
ramazanhocayaln zde il,32108,150
manning,31348,30
,31344,255
idul fitri,30695,105
beauty girls,30131,480
,29971,165
15 years rihanna,29542,15
,29522,135
unc ver,29226,165
happy fumiya day,28949,135
e w doubleor nothing,28895,15
booforboris,28684,150
,28534,225
,28277,195
simone,27660,180
p r z e r n,27422,45
pansexual visibility day,27118,495
chris wallace,27021,30
v r x,26586,285
eurovision,26275,30
recapture abductees,26095,135
lovelylouies,25859,195
let meet hyugazaka,25489,180
sunday word expedition,25307,120
,25256,240
kath niel ternal love,25229,255
happy holidays teacher,25084,120
l g b qneveralone,25079,360
eidmubarak 2020,24949,180
johnil,23937,105
leipzig,23875,60
,23445,120
level,23202,15
borisspeech,23078,45
collective coma,22883,435
eat jin,22852,15
,22452,240
dominic cummngs,22451,45
connection honduras 14,22312,150
eight nd win,22168,105
level lockdown,21851,120
n z yis l v e l,21724,240
ridge,21635,105
14,21424,120
moubarak,21116,60
u l r prize scramble,20941,180
29 may sta ayasofya ls n,20793,150
horacio,20604,135
want taylor india,20408,105
sunday morning,20397,135
netflix adapt narnia,20257,45
b f r b r,20192,15
,20043,105
dominiccummngs,19774,45
steve baker,19626,240
camp rock,19162,210
day becoming god,19087,135
lovemusic,19037,90
,18951,450
simaria,18881,105
creek,18788,45
beyonce x r party,18547,105
TURKCELL,18376,360
x n n n n,18244,45
w r p u h n,18157,45
cedi osman,18061,90
precure,17927,90
self reliant bihar,17583,15
masked k n gjoo nbal,17462,120
herb,17170,165
resume work,17142,210
eat jin,16432,15
happy th anniversary,16153,30
f k e l v e 700,16145,45
justicapelalarissa,16089,15
scam werner,16039,135
live p,15918,225
coca cola 600,15847,60
vai trabalha vagabundo,15843,90
scam,15717,225
mainz,15685,105
