tweet,weight,duration
todo poder emana povo,704888,270
n 10 v 10,557591,240
may th,535283,1245
b l c k p n k c n g,532269,510
star wars,491074,45
wizkid,428170,15
one 2020,405091,360
last dance,374145,360
knock,370150,285
weight,316798,285
junmyeon,313341,345
l u b street series is the beginning,298111,165
children day,296558,315
bunthip x mew gulf,272576,270
h p p e e n,266566,435
n c 127 punch,263607,195
roselia th commentary,254103,30
roselia th commentary,253814,375
in the trench with bolsonaro,243487,780
minor female human rights infringement publicization,213790,240
taeyeon always happy,209716,45
voluntarily resign,206428,345
,195270,540
go joe,194417,105
earthquake early warning,187261,345
u h,177236,360
neymar,174894,270
edward,165594,135
with gala,163353,360
lemon,162654,270
dry,160327,15
chest almost broke e p,160010,255
sandiktagoeruesueruez,159942,210
lincoln,157514,390
one,155432,180
kobe,155007,30
sand ktag r,152333,300
twilight,152228,225
ghana vs naija,141057,120
softbank,140248,360
f g th anniversary,120820,150
alceu,118620,315
since green day paste green image,117993,765
flay,116370,30
modest party,114061,285
kookv,113741,120
k e h u n g w e l v e u,111191,435
weight loss tutuklans n,104923,990
may fourth,104441,135
may fourth,103053,105
live lagum,99339,150
Selcuk Bayraktar is not alone,96313,675
b u p,91974,285
monday motivation,90344,300
villa mix brahma live,89971,360
shula,89491,480
usher,87369,150
demon,86065,270
congress india,84171,405
indian muslims danger,82403,225
Showpiece glory,81162,75
earthquake okay,81033,165
marcos,79580,300
calderon prision,78517,135
ibrahim l yorya,77565,450
finished bolsonaro v z,76439,405
pulitzer,74690,120
may force,73912,315
ns 10 vs 10,73400,15
stop inequality,73223,240
seismic intensity,72539,195
ut rkistan unut,71446,240
p h b,69035,285
tsukinaga leo birthday 2020,68929,195
we umutlabekliy,67786,105
unknown e n g,67501,210
get well soon shownu,66447,405
star wars day,65986,210
chuao,65184,240
insecure h b,63457,240
children day,63423,30
five equal brides,62432,195
adidas,62429,15
18 ld rg r,61745,180
midnight sun,60933,405
respond to trolls,60803,135
survivor 2020,60596,210
molly,60455,150
abacha,60328,465
kill fake news,56955,105
r selca day,56854,195
baraj bosaltilsin,56798,15
se pudre todo,55604,285
conexi n honduras 11,54197,165
twitter give lalisa topic,52991,45
th anniversary fgo,51798,15
optical line,51084,45
nigeria vs america,49326,420
twilight,49265,120
,47475,240
liquor shops,47236,435
stop ley celaa,46152,135
master chef,45678,120
agnes,45297,465
taika waititi,44757,210
gaza,44047,45
fl vio migliaccio,43899,420
communication failure,43832,30
,43166,165
welcome back miyasako,43125,270
Gusttavo Lima,42765,75
fukasawa tatsuya birthday festival,42628,300
90 day fiance,41533,360
r,40831,45
acceptable,40754,30
mondaythoughts,40561,165
justice glory,40289,135
Happy Monday,40289,360
burna,40009,45
seismic intensity,39915,90
lifestyle,39824,435
centuries blanc,39648,480
earthquake early warning sound,39390,15
shownu,38882,15
f g newspaper ads,37549,15
khaled,37260,15
support sheikh al azhar,36951,210
miserable opposition,36484,240
westworld,36102,405
with gala,35940,45
el shennawy,35933,210
en familia vence al covid,35861,375
new zepuri c,35524,255
bangladesh welcomes amphibians,35504,120
baduel,35342,60
bake argentina,35285,255
uyajola 99 sundays,35244,120
dilsinho,34888,270
zehraz mr ttebligatg nd,34874,195
10,34779,105
boyslockerroom,34723,375
attila,34602,330
jun myeon waiting happy love,34549,360
setback,34382,165
