tweet,weight,duration
flay,559220,270
olympic,546173,75
Seeds will forget launch,529963,495
hantavirus,463523,690
inferior government,461890,165
postponed olympic,373749,315
emergency decree,370005,300
coronavirus lockdown,325279,555
b 19 new peaks billboard,309666,720
prison funeral,291301,360
nthroom case,288475,15
postponing olympics,283788,225
easter,254279,90
u n n f c l u,242533,225
disperse prevent corona,238695,165
21 days,236056,15
dying wall street,226577,1080
fallin flower,222622,495
lazada birthday hx g,219562,195
0325 make k z stay,210564,450
,206062,75
n e l k c n g u,205506,735
on them president,192168,225
mangas make,190715,510
merchandise coupon,186569,600
ge mi,183126,15
ge mi,182661,30
kim kardashian party,162889,480
earth,160837,285
disease free true worship,158715,75
,156164,165
stay home save lives,155555,60
Fatih Terim,153677,150
catch meiji bear seven x muglov,150114,210
c n,138203,15
thalia,136712,405
grtmen ek atama takvimi,135051,255
silt reflection,134596,795
national puppy day,130683,75
21 days lockdown,128684,480
barr,118110,210
relay hashment,107303,45
stay home india,106149,30
along with the caliphate,101800,30
learn korean b,100136,405
never but,99905,705
postponed year tokyo olympics,97746,105
pronouncement,96109,15
uppercase hashtag,95556,15
democrats hate america,94283,285
postponed one year tokyo olympics,94235,90
reopen america,93948,375
r r r motion poster tomorrow,93393,165
catch meiji bear seven x muggf,92502,15
p n w r,91431,330
albert uderzo,86890,450
Muhsin Yazıcıoğlu,86870,165
u klockdown,85279,210
herd immunity opponents,81909,75
dick pound,81603,105
reopenamerica,80948,15
manu dibango,80161,480
covid 19 turkey,79351,435
phase,77533,90
w l dont fallin love 2020,75717,120
c v,74276,195
zero x,73967,210
2020,73230,150
harry potter,72661,195
24 mar,72198,270
national shame,69201,570
catchy ancestors e p,68120,180
prime minister c president,67718,15
hata virus,66054,465
memory truth justice,64043,240
abba kamri,64035,345
general strike,63813,195
sexual,63542,510
covid 19,62861,255
trump lies americans die,61387,390
muhsin yaz c lu,59402,645
bail people corporations,59251,120
w e h v e w r n n g u h,59133,45
cyrilramaphosa,57743,15
and patrick,57701,435
refreshing,57640,180
ask u h,55374,315
covid 19 fr,55195,75
streets,55108,510
appeal papa salman cancel respect,54037,195
wealthy stratum,53736,360
cretliveusta reticima,52211,240
case 1529,51136,150
tuesday thoughts,50802,270
trump slush fund,49921,15
nthroom crime,49428,60
vaka 1872,49396,285
5000 paramedikatan,48181,90
goodbye philippines,47660,195
curfewinindia,47551,15
curfew india,47153,210
sharp,46935,165
prime minister abe 100 000 yen,46689,450
sports direct,46478,135
stay home order,46257,420
ken shimura,46052,315
curfew,45997,30
take for granted,45592,45
saulo,45550,135
democratshateamerica,45313,15
l break song,45223,75
decor,44697,165
lockdownindia,44556,15
Happy Tuesday,44500,285
shutdownsouthafrica,42873,15
lopez lies world,42200,45
white house press conference,41886,180
c v act,41247,300
leiva miracles,40835,210
fina estampa,40257,375
fine print,40191,15
dr birx,39562,135
treasure mashiho day,39459,225
trillion,39276,60
videoyukald r,39080,720
mike ashley,37260,495
pechinoexpress,36956,150
u h r c h v e 25,36715,105
nihat zdemir,36557,30
olympic games,36403,135
h p e ex g,35887,195
supernatural,35400,105
day,35241,120
second block block,35131,240
v c,34945,135
madero,34688,420
freud,34348,105
liberty university,34144,360
the dow,33892,240
fever symptoms,33810,330
r b w r,33629,450
,33494,345
March 24th,33422,45
gabi is on,32578,45
sgkdenetmenyrdm jde,32547,135
c n f n e e n j u r,31974,330
mr aso,31937,45
mazzoleni,31477,165
jentle chicken day,31386,60
office 15,31206,15
shop home,31149,120
harrypottereilcalicedifuoco,30454,210
spectator,30355,30
u n b k,29700,210
g final imam tests,29692,225
gatoawards,29678,285
hadson,29472,30
song written easily,29432,210
disney plus,29288,420
neither,28448,45
the Cuban doctors,28108,240
chai,27989,180
