tweet,weight,duration
learn online,1438736,330
watermelon sugar,684570,315
xnong e wpi g u l f,663499,225
jaehyun,633368,105
w e l v e j e h u n,582543,825
harry styles,556717,105
dispatch,522380,120
last dance,430533,405
reputation,409841,30
Flamengo,401218,135
r r w x g e h e r,394942,120
jungkook love,367944,525
eunwoo,359072,270
j u n g k k b e b,345073,60
abu qaht,334799,540
dispatch,332994,195
boo bee verified verified,327340,240
,323234,315
mingyu,305808,60
f u n r n h r,252938,240
,244726,240
patriots with bolsonaro,233618,330
itaewon,232611,90
,228984,555
,223978,285
apology,221738,405
pleaded,212856,105
play zone live x invites challenge,209420,225
cant see v,202589,315
,180558,75
chest almost broken e p,175280,270
,170103,45
taylor swift city lover,166690,435
ban tiktok,164097,525
c p p p,164050,225
eternity,156860,75
group lost meat,156078,240
let stop ruling public prosecutors office,154195,495
j rx,151996,135
love jungkook,150702,480
topo da america,136552,105
daniel k debut 300 days,136506,225
300,134921,15
soobin,134014,90
world street burned night urin,121784,105
corinthians,119969,180
mental health awareness week,119567,615
dispatch,114175,345
g w r c p n,114147,480
together against l g b qphobia,111463,90
gabigol,108787,150
yugyeom,106720,90
rodman,106435,225
ramona,104079,60
eunwoo,100982,15
dahyun r eand r e,100963,135
r l yx ohm fluke,100161,105
,92757,195
nth room,92481,135
monday motivation,92011,390
h u n r eand r e,86414,90
b b 2020 tvi,85854,165
el bosque,85627,375
yugyeom,85120,120
20000 retmen ne l c k,84681,270
r e u r e c n g h j u l,84188,90
is p of fla,84010,45
high school musical,83130,90
eternally,83109,105
demon last round,82755,135
sotus l v eon l n e v day,79883,60
insecure h b,79759,270
bulls,79649,180
fetty wap,78176,240
mino,78048,105
eunwoo cha,77771,120
19,75452,165
n e g,73865,405
zee news seal karo,72308,390
Come on Taylan,71132,180
j e lay zhang,68185,270
18 may,66890,210
loveislove,66201,105
social distancing,65783,180
haitian,64276,120
wonpil,64047,60
skol na live ws sunset,62366,345
modern,62274,360
hmmyeeealright,62186,180
caiu casa f,61540,315
sa l k teknikerleri dur,60622,225
f u r c n b r l,60454,255
yerinhi dol,59756,225
nocptpp,59027,15
survivior 2020,58732,195
feliz lunes,58194,375
wafers,56805,165
Mansuravasistifa,56764,255
national treasure class handsome ranking,56140,390
merit block,55863,90
dating 99,55709,150
zee warriors,54919,315
nthroom,54065,45
17 demaio,53199,15
steve kerr,53046,15
sonia,52432,90
x coming back,51860,120
jazz,50860,15
,50661,75
utah,49331,90
l r jinyoungx bam bam,48676,75
happy birthday shehbaaz,48297,150
,47775,435
90 day fiance,45703,345
connection honduras 13,45619,120
lambo homes mercy eke,45297,120
canal 18,44673,285
homophobia,44635,15
,44578,30
american idol,44508,435
it's up to indonesia,44181,585
spor bayram z,43088,75
karl rove,43051,330
rkan saylan,42481,525
save bel para meninas,42390,90
hydroxychloroquine,41747,120
929 days,40938,60
erdo andan bir z yaz,40197,195
gracias fernando simon,39428,450
congress cheated migrants,39289,165
c h p e itlik mye ba vur,38603,105
chuck e cheese,38525,75
aysa,37713,90
con firepower check listen ahead,37562,195
faizal siddiqui,36821,60
n k k,36748,330
last dance,36512,15
tacha army,36370,30
n c r back,34734,210
mondaythoughts,34650,135
ixa,34575,150
,34535,315
,33088,120
r h,32617,345
yolts moment sminge,31585,180
,30259,30
tife,30232,15
nurse khaled al hussaini,30084,15
bake argentina,29796,345
,29619,60
jonaxx provides,29355,285
love,29283,45
mixi,29157,345
kindness matters,29148,60
,29019,150
sa l k al adalet stiyor,28994,60
issa proud l g b t,28986,120
p,28785,285
master chef,28444,45
w h general assembly,28403,90
apologize mino,28257,120
f,28085,225
,28048,45
larreta is responsible,27968,15
shad,27967,225
k l n z radanla,27924,405
snowbirds,27360,75
w e p u r p l e u b n g n,27180,15
small michel,26929,375
mamiral cihat yayc,26772,210
bursay terk et,26599,255
karl malone,26479,210
n b a finals,26397,90
kamloops,26379,90
daterush,26029,120
strawberry farm,25267,105
james woods,25089,240
,24333,615
tomoya nakamura girl,24299,360
2020,24168,225
pi era es verguenza mundial,23947,180
mamdouh al shammari,23923,195
chuck e cheese,23794,45
cavuto,23514,90
National chain,23266,300
let join hands reconstruction,23173,75
pazartesi,23167,300
support cibbers,23131,300
food poisoning,23072,90
,23050,225
guerrero,22995,15
,22944,120
g n g v,22710,60
family gatherings,22705,15
19 1919,22267,165
dr jart,22032,30
flu game,21966,15
sighting,21833,120
cornelia street,21617,15
Brazil Avenue,21517,180
,21443,180
public opinion repulsion,21242,180
f r e c w h r j z,20797,120
gugu,20788,225
z e n h e r r r,20765,15
il diavolo veste prada,20735,195
minkyu,20690,75
mass testing p h,20508,375
umbrella academy,20423,330
thanks cristina,20310,315
cihat yayc yaln z degildir,20291,300
,20149,105
taiwan cannot participate,20027,120
tirulipa,19994,120
supergirl,19985,45
voyd,19862,180
kacho fugetsu,19518,165
scottie,19488,45
,19439,180
arthur,19321,60
dia internacional de los museos,19239,495
reggie miller,19237,390
