tweet,weight,duration
stop targeting asim,1116833,285
fair honest sid,883429,135
elazig,814764,345
earthquake,528121,45
unstoppable holo live,400113,930
mewx gulf fansign 2020,279395,495
the island of temptations,268492,300
elaz,219009,15
station,189801,255
childcare,183210,345
direct 23 e,176550,120
Joe rogan,168120,750
march life,162972,435
vindman,159081,375
friday,151687,510
direct 24 e,150937,750
coronavirus,134939,120
mar,133850,90
My Theme,132149,105
never ending fansign,128590,600
wolves,124128,15
happy lucas day,122968,60
coronavirus,118058,390
station,117918,90
g zlerimdekis,117169,375
palit fansign,116478,180
red crescent,110977,195
rogan,110174,90
world x,109927,240
make big reveal,106014,165
w h r uep,105057,270
r e grt magdur 40 bin ek,103030,225
six n e soaked,102753,195
sunshine lucas,100917,480
aus open,99768,135
I reject Chile,99596,150
right matters,98433,495
b b b b,98145,420
dollypartonchallenge,97380,1065
good success,97109,60
Galatasaray only,96860,435
x,88938,150
pyong,87831,90
congrats v p choice b 19 x n,85854,135
b sx g r ys,82686,360
b 19 korea vlog,81524,285
happy chinese new year,80432,240
por chile r e c h z,79937,120
marsha,79425,345
w l l v,77306,195
24 ones,73530,480
rodrigo maia cassacao already,72100,210
hidden shadow love ep,72094,240
greve January 24,69457,270
childcare shock image,69413,570
haaland,68102,60
gold b colombia,66720,30
friday motivation,65121,255
,64817,30
b n n e n x u p,63182,210
anyone coming,62650,480
petrix,62580,90
double knot,62113,210
al ettifaq victory,61971,270
step outof key,60886,150
friday feeling,58184,60
Fatih Terim,56161,300
ugur mumcu,56040,585
cho seungyeon,55484,180
,55465,360
Fatih Terim,53855,15
friday thoughts,53720,180
take,53416,375
serena,52462,300
Accidents,48567,120
hourly response,48310,195
federer,48069,180
God is a ton,48037,60
fans,47951,15
star trek,46506,60
happy new year,45826,135
lay lunar n disco,45801,180
lunar new year tchinso,43624,330
nicki minaj coming,43444,135
doomsday clock,43101,150
cold power,42626,450
good things every day,40720,30
answer went platinum,39595,105
shot support strike,38845,45
erronosisu,38843,345
yugyeom,38256,135
n b star,38089,180
prirai,37917,450
the surge,37412,240
kaori izumi birthday 2020,37096,150
nice friday,35705,420
yugyeom,35657,15
king,35464,60
refreshing,34581,75
Jim Teacher,34359,75
supernatural,33967,180
traore,33513,105
hotgirlsforbernie,33236,330
head pike,33038,270
purple heart,33035,135
n g u r g e,32982,195
national girl child day,31376,480
adam,31330,45
Jackson Net 2020 Spring Festival Evening,30947,120
millman,30051,285
b c h,29324,210
mustafa cengiz,28473,315
u w e r e b e c u e,28412,180
koias,28212,150
right matters truth matters,28017,420
g gift straw,27809,30
coronavirus,27622,135
sabrina netflix,27577,555
impeachment trials,27361,15
n b paris,27104,90
ruto speaks,27060,45
rutospeaks,26995,15
boselli,26972,240
battle spirit,26821,195
omundovai,26715,15
world goes,26708,255
sivrice,26267,15
doomsday clock,26248,405
impeachment trials,26173,225
wtrouble,26139,345
tonight pm 15 channels n e 31,25689,30
rising new u p,25662,15
sho sakurai birthday festival,24922,270
education day,24913,495
happy friday everyone,24435,660
sunflower,24294,150
esnafa sahip k n art k,23712,150
listen sofrendo fuito crazy,23528,225
b c entertainment research center,23477,15
simeone,23210,165
the people reject monas revitalization,22880,330
years raees,22740,120
j house,22491,225
justice by fernando baez,22406,60
cancellation travel,22366,180
sivrice,22359,120
abe,22287,135
forget my natalia,21952,180
friday vibes,21887,15
friday night,21835,150
educationday,21807,15
miyaneya,21651,30
corona viruesue,21513,465
bring ben solo back,21493,75
malatya,21103,30
senbatsu,20989,90
bring young,20882,165
l ase imyokdiyemiatamayok,20710,90
national compliment day,20697,660
,20130,60
support wonho,20078,240
erling haaland,19695,15
Copa del Rey,19591,15
colourpop milli,19467,90
r e u r e n e e u p,19434,195
greys anatomy,18456,270
stay monsta x,18437,75
,18399,105
n zvs n,18326,435
mary louise kelly,18221,45
kairos,17841,225
son,17809,270
ryohei abe,17768,15
chinese women,17618,60
b v b k e,17405,240
night arab arts dreams artist,17157,270
,16972,135
penalty shootout,16862,75
is in Japan 2020,16809,285
,16780,255
nadine twitter account,16712,165
sayaka yamamoto,16709,60
waste high school girls,16514,240
yep yd dak bab daughter,16424,285
new pneumonia treatment,16322,150
ra l jim nez,16246,60
p kv b n,16175,345
ziya hcm yuvam z da lmas n,16030,180
tpt as redondo,15924,90
anahi heartbeat,15803,225
abalos resignation,15781,30
greysx station 19,15694,135
leonese cultural,15691,60
super electromagnetic gun,15410,75
legacies,15274,195
chitose,15174,135
betrouh today,14911,180
lightning,14851,45
happy sunshine junho day,14572,45
danah haider,14387,255
Southern,14101,45
c c 2020 p,14000,45
elaz gdeprem,13851,15
farajat alrawi dakhil,13733,90
starfleet,13707,75
kaiji,13635,210
gehlot sarkar sharm karo,13504,30
marsha blackburn trash,13469,195
poha,13435,465
buzz rhythm,13258,120
foraweintraub,13253,60
c,13123,150
Blessed Friday,13005,270
Adelina,12893,15
money smart,12888,255
balance ton post,12804,90
jerry smith,12798,270
balancetonpost,12693,15
lexa heating,12633,240
il cantante mascherato,12566,120
promo,12541,150
jerry smith,12327,15
lum,12117,15
cholo,12098,105
jae fah gives ang pao,11927,270
cagua,11875,30
coco gauff,11832,210
gaffar okkan,11817,105
,11657,105
bored red packets want sung woo,11539,75
mi casa federico,11452,150
second sday thread,11400,195
corset,11392,75
brought fenayakal,11240,315
save daughter noura,11206,15
shiraimu flu,10841,180
matteo 12,10747,30
,10739,135
luke,10736,150
beauties,10651,195
fatwa haram vape,10218,330
let together 2020,10201,180
aya yamamoto,10101,120
maki oguro,10072,60
truth matters,10061,30
brescia milan,10059,240
