tweet,weight,duration
liverpool,670633,105
bachelor,627051,450
michigan,560697,180
,531460,360
great east japan earthquake,400436,315
athletic,379753,120
b w r l n n,335810,765
,297352,45
harvey weinstein,293285,435
champions,284706,30
barb,256508,45
kick challenge,249231,195
corona,247162,240
,243740,450
b b b b 20,230117,405
,225368,375
anfield,222031,195
n c 127 rodeo houston,203464,405
neymar,201786,120
p g b v b,199291,120
l v l,182377,315
tu 83,181577,150
athletes,173061,150
hannah ann,168461,15
adrian,159981,120
dortmund,159420,195
,158707,180
ohm flok,155449,105
n c,149268,150
vir st rkiyede,146237,630
,130293,435
madison,128816,345
budget 2020,116571,450
bernie surge,116065,30
rafael portugal,115246,180
rafael portugal,114846,15
,113721,345
cloud,107847,165
crying,107203,105
haaland,105686,180
atalanta,104911,210
failures,104113,45
pandemic,102689,435
rugani,97466,105
viruestuerkiyede,97328,30
pandemic,96768,285
tottenham,96537,180
en defensa de la paz,93708,150
,92454,255
leipzig,90852,90
,90690,300
b 19 l bon wishclusive,89366,330
the,88947,120
simeone,88600,120
knock,88568,15
,88067,390
world health organization,86511,15
,85488,165
e x repackage album,77525,405
liverpool atletico madrid,75548,240
dem exit,75206,165
n th win,74203,210
r c e l e n r,74188,90
wednesday wisdom,71969,330
government heel,70229,45
march madness,69646,195
b g b n g,69197,270
,68944,255
stop demographic zehad,67551,210
directo academia 11,67491,465
mourinho,67034,150
kolonya,66829,480
jyotiraditya scindia,60862,390
b day 50,60164,105
c 98 web catalog,60005,90
you have to,59326,105
,57330,315
dr fauci,57141,15
bdayin 50,56590,15
super tuesday,55814,405
lose biden,55580,345
okullartatilolsun,54116,375
11 marzo,54090,420
tacubaya,52654,255
,51921,375
,51892,135
c v 19 espana,49306,15
borussia,48190,210
,48044,285
,47630,15
union union,47019,255
wednesdaywisdom,47010,15
firmino,46898,120
okullartatiledilsin,46833,30
need know,46687,270
fahrettin koca,45285,15
feliz miercoles,45057,375
Fahrettin Koca,45047,15
no man's land,44705,195
98,44232,15
pechinoexpress,43749,150
robertson,43234,90
cancel everything,42874,195
,42511,690
alex jones,41288,120
let dare misunderstand kid,41212,330
,41195,120
fuera pi era,41182,300
nadine dorries,40570,150
ilicic,40392,15
chancellor,40324,15
,40233,45
world health organization,39822,90
close schools,39264,240
b 19 sa pinas f,39105,225
p g r,38767,165
happymiercoles,38236,15
wednesday thoughts,37690,150
ece ner,37455,105
,37237,225
,35155,330
chancellor,35024,30
free call of duty,34885,105
krona kuwait,34400,345
,34329,405
ana maria,33906,45
w e n n h e e n u,33673,135
parc,33659,30
,33423,60
wine aldum,33144,195
cholo,32969,165
wednesday motivation,32665,90
sky taehyung,32394,480
jackson daddy,31982,150
writein bernie,31712,450
the worst president in history,31658,330
uzm v lar ba komutan emriyle,31272,105
yx e g non lazada p h,30888,120
,30814,30
je suis sneazzy,30684,180
mais voce,30390,195
guarani,30374,45
gigi furac,29265,75
311,29192,300
andrew yang,29047,90
zameen jihad,28564,225
jared kushner,28467,60
bye bye bernie,28453,360
charity today 10,28387,30
coranavirusitalia,28211,285
worst president history,28166,150
ek kanunu yuvalar k yor,27961,105
gxxodturday e p,27607,15
berkin elvan,27308,450
,27035,45
soldiers,26837,75
,26431,150
bye bye trump,26244,330
c u l,25985,225
alisson,25385,105
champions league,25212,120
n w,25179,45
n c tournament,25148,15
rbltot,25070,15
r b l,25021,30
,24042,450
b b remember 514,23819,180
e 32020,23447,495
he presidential triumph,23251,120
love r,22700,240
v da gizelly,22469,75
hello kitty,22430,120
,22348,135
athletico,22063,60
guess many people mumbled word,21821,690
h,21820,510
,21539,75
geek western painting,21444,135
paris le grand debat,21324,15
road kingdom,20922,135
van Dijk,20846,30
pulling furrow,20778,15
j k live,20740,285
prayer,20700,150
vt da gizelly,20467,15
,20312,210
atl tico de madrid,20244,75
michigan votes,20038,60
corona measure to prisons,19749,90
,19677,105
okullar p rdolsun,19656,105
atletico,19385,120
Koruna iris,19263,15
tolak keras omnibus law,19164,45
,18908,210
adult ney,18714,195
odwolajcieszkole x,18590,255
,18464,285
,18275,210
waspada cegah corona,18176,210
mr 500,17948,330
james carville,17872,240
,17851,120
,17626,630
hold back crescent,17581,15
,17574,45
,17523,225
of Maria,17410,90
afnan tatl akhsiri,17404,285
u n,17189,30
minister health 00 30,17168,90
end homophobia nigeria,17041,75
james carville,16952,15
islamabad,16916,240
,16894,15
mujeres por el rechazo,16885,105
,16707,60
close madrid,16551,210
,16550,75
give advice aperitifs,16517,390
kate,16391,15
pandumbic,16053,15
,15861,75
rishi sunak,15811,90
block,15805,180
rk olmak,15732,255
sa l,15488,30
,15459,195
ar amba,15170,195
,15149,315
,14893,240
masked singer,14495,45
,14486,60
michael moore,14329,90
,14297,180
carsamba,14075,180
,14037,30
bernat,14000,60
,13953,45
ana clara,13919,15
,13558,810
meteor sun,13431,165
,13421,60
love original,13136,45
verified mercy eke,12852,30
hannah b,12846,60
gustavo gatica v,12788,195
,12767,30
b 19 oni f,12701,75
fabra,12670,285
,12647,120
reco 1134,12362,60
coronaturkiye,12164,15
46 n n,12102,135
ana pastor,11989,225
Thomas on the shore,11858,135
salvio,11837,120
,11801,90
luiz adriano,11770,375
,11730,15
mesut bakkaldan ike tiraf,11545,15
rabu ambyar,11538,315
Diego Costa,11358,180
flash,11277,210
bye bye biden,11276,105
,11267,135
el liverpool,11200,30
bachelor finale,11171,15
bank england,11150,195
cornoravirusuk,11015,300
,10999,375
k bankx b l c k p n k fan meeting,10948,90
you okullarpdrdol,10824,15
close the schools uk,10619,180
bebelo,10455,255
,10317,60
,10313,390
rodeohouston 2020,10196,15
,10114,135
teacher,10110,105
joao felix,10067,135
r e h u n 2020,10029,165
