tweet,weight,duration
star boy asim,840454,165
j u c e f r x,590167,525
vindman,577432,180
prior,444473,75
,412311,45
k ox p e c k 702,294787,600
fallon asks b,269992,510
b b b b 200,244804,375
bbbb 200,242867,15
inferior government,218203,45
b b b b 20,204481,120
conan,191776,405
Real Rashmi Fans,177715,300
joy jungkook,169464,525
friday,152349,600
b 19 go w,149566,510
assassin eyes,149433,285
b 19 g f awardee,148171,75
happy n day,146731,30
ger eklerein,139316,465
hidden shadow love ep 13,134080,300
la isla de las tentaciones,131251,255
laisladelastentaciones,130823,15
Sat 19 guponvma,127721,15
wiggins,123468,60
heterogeneous reviewers,116615,255
martial arts,115537,30
station,113530,330
cnn rk boykot,112493,90
travis japan,111833,150
yikes tonight,111356,480
seymay ld z,109126,690
clippers,105354,105
h r kkiller g,103421,240
c n n town hall,102657,180
aida merlano,101055,300
athletic,100280,180
broadcast canceled,100200,150
giannis,99342,360
tamaraimayirlakutamalaratu,98781,270
g gift finale,98735,120
100 days fighting wonho,98128,105
upload clip conquer hundred thousand x gulf,97501,225
festivalsanremo 2020,94072,270
w h r uep,93061,255
morris,92840,30
saffron,91900,405
stray kids,91809,45
John,89931,15
n e n n,87720,435
man lyric video,86861,465
shaughna,85528,60
ncredible maknae day,80278,435
drummond,79903,120
wonderx b 19,79814,90
judgement,79803,405
may god twenty,79538,105
cruise ship,79220,90
incrediblemaknaeday,79056,15
,78920,15
n gshine day,77725,315
friday thoughts,76139,765
b b b b 2000,75611,180
friday feeling,75217,180
marcelo,74528,60
summer 2020 e r entry,72668,15
copa del rey,71730,60
,68528,45
rockets,68326,225
direct s,67430,645
break,65766,75
avenida brasil,65650,270
b b b b,64760,360
station,62903,30
antarctica,60491,300
k x,60301,30
petes billionaires,59758,300
marcus morris,58584,15
shikara,57961,420
ukraine final piece,57625,315
Guilherme,56563,90
kids hungry,56387,120
music travis station,55612,165
toraja,55435,165
toroneko challenge,54485,630
b bden ula ima zam,51784,570
little club,49288,75
hourly response,49138,210
copa del rey,48485,180
bilbao,48185,90
super min vancouver,46160,45
,45842,45
phillip schofield,45788,420
,45413,360
yikes,44637,360
purple heart,43446,90
bernie,43137,60
e x l selca day,41675,405
From the city,40784,15
reviewers,40728,15
mirand,37557,15
bill cosby,37278,195
impeached life,37255,225
aiko,36968,120
hay rl cumalar,35981,450
adebayor,35029,225
fueron 30000,34951,135
final odyssey concert,34922,45
pyong e manu,34421,165
shibuya j k,33657,135
Brent Fayaz,32318,330
embedded,31991,195
benign,31850,15
carville,31788,255
james woods,31777,285
kejriwal tsunami,30685,345
isaiah thomas,30447,15
brooklyn 99,30088,255
b u r 2020,29930,75
tamiflu,29472,180
,29404,360
invisible chains,29127,330
ganyong,28999,90
e e r v e,28803,15
p j tucker,28771,60
hanyu,28290,195
blur says love bar,28140,45
,27943,525
intentions n g h,27939,255
free kesha,27870,390
rondo,27579,285
james carville,27528,15
four continents championship,27261,105
koias,27166,90
friday motivation,26988,15
,26927,270
freedom forgotten innocents,26925,225
cancela carol biazin,26858,285
ask lauren,26647,285
yoshioka tomioka birthday 2020,26254,225
iowa caucus results,26092,30
joe walsh,25596,30
legacies,25554,225
rose day,25067,420
e e p c e c,24941,30
happy 30 th woo hyun day,24410,15
prova lider,24008,30
feb,23969,105
provider,23447,135
twitterdown,23402,120
k g battle dragons,23360,270
happy friday everyone,22123,435
presidential plane,21544,300
to review,21418,60
takahiro sakurai,21154,30
lovelsland,21033,225
cabut status w n ipro,21006,315
balance ton post,20440,90
balancetonpost,20359,15
bocardi,19990,180
aero honda,19931,240
earthquake intensity seven,19689,75
chatham home counselor minister,19465,105
bodo peace accord,18835,60
pettysburgaddress,18590,270
my family is broken heart,18516,135
n h e v e,18333,315
p loved,18325,165
kurtaronu,18030,75
li,17892,90
psikolojimizbozuldu nk,17728,360
year 17,17711,75
super electromagnetic gun,17171,15
,17152,285
,17057,90
blessed friday,16999,60
sakurai,16963,180
al faisali youth,16926,240
,16884,120
match africa,16846,180
j f 20,16606,105
v tuber live screening,16551,195
,16337,15
sexual aera,16190,210
family,16069,165
benedetti,15870,150
assassin eyes,15663,45
world ending soon,15500,525
little club,15482,165
san mam,15474,15
hang rapists publicly,15388,255
bunch love,15351,75
rose,15144,30
i protest,15133,60
expert cvsu of the assembly,15105,345
shiozawa,15059,105
Blessed Friday,15030,420
wipe,14877,15
pop n,14854,255
morse code,14736,195
twitter failure,14664,15
friday road h w,14600,120
,14350,780
aww mlu bgt,13953,435
team le bron,13688,135
meb z rgrbua klamabekly,13644,180
,13569,135
pooh,13559,90
de jong,13522,75
kejriwal bavali tail,13435,135
good unexpected v,13429,90
elodie,13429,30
nice boat,13425,135
animal crossing switch giveaway,13417,105
,13148,120
wear red day,13094,570
the debate,13051,75
anthony davis,13009,75
osamu tezuka,12975,45
waste high school girls,12852,150
ask k n,12686,375
polisikan andre rosiade,12304,90
night,12081,120
intentions u n w,12075,15
tokopediax j k j,12036,135
,12020,30
temptations b,11996,120
askmeek,11986,345
annalisa,11796,60
earth,11791,105
manu e pyong,11767,45
b 11,11707,105
money low,11657,15
,11624,75
shopping bag charge,11204,120
marquez,10677,60
must use orange,10653,45
need know,10634,90
brother,10616,180
,10610,240
Good Friday,10566,225
tower god,10557,240
welcome v,10555,360
telework think pad,10522,105
b l n k selca day,10464,75
greys anatomy,10433,180
intentions,10325,30
kadiricinadalet,10251,165
