tweet,weight,duration
g qx p e c kx coach f w 20,736751,435
roger stone,562372,510
barr,521934,15
bassem,418356,675
oneit never worn out,415814,285
wear,410634,45
third look,395623,420
oneit never worn out,386585,15
delhi results,287995,600
,267375,330
A petty story,251885,270
the island of temptations 10,228777,135
sadek,218791,210
n x,216907,405
maiquet,207812,315
,196795,300
,191829,405
11 feb,178714,690
samsung,173229,15
queen radio,172990,210
,161318,480
justice department,160542,60
proud mina,160484,495
2020 is the year of Muslims,154771,315
neo zone,145915,270
coach n,143543,225
delhi election results,140040,180
f e n n siyasi aya c h p,124113,615
gun forever young,123654,195
orukuttikathai,122420,45
n c 127,122086,30
arrest anuj,121259,255
trump budget,117988,105
,115723,375
,115095,225
berangus mafia bola,112765,150
women science,112741,795
b 19 barangay l,109998,450
ingrid,107617,390
victory dam,105435,135
together with weintraub,104132,345
conviasa,103440,75
krist valentines,101080,270
el cacas,96924,600
vicky,94446,270
rude boy x mercy eke,89345,165
big choose day,87775,45
u,81542,60
jussie smollett,81409,105
c p,81041,180
zaya,80668,270
delhi election 2020,80627,45
hassan,80570,240
directo 11 f,78101,810
stand b c b n,77493,675
science,77258,60
tuesday thoughts,75442,645
babas n lu,73465,45
crossroads st win,72020,285
,71727,105
,68614,225
,66713,285
dionysus,66573,150
bloomberg racist,64606,540
way to development,63895,135
samsung event,63671,225
broomchallenge,63429,600
zgecan aslan,62741,690
police road safety innovation,61619,150
,61550,240
,59467,15
,58777,345
pechinoexpress,58410,210
,58084,345
c v 19,57165,495
rivers,55598,15
g f r e n 60 th win,54687,30
gamer l e time,54192,210
of st anniversary,53427,150
rally justice,53416,45
hans river,52747,75
gfriend 60 thwin,51488,30
dr bebe,49227,285
p winning delhi,49028,30
panaca,45689,390
masterupdate,44105,15
feliz martes,43268,765
ismael,43066,30
girlfriend,42989,180
feel special,42844,60
cold,42243,255
safer internet day,42040,510
bloomberg racist,41966,120
,41250,45
ulama simbol persatuan umat,39887,15
,39677,180
b e b e,38669,105
top,38353,225
tom jerry,38164,150
p h first impression,37805,165
there is,37056,15
trump rally n h,35848,120
st anniversary jiji different,34922,15
ken sato,34769,90
modi hara shaheenbagh jita,33305,315
meat trinik,33084,315
b l l u,32799,225
wes anderson,32670,465
yes b c b n shut,31984,75
maintenance day put ss,31915,240
kissing,31814,600
999 e p,31719,90
keep anuj bajpai,31284,120
kelley,31015,330
euthanasia,30995,165
larry david,30603,330
kadir eker,28938,405
galaxy 20,28933,210
15,28522,300
impeach barr,28392,150
luv wonho,27447,315
c v c e b,27377,150
otome game handsome,26748,270
n h vote yang,26707,150
por chile yo rechazo,26016,180
branch,25910,90
love continue forever,25178,30
kamal fit gaya delhi,25176,150
wes anderson,25132,15
master update,24479,45
dam protests ali born al nasr,24458,195
hookers jesus,24416,225
fire chuck todd,24206,315
10 years name khan,24003,150
dami n,23919,165
confess night,23605,210
celebration kiryu coco monetization,23546,315
sal,23484,495
l amica geniale,23151,120
To,23088,45
allaboutluvforwonho,23016,15
luke,23000,45
,22936,30
j n e,22827,135
all by vzla,22769,30
20 ultra,22675,45
,21870,30
women in science,21687,210
,21588,105
,21406,60
n hprimary 2020,21396,45
10,21146,195
expel,20902,240
n u e u e e c l h,20757,180
strokes,20729,255
,20526,105
g,20517,75
,20014,90
200 k likes v j selfie,19706,60
k to prison,19614,180
hangyul dohyon toward tomorrow,19541,120
abascal,19084,135
matsumura hokuto,18474,15
,18433,60
rage machine,18214,120
mecca genese interference,18181,285
essere ferrari,18138,165
tuesday motivation,17981,225
,17472,135
love iji,17208,165
tuesdaymotivation,17188,15
mickey mouse,17142,30
Necsler,16750,105
nhk jsclub,16358,150
dialogue want say became villain,16293,465
,15976,30
k l daro lunes yle,15614,15
broomstickchallenge,15576,510
ingrid escamilla,15567,315
foraweintraub,15476,150
mr heaven,15411,75
k l daro lunes yle,15164,150
lucinta luna,15043,180
,14946,60
,14834,240
ca calderon,14833,225
porchileyorechazo,14533,15
yasak elma,14508,105
ailebakanl tebligatg nd,14012,135
akal akalan formula e,13796,180
,13526,165
r h,13011,225
zucker,12678,315
albums,12539,165
symatananlaratercihiengell,12451,120
cold riyadh,12146,240
,12124,180
victoria f,12118,45
furthest relative,12114,225
reco 1134,11982,135
shayna,11950,255
bullying teachers,11931,240
ebs z r grubuna sahip k,11911,135
unidos x atlas,11837,255
state garden,11810,180
bae jin young heart,11735,195
super mxhello 82,11720,195
,11718,150
r,11655,90
guppa way saying,11548,420
stephanie,11533,15
fora weintraub,11433,15
f 1000,11399,180
astonishing news,11367,165
,11207,30
lapupaeilsecchione,11180,195
indonesia tanpa pacaran,11033,540
addison,11032,75
tianjin rice,10876,150
albums know,10817,45
rob manfred,10738,270
dollar,10691,30
,10522,75
sweet potato,10335,225
me final journey,10297,405
big brother 2020,10265,150
intermittent sleep,10202,300
chocolate corone,10176,135
,10080,195
dionysus,10039,90
impressions seen twitter reality,10001,330
