tweet,weight,duration
heroic asim,1160424,465
n e w x rights,663199,480
,658544,60
chiefs,563847,75
lalisa bang,516060,510
l k day,498929,705
super bowl,395672,435
apologize sidharth shukla,372421,135
g awards,366975,540
packers,363364,360
virginia rally,361918,570
gala,343958,300
richmond,312989,210
mahomes,267973,270
dr king,246621,60
directo 20 e,206533,720
walls music video,205221,465
nd amendment,172322,105
ghibli,171118,540
l k day,170755,45
chuslet asim,166549,60
go away l e,163817,390
antifa,159454,240
c h e n kingof collab,154281,240
blue monday,151423,750
jadine,141287,420
p,138490,345
,135801,450
l u c v n n l u u,134160,165
c h e n king collab,133570,90
49 ers,129958,105
monday motivation,116742,15
l b l l n,113731,600
,111805,195
make new beginnings,110567,165
ja dine,109862,30
,108815,255
chiefs kingdom,105810,60
studio ghibli,101263,30
amendment service system,101030,420
l h e e u l u c v n,100273,60
side,95583,375
titans,95503,15
woojin,91956,30
20 ene,90167,360
niners,86958,30
,86455,420
premios odeon,85706,300
always yoon,85664,315
one year beomgyu,84543,255
aaron rodgers,84047,285
sad l k tamam,82447,375
go pack go,81488,120
nominacion disciplinaria eli,79301,465
pariksha pe charcha 2020,78948,345
c h n e lx punch,76844,45
mostert,69327,360
,67204,165
new york times,65283,255
kansas city,65176,165
ninang red carpet premiere,64920,120
nominaciondisciplinariaeli,64733,15
49 ers,62820,135
jennifer aniston,61862,360
dust bangkok,61467,75
n n e n c b u,61099,90
resiz zle meli b mde,59642,210
tdel discount 19 e,58755,120
sherman,58353,150
go niners,58307,375
,57561,165
x official lightstick,57266,285
reinier,56332,285
,55751,15
regina duarte,55561,270
ode youin l,55308,165
,55308,75
granada,54523,165
Happy Monday,53953,720
flavio,52754,45
e nvs k c,52619,135
green bay,50127,360
green bay,49832,15
titans,48863,165
g bvs f,48112,45
,47026,285
we want ann and,45257,60
f c championship,43950,30
legendary,43818,75
andy reid,43626,195
sang pemburu teroris,42465,120
r e n c e p r c c e,42050,105
dr martin luther king,41534,15
gala,41439,45
gala from,41200,15
jimmy g,40592,435
n f c championship,39993,300
r l e r e e n f r e n,39963,15
kiminyan ndas n,39774,345
super bowl l v,39727,90
stand virginia,39575,165
pazartesi,39558,405
pledge allegiance,36301,180
endorse bernie,34892,480
richard sherman,34796,165
aus open,34603,435
,33504,150
sisu,33473,15
david lynch,33185,405
ghibli,32370,135
,31170,135
rest bones b b b,30972,120
,30787,360
,30379,180
raheem mostert,30229,30
tut elimi,29963,120
n,29680,165
,29526,75
juve parma,29129,60
chat,28791,180
ala b n go,28607,45
sack woodward,27741,180
people turned enemies,27214,540
Independent,27201,45
revis,26190,495
2020,26186,30
turn left turn right,26015,30
uominiedonne,25986,210
,25961,90
rest bonesby b b b,25885,165
arda turan,25728,240
out x everything,25574,60
nick bosa,24986,240
,24851,15
riqui puig,24773,75
happy l k,24299,330
,24103,105
top fandoms p tx u c,24100,150
rakitic,23968,45
happy mlk,23336,15
asla kabul etmiyorum,23225,240
terminate priya verma,23163,210
l k 2020,23089,15
,22952,240
welcome bam bamto thailand,22786,30
,22326,60
90 day fiance,21994,405
j,21970,270
julio guzm n,21617,285
wendy always,21388,120
endless hearts wonho,21246,15
gun sense majority,20928,15
w z,20852,165
hipradi,20760,135
,20396,60
walk k,20361,210
husband best,20236,180
heath ledger,20153,45
twitter l g b q,20104,45
n f l 100,20030,15
missguided,19996,690
reco 1134,19929,90
,19911,315
l se queda,19777,270
,19656,180
rogers,19263,60
n f lna e p n,19178,345
q,18754,195
sapu bersih mafia migas,18658,285
kittle,18619,45
fly higher monsta x,18173,60
,18052,210
engaveten la bolsa de petro,17965,120
rob lowe,17821,240
vrabel,17737,30
,17671,225
c c 2020 p,17560,300
abdullahavc istif,17443,45
show tv boykot,17373,360
rest bones,17174,15
,17070,255
jana cool,16872,30
hill nandez,16640,120
domingodeduelos,16524,45
domingo de duelos,16425,390
san fran,16288,210
garoppolo,15892,105
noneladurso,15798,105
night sensation needs,15697,225
weekly n,15689,120
travis kelce,15663,150
b pro,15605,315
rktelekom,15601,420
increased thinking,15369,405
rinhart,15357,120
erased,15276,90
j p nadda,14837,255
javy,14647,15
,14571,300
,14412,120
supergirl,14248,90
ziya hcm ailemizi stiyoruz,14054,120
l c,14037,195
travis kelce,13936,15
nchez en r v e,13807,135
macro simulacro 2020,13686,345
,13616,15
morning hilal,13610,315
,13588,345
hayrettin karaca,13482,495
,13434,75
911 lone star,13272,240
,13014,90
baby jabba,13004,270
chandler parsons,13000,195
martin luther king day,12995,60
boxfight warriors,12903,210
ali ko stadyumda,12865,315
erroredacaoenem,12057,270
swan party,11870,45
kyle shanahan,11473,270
emchamasnaglobo,11255,60
kyle shanahan,11183,15
,11043,180
,11021,135
state farm,10933,165
on fire on globe,10868,135
soldiers genesis,10816,75
coleman,10801,75
,10610,345
,10582,15
,10577,180
,10563,105
hidden around,10434,270
,10383,30
ceren zdemir,10088,270
b l v,10068,105
