tweet,weight,duration
c v 19,1353177,540
white day,690134,195
n c 127,677146,120
0314 youth lisa,537464,345
Vathi Ride,366940,285
wonho almost home,348021,645
vaathiraid,344977,105
coronapocalypse,282390,225
white day,282247,120
corona virus updates,247627,510
return,241597,90
g e n e white day gacha,238764,210
iamice,217456,120
friends 19,210834,255
amici 19,209502,15
general subjects,206418,420
pedro nchez,176451,180
v e,166709,300
one step closer wonho,165317,30
stay in your house,165176,555
consejo de ministros,160866,270
united corona tree,159877,135
djonga,156485,255
p r r e u f v r,154470,135
v c,150543,480
n u e th h w e,150538,300
,146739,45
one leader jinwoo happy birthday,145392,270
one two three,128482,105
pablo iglesias,123910,180
,123012,285
b 19 special broadcast,122546,315
xepa,116143,15
nhk,114632,195
koronadan nce acil tahliye,112933,30
koronaturkiye,111086,810
,103751,255
bill gates,102105,135
p bayram nda sa l k ya atama,101720,150
koh lanta,100994,240
smack,96683,390
c and the,92273,60
n 11 th win,89758,285
aplauso sanitario,84951,120
smackdown,84118,15
,82693,390
coronavirus e p,80586,120
taste angel,80468,465
direct academy 14,80363,540
challenge,80334,225
bebianno,80091,330
white day day love silver hair,79965,405
pablo iglesias,79206,15
provadoanjo,77998,15
trump press conference,76574,195
sho kiryuin,76349,195
v c 2020,74607,15
g p,72271,195
whole foods,72245,120
march 14 p bayram,71495,645
ahmad,71155,15
hindu economic rights,66545,210
14 mar,66449,135
e n f l v eep,65951,165
v v c,64731,375
,63286,180
saturday thoughts,62503,225
immortal bigton myeonggok howling,60129,60
k street meets b 19,60060,345
pi day,57282,570
,55989,90
united caldeirao,55319,135
,54039,555
crown u to,53674,45
umreden karantinaya,53670,135
vergim tkabire gitmesin,53088,645
umreden,51412,15
,51297,15
,50800,210
g z e l l u n l h e e n,50305,45
umi sonoda birthday 2020,50046,315
n c 127 kick,49809,270
yes,48753,75
nicolai,47875,90
tokyo snow,47672,255
united caldeir,46595,105
grow homes,46167,420
songs,45666,15
n g,45326,30
haz sesliye ses l,44883,165
r e p e p r g b r n,44603,105
cherry blossom,44055,225
seninleyiz efe g da,43234,465
quarantine chill,43082,90
b b b 20 aovivo,43036,420
zion williamson,42459,75
coronavirusenvzla,41845,30
riyadh,41301,600
polo,40631,15
,40625,150
saturday morning,40161,195
dry,39648,60
bbb 20 aovivo,39623,15
national emergency,39387,75
joban line,38461,135
rose garden,37895,30
c v,37871,90
