tweet,weight,duration
u,1950611,555
original fans,1598779,345
pelosi,1460710,195
romney,1075830,180
nancy,974514,180
b b 13 voot,930980,45
daniel,923745,195
state union,828572,120
Accidents,825131,30
marcela,683505,105
nancy pelosi,528246,75
b b b b 20,509131,465
buttigieg,481017,135
sanremo 2020,456760,225
acquitted,428384,135
Real sans of siddharth,413142,135
,396061,270
speaker,379230,90
Accidents,363597,15
speaker,361763,15
rush limbaugh,355815,270
nicki,351482,195
mitt romney,309119,105
stand v j,306924,345
state union,304192,210
l n w h,301669,480
meek,298526,165
price,284086,165
the island of temptations,271651,315
want apologize,269903,120
yeah,268814,300
ibn fayzah shawwal saudi arabia,254021,165
daniel,249236,60
medal freedom,247623,420
thueringen,240704,300
bahcesaray,239209,615
l with l ox mewgulf,238071,270
gap jabs personality attack justification stop,235364,270
jimin park sojunghae,227955,435
b b b b 2020,222756,555
pink mouth,218582,75
weaver,206677,225
stand vijay,200819,75
unfold x together,182618,120
jimin happiness please,182242,15
forapretix,178722,45
al hilal raid,177805,405
pleaded,159450,120
kashmir solidarity day,158446,495
thuringia,157964,330
guilty,155667,120
b 19 awe u n g experience,148474,345
ripping,142590,30
boninho,136789,165
dodgers,133943,240
doug jones,130084,330
altibok,128200,135
pelosi tantrum,123428,225
iowa caucas,123385,240
daniel e ivy,123322,15
nigeria,120736,195
back moon,117337,30
mookie,115582,255
americans find trump guilty,113580,210
direct s,112729,870
smiley day,111780,765
betts,108446,15
"do not go, stay",106150,285
betts,105818,60
clock halyeoldo hyun sound source released,99023,210
saipetrixday,98829,180
direct s,91751,45
happy u know time,91711,255
nancy pelosi r c k,89846,405
red sox,87823,300
red sox,87654,30
God is a ton,86859,60
fani,86803,210
White House,83606,135
classless,83404,60
yoon ho birthday,83175,15
presidential medal freedom,75641,30
mer k se torture,75591,210
gunja badnam hui modi tre li,73986,270
make complicated,71080,105
sb 19 awesamsungexperience,69615,15
impeachment day,66643,300
k n,65960,60
b b b b,65202,45
pledis weavers minimum,64970,300
pledis,64253,45
festivaldisanremo 2020,63536,315
wednesday wisdom,63307,600
johanna shake carrots,62212,225
callum,61023,150
rockets,59448,240
ivy e daniel,58576,15
angels,56713,75
twins,52671,165
b r l n e l b r n e e r,52422,60
maine c,52210,60
super min seattle,52060,30
abidal,51538,135
chapel,50870,180
Juan Guaido,50503,60
invisible chains days,50001,120
b presale,49316,360
union state,49293,150
h r u,48943,180
Brazil Avenue,48819,300
feb,48724,255
weavers,48185,120
outrageous prime minister,47317,90
merger acquisition,47294,180
learn korean b,47140,135
,46536,105
rolling loud,46483,150
unlimited,45855,90
union cooperation,44597,285
kirk douglas,44382,30
e l l eidolx peck palit,44154,180
Happy Wednesday,44064,360
globoplay,43510,75
im fred,43103,360
girl month,42635,120
Achille Laurel,42096,60
victor hugo,41418,135
fiama,40786,105
u l e,40724,135
impeachment vote,40544,90
c n n boykot,40076,675
e,40059,240
caon,39884,45
christofer,39309,15
commercially,39192,60
landline phobia,39148,420
covington,39083,105
david price,38435,45
democracy,38390,195
shame,38237,30
pegasus,38221,345
Tail rt dusty,37502,90
e l l n r g u l h,37392,90
Shi,37322,195
impeached president,36734,60
we mobilize together,36690,420
nancy pelosi disgrace,36641,45
stringer,36572,135
rajini indian muslims,36301,240
tuskegee airmen,35002,105
n g w,33206,525
production growth,32756,15
c,32433,270
yong hoon,32178,195
g p betrayed america,31989,375
release salman ahmad,31917,120
youngjae,31708,105
sym 8844 sa l k bekliy,31588,15
choice,31555,45
rtept,31050,180
invisible chains tomorrow,30896,75
love island,30882,105
boycott state of union,30855,15
f e c h c g z e l l,30845,135
pay maya kath niel,30109,120
organized active open talk,30060,15
fascists,30016,150
sym 8844 sa l k bekliy,30001,120
pelosi,29989,15
trayvon martin,29526,210
twins day,29416,120
elettra,29304,90
q u r u p l,29087,30
mydayselcaday,28475,15
f u r r e e r,28248,45
Political party,28106,210
day selca day,28086,195
f cup,28040,165
l v h r,27931,30
