tweet,weight,duration
,2039533,705
thammasat assembly,977986,315
dem debate,960126,375
b carpool n g h,793787,600
bianca,564853,285
h p p e n,550155,450
apologize viet nam,484572,15
event canceled,460795,360
papa mochi,362359,150
eu apoio bolsonaro,349059,870
q u e e r e x b n n,326847,480
,317191,180
ros en saint laurent,308234,75
,301097,555
koreans apologize to vietnam,284855,240
italy,275465,195
b carpool karaoke,273541,150
,256422,240
beija flor,252595,105
,248026,285
dem debate 2020,232210,45
bayern,231502,165
baby mochi,216614,45
,212940,285
apuracao r j,205569,315
delhi riots 2020,181585,750
Real Madrid,177363,120
overturn,171553,225
vi 2020,169559,60
ramos,168776,135
wine 2020,167271,15
perfume,153280,300
napoli,151001,150
,142303,105
lyon,137814,105
refund,133900,150
welcome back sid,133105,15
c v 19,130232,180
big River,127881,105
n apple,124683,15
c h e b,118601,180
ana gabriel,115265,345
n v tomorrow,112424,405
dia 15 brasil nas ruas,103738,150
fighting,101795,210
,98016,270
cancellation announcement,96948,270
direct 25 f,96710,45
direct 26 f,89098,735
l juve,85754,210
stupid love,85704,75
e x l e,85179,255
pink mouth,82505,285
exile,82145,15
,82033,765
sit r nagoya,81972,330
sevdaba k,78455,165
you,76980,45
manchester city,72950,15
gnabry,72565,75
nijisanji japan tour,72531,45
vinicius,71965,150
moderators,71471,90
guardiola,66327,105
belloni,65981,465
de bruyne,65591,135
wednesday wisdom,65359,315
yiki dun r e,65062,210
bernab u,63912,90
b p army,62652,135
real manchester manchester city,62511,300
corona,62311,165
tierra de nadie,62258,270
yiki dun milletin adam,61741,585
zidane,60943,90
window,59797,210
k,58989,135
respect vietnam,58433,60
,58230,240
r c,58136,195
diogo,58112,15
coronavirusnobrasil,58054,375
vidal,57664,210
caruso,56723,240
caruso,56251,15
melim,54238,135
mertens,54233,150
khojaly massacre,54103,480
impeachment de bolsonaro,53486,225
melim,53159,15
26 feb,50497,315
arrest tahir hussain,50194,195
pechinoexpress,50024,225
carnival balance 2020,49928,135
youth,49376,105
lewandowski,48913,30
we debate,48806,15
quien dio la orden,48592,300
new sword men,47749,150
Ankit Sharma,47272,90
w big surprise,46190,105
,45770,150
l ax youth,45765,105
apura p,45510,45
,45450,135
coronavirusbrasil,44616,390
hero suprin heroes,44487,90
bob eager,44479,180
promi,42457,150
bia more you,42378,15
pique,42337,30
b n v c e,41850,90
check talal,40797,225
give b 19,40165,105
maria sharapova,38787,405
fiesta and win,38459,270
,38167,480
busquets,38069,45
real football,37741,480
z l e,37379,240
benzema,37218,45
India,37215,345
I approve,36681,15
iamnotokaywiththis,35839,555
rakitic,35715,75
Madrid's aura,35388,150
duffy,35353,135
sterling,34718,135
apolozie viet nam,34414,105
alphonso davies,34357,75
tom steyer,34275,210
bale,33406,120
corona varsa rkiye yok,33348,630
trials,33096,135
carvajal,32730,150
k c n,32452,120
chucking,32228,45
isco,31665,30
harryween,31576,150
play station,31474,270
,31441,465
e v n g e n e n r r c g,31326,195
feliz miercoles,30910,495
arrest sonia gandhi,30733,75
pokemon day,30652,105
cumhurbaskanimiz 66 yasinda,30403,75
Harry Styles,30103,120
