tweet,weight,duration
March 24,880785,270
protest,433284,15
protest,415567,30
0319 youth lalisa,401402,240
youth e p 03,378686,150
burr,360192,135
india fights corona,344224,75
0319 youthwithlalisa,303831,15
sohna asim,277801,225
upon time,273461,330
c h u r r p r r,270137,480
barbecue prior,269317,15
custodian two holy mosques,247338,330
b 19 l v e e l l,218663,780
save g,212637,45
miracles true worship,202994,285
virus chines,202215,735
h ecoming,194766,465
ywith hyunjin forever,191244,435
panelaco against left,188774,180
janta curfew,179557,375
total quarantine,173200,810
we will beat together,162736,15
outside bolsonaro,160656,285
hyunjin every moment stay,159811,30
chloroquine,155032,150
outside bolsonaros,146597,75
birlikteyen,145608,60
birlikteyen,144780,15
kovit 19 must survive,137824,195
emergency evacuation life,131058,255
Janatkarfu,130888,30
tin selfie day,120496,135
saat 21 00,115824,210
trump pandemic,114515,285
uninhabited island,110745,210
honey boo,100836,30
soka ac kmayasa sart,94472,105
soka ac kmayasa sart,94334,15
n n,94162,105
hello crown,93892,120
selfie joel,92371,225
case 191,87490,225
p n g l e e n u u b e,85706,45
beyanlaruzat ls n,84231,345
people vs pelosi,83509,345
19 mar,83494,360
thursday thoughts,83419,270
years r mixtape,81733,315
gurley,81356,180
my last situation,78756,615
success students,78678,210
three consecutive holidays,78485,315
p n g l e e n u l h w,78354,180
e w dynamite,77358,435
beyanlaruzat l,72306,15
inept duke,71622,225
coronavirus outbreakindia,71302,360
guayaquil,71197,180
containment day,68926,465
woojin,68170,45
world knows ohm cute,67704,135
w l pusong f w,66294,60
game stop,66170,120
we can take care,65111,375
crocodile,63390,315
drg le nar nyan nd,62664,525
room n doctor photoline public summon,60762,285
case 359,59354,180
celebrity scum,55716,375
bobo bobo,55417,285
rams,54910,15
p e r hs day 19 th,53276,15
foles,52783,15
g want listen,51997,210
raw manma,51918,240
dur 5393 aresiz,51884,405
kazz x gotti ricci,51192,105
22 nd march,51183,30
quarantine life,51140,495
mandatory quarantine,50022,285
love lay,49891,240
u h r c h v e 20,48848,210
protect vico,48801,585
,47709,45
first day of spring,47437,630
dear bernie,46372,135
b b b p z f l,45646,105
fallin flower,45218,180
rock bison,43591,150
human demise,43456,420
catastrophe,43105,315
19 th p e r h day,42943,15
we are responsible,42452,435
todd gurley,41723,60
beraber ba araca z,41689,345
slay,41596,375
c and 19 million,41358,615
king salman word,41110,195
e v e n l l n p n g,40156,30
w n n b e st win,39978,225
,39689,165
care,39513,15
r e p e f l,39158,15
n u r u,38941,240
in quarantine I,38480,30
there is life at home,37463,210
year com best,37099,225
I stay at home,36393,240
120 000 cash payments,36372,645
saint joseph,35992,195
thursday motivation,35645,135
u n p r n u,35538,135
sa l kc lar n alk sl,35154,285
v gala,34920,150
quarantine six words,34915,660
respect first lady,34875,315
u klockdown,34870,285
pinamar,34674,30
sean payton,33754,180
I support the president,33162,240
Happy Thursday,33072,165
persona global album,33000,195
modiji bakwas band car,32084,120
doorawards,32004,600
ron johnson,31749,15
bundori anime rd 08,31636,330
life drill,31411,165
k n z b,31406,300
national newspaper,31173,60
united pandemics,30203,135
p nar fidan,29894,555
hikawa sayahina birthday 2020,29760,225
save workers,29325,75
cancellation second term,28706,45
saveworkers,28447,315
mulanand colourpop,28248,270
matteo 12,28135,195
Nirbhaya Case,28080,90
Juice broken plaque,27746,285
thejuanssirangplaka,27509,15
namigawadani night play,27238,15
c in 2019 france,26951,60
party suffers,26786,360
mayors governors,26493,15
bonner,26407,105
Venezuela heroic town,25910,270
bbba elimination,25838,15
b b b elimination,25756,195
duke resign,25727,315
b b fight monsta x,25686,150
Mocha Uso,25641,225
hope aguirre,25499,45
happy Father's Day,25145,495
stay home,24964,75
j c e n r g e r h w,24750,30
social distancing,24443,540
hyogo citizens,24352,150
timida,24352,60
c v 19 mexico,24051,90
nong kingfisher,23930,120
survivor,23476,375
is in in is,23412,45
king salman ben abdulaziz,23224,15
On the big online,23218,360
encantadia,22983,210
not evdezamangec,22978,105
eduardo bananinha,22930,345
snap,22726,420
denise,22666,15
encantadia,22614,15
Colombia in emergency,22424,135
shinsou sakaue new corona,22139,375
d d 100,21504,105
lockdownuk,21474,90
healthy still converted,21397,510
fight,21263,30
dr fauci,21258,30
ббцят,21217,210
debt repayment r,21209,180
next week,21176,15
lower,21071,255
konular kald rmas nav ertel,20914,285
music day,20898,180
animal crossing new horizon,20804,45
