tweet,weight,duration
h p p j e h u n,814679,450
barr,632031,15
,367458,315
friday c j new unit,343013,45
born february,255077,90
seabournovation,243851,135
,242959,465
corinthians,227302,330
n 2020,220087,585
veyyon herring,217979,165
b son fallon,194655,285
happy valentine,170513,420
c h ex mew suppasit,149877,240
sang pemimpin idola,143269,195
maliyeden rtek 40 b,143065,300
puri cone live broadcast,142280,120
,142258,210
astros,141774,315
,140194,255
sangola leaderola,139899,15
lara jean,139445,30
john kelly,139180,480
la isla meses despu,128431,120
mackie,127156,450
long live spring day,126763,30
let play g u n e p,125584,150
fake,120631,105
valentine day,120164,45
lozoya,116217,75
b 19 alab like,112973,225
juliantina con pandora,112631,15
j u l n n c n p n r,111526,255
justice against the blockade,103750,165
j p n u r,102799,285
,102367,135
nijisanji japan tour,102053,15
,101916,510
happy valentines,95607,60
directo 12 f,95530,30
,94548,210
,94233,240
oh video,90828,30
manninkavalanciman,89413,135
hakim ziyech,87446,150
,81934,255
f l ax f l u,77438,120
burna,74865,135
thursday thoughts,72687,240
14th February,72051,780
metropolitan police department,71596,15
seventeen carat day,71202,375
,70919,165
13 feb,70663,525
moro heroi nacional,70517,405
direct 13 f,68851,300
guarani,61919,225
marca rechazo,61234,285
,60958,675
world radio day,60366,45
juiz,59304,105
valentines day 2020,59276,135
b 19 jeju p,58549,375
ingrid escamilla,58393,120
dia mundial de la radio,57316,615
welcome erdogan pakistan,57295,420
,54693,195
vote sid,53630,75
festabbb,52261,270
hope hicks,52112,330
sakiyoken cruise ship,50673,195
tokyo taxi driver,49621,15
ingrid escamilla,49253,255
chancellor,48330,45
paulo guedes,47179,225
tffistifa,46602,480
taxi driver tokyo,45286,180
,44484,315
st valentine day,44358,510
Happy Thursday,44070,705
resiz zle meli kadrosuz,44058,375
reshuffle,42335,510
,42229,180
carnival barking clown,41640,195
yaolaca zya l,41538,195
galentines day,40615,420
Milan Juve,39537,225
seems love lot,38897,15
sabina,37038,30
world radio day,36690,675
thursday motivation,36625,45
l,36591,165
r,35586,150
b 19 sa r,34391,210
fredo,34281,60
lent,33696,285
dayan rkiye seninle,33306,120
oh music video,32764,45
e w dynamite,32622,375
moonbyul moon covers sun,32258,105
k h kl ya ear,32227,225
crossroads and win,31063,210
mr makihara,30854,210
man shock wife,30655,255
dev patel,30516,345
ikta bedel det,30510,285
altos,30376,285
offxfyimarket,30206,15
planos imposs veis,29869,165
pecorine,29614,195
second order hall yamato birthday festival 2020,28478,15
felices 30 boomer,28444,135
seismic intensity,28213,45
abascal en r v e,28005,180
bruno henrique,27716,135
,27638,255
amemura random birthday 2020,27460,195
nomin,27242,60
carnivalbarkingclown,27068,195
felices 30 boomer,25865,195
caruso,25296,210
bayelsa,25103,330
p h mission,25102,105
pedrinho,25072,195
strongest,24453,150
sajid javid,24235,120
jim crane,24144,270
ask c n c,23549,270
tardelli,22812,75
per embe,22745,450
boys p still love,22072,510
filipe lu,22026,135
vote b global,21787,135
g sv l n,21181,60
travel history,21081,105
yamato,20994,180
neo zone crew video,20966,195
riverdale,20916,135
batman,20872,30
looking virtual chocolate,20386,15
shab,20351,135
c n g f e l p e p r r,19970,120
utapri ren b 2020,19596,135
ramiro,19095,60
vote uniters,19075,45
n e c,18904,240
vasco,18812,105
end to Kemalist education,18667,270
u gift valentine,18508,255
n e awards 2020,18502,60
,18401,420
intolerant decisive actions,18336,255
toalltheboyspsistillloveyou,17901,15
gurunai,17896,180
rave de favela amanh,17853,90
pulwama attack,17670,180
moro capanga da milicia,17622,120
itaquera,17611,285
glauber desqualificado,17547,75
xboxsweepstakes,17501,375
itaquera,17354,15
n l l,17198,45
valentine,17165,135
inter napoli,17054,105
survivor 40,17031,450
milan juventus,16880,165
,16743,15
Pulwama will not forget,16384,135
slowthai,16316,120
echale la culpa al p r,16220,75
w w e n x,16179,165
misaki park,16174,225
,15819,300
,15495,225
,15405,585
boycott muhammad ramadan,15337,255
u n l,15141,45
,15128,60
Good luck,15020,360
g f r e n 61 st win,15015,15
violent revolution,14971,75
changes n g h,14961,210
gerson,14846,270
f l ux f l,14708,15
days,14533,15
,14474,135
glauberdesqualificado,14360,60
Sage craze,14188,120
,14133,120
zbinkartalrivaya,14052,315
mens conference 2020,13848,225
pasapalabra,13722,180
rick moranis,13230,15
jokic,13130,210
,13121,90
rick moranis,13115,45
c l 35,12984,150
juventud rebelde chavista,12806,135
said love,12645,345
south park,12528,15
squid with francisco,12351,225
,12279,135
g valentines gifts,12173,270
,12037,15
boselli,11935,60
f e r h u r,11892,15
mengao ao vivo,11794,90
megaoavivo,11770,255
c ssio,11754,285
national cheddar day,11592,210
hours,11568,120
coven,11480,30
,11315,90
u 404,11278,60
meds,11185,210
khaled abdulrahman,11132,285
,10885,225
c c 2020 c,10863,120
yar nlari,10794,285
g u squad yes announcement,10754,30
square,10744,135
cup c b,10408,150
talles,10123,180
animal crossing amor,10120,420
bankas,10093,135
pitana,10067,90
