tweet,weight,duration
anonymous,4041372,135
antifa,3239737,15
anonymous,1755088,420
b l c k l v e e r,1131412,90
White House,1124909,360
black lives matter,975823,450
anonymous,786953,450
dcblackout,725516,450
protests 2020,689101,240
r eand r e,632224,375
david mc atee,513124,105
Vatican,443145,45
p r e 2020,429282,690
paulista,405704,105
give hakk bar murat ya c,394528,300
bunker boy,348999,825
play gether,332610,225
chest almost broke e p 12,312822,300
ebola,306909,15
miracles god kabir,283040,195
virgil,261838,765
miracles god kabir,257733,15
white house,251342,420
anonymous,248474,315
kabirparameshwara,230814,120
ebola,230565,390
antifa e r r r,227631,345
black live matters,227392,90
Irene Montero,214133,480
theory flirt l v eon l n e v day,213160,180
santa monica,209218,255
fora bol onaro,195480,300
still,173571,60
lovely fluke 24 th,164922,285
avicii,160274,150
neymar,159972,225
u aon fire,153178,495
g l msebar,151322,165
turn back time with e n,143611,225
argentina supports trump,142208,465
insecure h b,133891,435
st anv theory love,131123,270
black lives matter,129958,15
long beach,127923,465
lady of,127521,75
sword stage simultaneous screening,126814,225
Pancasila,125310,585
l l g e h e r,123320,375
monday motivation,118989,390
Ciruphanabhi,118274,360
pride month,116818,675
jamil,115605,345
days left Kabir prakat diwas,113330,15
abdyan,111774,225
pizzagate,109653,255
f k e p r e e n,106767,285
jr smith,105999,30
america trump,104911,420
law order,104646,150
say rape,103402,210
j r smith,103180,285
mussolini,101697,165
tacha unveils,100102,135
magnolia milkiesx b,99075,75
ukraine,97000,270
samanta,94676,30
neglect,94658,330
happy new month,92512,285
blake lives matter,88816,600
l w r e r,87967,15
issa,86981,60
jun,86814,180
fleet in the chain,84664,285
bunker trump,84635,105
Baris kakan,84248,585
big tacha naija,83300,105
tom cotton,83109,480
j u n k e r r r b l l n w,80674,525
release azams family,80093,270
anti fascist,79874,630
blemish,79556,30
fireworks sound,78451,60
tired,77381,135
n b party,75757,90
lawrence,74868,240
magnolia milkiesx bas,73429,45
jon jones,69478,255
antifa,69459,60
justin cosby,69021,90
bunker,68343,180
yalanter r,66368,420
coming soon,65917,15
justice james scurlock,64688,180
step modi,64214,450
stop raping women,63871,360
st john,63807,60
return b c b n,63198,285
cream,63086,300
mr q,63084,345
antifa terrorist,63071,30
fireworks sound,62708,135
c n n trash,62209,150
mayu watanabe,61823,225
justiceforjennifer,61422,210
iddete kar evrim yan nday z,61114,15
retired entertainment world,59876,60
h r k godfather mute lottery,58508,165
insurrection act,56361,15
bang bang con,55962,210
l l l v e and r,55058,30
And good Khan,54963,735
find clues find way v,50528,105
rose garden,49370,15
bariscakan,49119,15
w c e new song,47716,135
antifa for democracy,47489,255
you get 99 sundays,47236,135
channel j,47152,270
dream,47014,255
you get 99 sundays,46632,30
fireworks display,46356,225
x ph live yes yours,45632,150
bostonprotest,44166,75
copernicus,43217,105
nueva normalidad relativa,42989,15
mondaythoughts,42887,15
spain support trump,42866,90
gregg popovich,42715,165
evacuation to political prisoners,42625,195
and,42339,45
huntington beach,41820,45
alich se va,41730,285
vote hate,41724,150
winston churchill,40996,285
atuna mashour worthy fame,40612,330
Halsema,40421,345
canalot j,40289,15
story principal,40194,705
killing eve,40088,270
june st,39533,600
,38989,420
hi june,38850,390
we are 70 percent,38702,120
health reasons,38431,15
fireworks,37706,60
Lorena,37132,315
kurdish,36561,60
chile supports trump,36315,360
cowardin chief,36307,75
fireworks launch,35891,60
Happy Monday,35722,765
family photo,35500,120
bake argentina,34826,345
,34689,45
bakeoffargentina,34350,15
scarabia,34321,30
johnny net,34263,45
national fireworks,34230,210
June 2020,34148,720
kirk franklin,33932,90
stink bug,33812,105
seismic intensity,33796,105
made topyek nku,33583,90
90 day fiance,33417,330
sharjeel leader,33343,150
ighalo,32512,90
b n g b n g c n live,32387,285
show must paused,32247,195
weapon,32009,15
demonstrations america,31866,330
survivorekstra,31849,60
spain supports trump,31661,105
f r c e,31142,15
boris failed u k,30781,165
pride month 2020,30325,75
nintendo switch,30241,390
b b naija reunion,30098,120
san bernardino,29834,210
prop sito de v,29724,120
gerardo,29480,330
wilderness light,29201,15
sharjeelourleader,29109,15
amsterdam,29060,15
Monday,28774,345
Drunk driver killed,28646,240
david mc atee,28075,135
christo,27991,180
jane fonda,27679,120
terrence floyd,27641,165
waiting good news,27384,165
floating waves,27273,135
god is gay,27041,30
p l 2630,26740,150
master chef,26525,75
fireworks project,26201,60
anime pre cone,25740,120
l county,25355,105
madaraka day,25347,570
devletimizinyan nd,25259,420
george akiyama,24814,240
thanks hugo gatell,24276,315
south saudi arabia,24021,90
fireworks launch,23408,240
bellevue,23189,180
juanpa zurita,22917,240
good news 2017,22877,75
bunkerbabytrump,22871,75
oakland zoo,22267,60
liquorshops,21924,375
angelo,21787,60
karol g,21478,105
reszs zle mlisa l k 45,21414,120
giving love fake games e p 17,21404,75
hello illahi,21095,60
bristol,20756,15
from nuys,20718,90
fred hammond,20413,150
boston protests,20273,60
survivor 2020,20202,45
ko chan,20086,30
bar ak,19931,195
reais 28 cents,19841,90
barbara de regil,19817,165
fred hammond,19634,15
gsb alm 2018 kpss points,19631,120
u w n r e v l u n,19548,90
fake president,19180,15
June 2020,19074,390
smartphone,18889,15
fantastic,18883,195
let join hands reconstruction,18704,75
montreal protest,17841,105
calminkirkland,17171,45
terror state turkey,17165,240
35 w bridge,17117,15
No,17004,165
aani,16923,60
I already answered that question,16670,375
l c u r f e w,16588,75
asexual,16572,150
zero two,16415,180
texas happy birthday,16192,360
tokyo now,16089,210
Hindustanibhau,15840,15
outbreak stink bugs,15789,135
asbayraklar trabzonsporl,15763,45
mr aramaki,15563,120
make go,14998,15
bed k p,14916,255
kanjani chronicle f,14780,135
level,14716,105
volunteers week,14041,360
caglacinayeti asima ugramasin,13959,150
thank you jonaxx,13945,135
topic,13869,105
world milk day,13856,60
uel,13722,135
l county,13598,15
the cotorrisa supports,13586,330
level,13384,15
sa l k ehitsay l,13362,75
sukatto japan,13300,165
p p line masks,13176,45
justice peace,13096,45
dragging god,12992,285
chilehatetrump,12802,15
ganga dussehra,12648,120
justice for george floyd,12620,105
tamela,12350,45
tops,12322,165
account zain b 44,12248,15
lacotorrisamerespalda,12228,75
seva north east,12149,15
here in the band,12058,135
10,12006,210
walnut creek,11919,75
kindergarten,11846,135
folk lot,11823,150
w c e r eand r e,11572,15
aotd 10,11420,15
phillyriots,11253,15
blood,11011,120
jason whitlock,10990,60
black lives matter,10851,105
,10831,225
black live mattters,10706,15
skz also coming back,10483,30
fireworks,10402,45
holo aroma,10383,120
nonel arena,10083,30
w c e c n g,10066,90
adilyarg lamaistiy,10062,105
big parvs satdehh,10014,180
